enzyme_id,enzyme_ecnum,reaction_id,Gene-reaction-association
0,0,6814,'788.1'
0,0,6846,'788.1'
0,0,6852,'788.1'
0,0,6855,'788.1'
0,0,6856,'788.1'
0,0,6864,'788.1'
0,0,6865,'788.1'
0,0,6875,'788.1'
0,0,6969,'788.1'
0,0,7118,'788.1'
0,0,7140,'788.1'
0,0,7130,'5825.1'
0,0,7132,'5825.1'
0,0,6805,'54677.1'
0,0,6857,'54677.1'
0,0,6862,'54677.1'
0,0,6971,'54677.1'
0,0,7135,'54677.1'
0,0,7141,'54677.1'
0,0,7144,'54677.1'
0,0,7018,'51703.1'
0,0,6934,'51.1'
0,0,6942,'51.1'
0,0,6999,'51.1'
0,0,7007,'51.1'
0,0,7039,'51.1'
0,0,7046,'51.1'
0,0,6998,'37.1'
0,0,7006,'37.1'
0,0,7045,'37.1'
0,0,7052,'37.1'
0,0,6933,'34.1'
0,0,6941,'34.1'
0,0,7086,'34.1'
0,0,6940,'26063.1'
0,0,6948,'26063.1'
0,0,7005,'26063.1'
0,0,7012,'26063.1'
0,0,7051,'26063.1'
0,0,6842,'215.1'
0,0,7137,'215.1'
0,0,7138,'215.1'
0,0,6939,'1666.1'
0,0,6947,'1666.1'
0,0,7008,'1666.1'
0,0,7011,'1666.1'
0,0,7050,'1666.1'
0,0,7054,'1666.1'
0,0,7087,'1666.1'
0,0,6937,'1632.1'
0,0,6945,'1632.1'
0,0,6959,'1632.1'
0,0,6963,'1632.1'
0,0,7001,'1632.1'
0,0,7009,'1632.1'
0,0,7032,'1632.1'
0,0,7035,'1632.1'
0,0,7047,'1632.1'
0,0,7053,'1632.1'
0,0,7069,'1632.1'
0,0,7089,'1632.1'
0,0,6801,'1622.1'
0,0,6802,'1622.1'
0,0,6826,'1622.1'
0,0,6830,'1622.1'
0,0,6836,'1622.1'
0,0,7094,'1622.1'
0,0,7095,'1622.1'
0,0,7096,'1622.1'
0,0,7097,'1622.1'
0,0,7098,'1622.1'
0,0,7100,'1622.1'
0,0,7103,'1622.1'
0,0,7104,'1622.1'
0,0,7105,'1622.1'
0,0,7107,'1622.1'
0,0,7108,'1622.1'
0,0,7111,'1622.1'
0,0,7113,'1622.1'
0,0,7121,'1622.1'
0,0,6850,'1376.1'
0,0,7119,'1376.1'
0,0,6986,'11001.1'
0,0,7013,'11001.1'
0,0,6806,'10005.1'
0,0,6820,'10005.1'
0,0,7131,'10005.1'
0,0,7136,'10005.1'
0,0,4509,'(BE966236.1) or (6240.1) or (6241.1) or (50484.1)'
0,0,4510,'(BE966236.1) or (6240.1) or (6241.1) or (50484.1)'
0,0,3859,'(AI761708.1) or (275.1) or (1738.1) or (2731.1)'
0,0,4501,'(AI024818.1) or (AI091231.1) or (AI480132.1) or (AI972237.1) or (AL050025.1) or (759.1) or (771.1) or (377677.1) or (23632.1) or (760.1) or (761.1) or (762.1) or (763.1) or (11238.1) or (765.1) or (766.1) or (767.1) or (768.1) or (8883.1) or (R51273.1)'
0,0,4159,'(AA526438.1) or (H17063.1) or (51102.1) or (55825.1)'
0,0,4155,'(AA419122.1) or (AA576959.1) or (64077.1) or (8776.1) or (8898.1) or (9107.1) or (29085.1) or (8611.1) or (8613.1) or (8612.1) or (81537.1) or (130367.1) or (23517.1) or (51095.1)'
0,0,4432,'(AA177072.1) or (AA203143.1) or (56894.1) or (56895.1) or (AGPAT7.1) or (AI818585.1) or (AI971023.1) or (1956.1) or (54898.1) or (60481.1) or (79071.1) or (114799.1) or (157570.1) or (8372.1) or (LOC647190.1) or (9926.1) or (129642.1) or (MBOAT5.1) or (79143.1) or (N63787.1) or (54995.1) or (80339.1) or (9197.1) or (6901.1) or (W87865.1)'
0,0,4126,'(AA177072.1) or (2194.1) or (54995.1)'
0,0,4130,'(AA177072.1) or (2194.1) or (54995.1)'
0,0,4132,'(AA177072.1) or (2194.1) or (54995.1)'
0,0,4134,'(AA177072.1) or (2194.1) or (54995.1)'
0,0,4139,'(AA177072.1) or (2194.1) or (54995.1)'
0,0,4125,'(AA081045.1) or (AI620219.1) or (219.1) or (217.1) or (224.1) or (501.1) or (223.1) or (AU149534.1) or (T83654.1)'
0,0,7160,'(9963.1 or 9962.1)'
0,0,485,'(9962.2) or (9963.1) or (9962.1) or (9963.2)'
0,0,3731,'(9942.1)'
0,0,7347,'(9843.1)'
0,0,804,'(978.1) or (57379.1)'
0,0,279,'(952.1)'
0,0,2672,'(952.1)'
0,0,2676,'(952.1)'
0,0,1890,'(9514.1)'
0,0,5963,'(9514.1)'
0,0,2687,'(9498.1) or (57282.1)'
0,0,6793,'(9497.1)'
0,0,573,'(9488.1)'
0,0,2193,'(9488.1)'
0,0,2194,'(9488.1)'
0,0,3281,'(9469.1) or (56548.1)'
0,0,3287,'(9469.1) or (56548.1)'
0,0,1769,'(9453.1)'
0,0,2893,'(9420.1)'
0,0,2894,'(9420.1)'
0,0,898,'(9415.1)'
0,0,7218,'(9390.1)'
0,0,2100,'(9380.1)'
0,0,2267,'(9380.1)'
0,0,1865,'(9334.1) or (2683.1) or (8704.1) or (8703.1) or (8704.2)'
0,0,5948,'(9331.1)'
0,0,5956,'(9331.1)'
0,0,2137,'(93183.1) and (54965.1)'
0,0,2138,'(93183.1) and (54965.1)'
0,0,360,'(92745.1) or (10991.1)'
0,0,495,'(92745.1) or (10991.1)'
0,0,3367,'(92745.1)'
0,0,7176,'(92745.1)'
0,0,7193,'(92745.1)'
0,0,7198,'(92745.1)'
0,0,726,'(9245.1)'
0,0,2446,'(9227.1)'
0,0,185,'(9197.1)'
0,0,189,'(9197.1)'
0,0,1947,'(9197.1)'
0,0,1948,'(9197.1)'
0,0,1949,'(9197.1)'
0,0,942,'(9194.1) or (23539.1) or (6566.1) or (9123.1)'
0,0,2414,'(9194.1) or (23539.1) or (6566.1) or (9123.1)'
0,0,272,'(9154.2) or (9154.1) or (64078.1) or (9153.1)'
0,0,3678,'(9154.2) or (9154.1) or (64078.1) or (9153.1)'
0,0,809,'(9154.1) or (9154.2) or (64078.1)'
0,0,3520,'(9154.1) or (9154.2) or (64078.1)'
0,0,2147,'(9153.1) or (64078.1)'
0,0,2337,'(9153.1) or (64078.1)'
0,0,6792,'(9152.1)'
0,0,42,'(9123.1) or (9194.1) or (6566.1)'
0,0,3160,'(9123.1) or (9194.1) or (6566.1)'
0,0,687,'(9058.1)'
0,0,3466,'(9058.1)'
0,0,4705,'(9057.1)'
0,0,4706,'(9057.1)'
0,0,4707,'(9057.1)'
0,0,4708,'(9057.1)'
0,0,4709,'(9057.1)'
0,0,4710,'(9057.1)'
0,0,4711,'(9057.1)'
0,0,4712,'(9057.1)'
0,0,4713,'(9057.1)'
0,0,4714,'(9057.1)'
0,0,4715,'(9057.1)'
0,0,4716,'(9057.1)'
0,0,4717,'(9057.1)'
0,0,4718,'(9057.1)'
0,0,4719,'(9057.1)'
0,0,4720,'(9057.1)'
0,0,4721,'(9057.1)'
0,0,4722,'(9057.1)'
0,0,4723,'(9057.1)'
0,0,4724,'(9057.1)'
0,0,4725,'(9057.1)'
0,0,4726,'(9057.1)'
0,0,4727,'(9057.1)'
0,0,4728,'(9057.1)'
0,0,4729,'(9057.1)'
0,0,4730,'(9057.1)'
0,0,4731,'(9057.1)'
0,0,4732,'(9057.1)'
0,0,4733,'(9057.1)'
0,0,4734,'(9057.1)'
0,0,4735,'(9057.1)'
0,0,4736,'(9057.1)'
0,0,4737,'(9057.1)'
0,0,4738,'(9057.1)'
0,0,4739,'(9057.1)'
0,0,4740,'(9057.1)'
0,0,4741,'(9057.1)'
0,0,4742,'(9057.1)'
0,0,4743,'(9057.1)'
0,0,4744,'(9057.1)'
0,0,4745,'(9057.1)'
0,0,4746,'(9057.1)'
0,0,4747,'(9057.1)'
0,0,4748,'(9057.1)'
0,0,4749,'(9057.1)'
0,0,4750,'(9057.1)'
0,0,4751,'(9057.1)'
0,0,4752,'(9057.1)'
0,0,4753,'(9057.1)'
0,0,4754,'(9057.1)'
0,0,4755,'(9057.1)'
0,0,4756,'(9057.1)'
0,0,4757,'(9057.1)'
0,0,4758,'(9057.1)'
0,0,4759,'(9057.1)'
0,0,4760,'(9057.1)'
0,0,4761,'(9057.1)'
0,0,4762,'(9057.1)'
0,0,4763,'(9057.1)'
0,0,4764,'(9057.1)'
0,0,4765,'(9057.1)'
0,0,4766,'(9057.1)'
0,0,4767,'(9057.1)'
0,0,4768,'(9057.1)'
0,0,4769,'(9057.1)'
0,0,4770,'(9057.1)'
0,0,4771,'(9057.1)'
0,0,4772,'(9057.1)'
0,0,4773,'(9057.1)'
0,0,4774,'(9057.1)'
0,0,4775,'(9057.1)'
0,0,4776,'(9057.1)'
0,0,4777,'(9057.1)'
0,0,4778,'(9057.1)'
0,0,4779,'(9057.1)'
0,0,4780,'(9057.1)'
0,0,4781,'(9057.1)'
0,0,4782,'(9057.1)'
0,0,4783,'(9057.1)'
0,0,4784,'(9057.1)'
0,0,4785,'(9057.1)'
0,0,4786,'(9057.1)'
0,0,4787,'(9057.1)'
0,0,4788,'(9057.1)'
0,0,4789,'(9057.1)'
0,0,4790,'(9057.1)'
0,0,4791,'(9057.1)'
0,0,4792,'(9057.1)'
0,0,4793,'(9057.1)'
0,0,4794,'(9057.1)'
0,0,4795,'(9057.1)'
0,0,4796,'(9057.1)'
0,0,4797,'(9057.1)'
0,0,4798,'(9057.1)'
0,0,4799,'(9057.1)'
0,0,4800,'(9057.1)'
0,0,4801,'(9057.1)'
0,0,4802,'(9057.1)'
0,0,4803,'(9057.1)'
0,0,4804,'(9057.1)'
0,0,4805,'(9057.1)'
0,0,4806,'(9057.1)'
0,0,4807,'(9057.1)'
0,0,4808,'(9057.1)'
0,0,4809,'(9057.1)'
0,0,4810,'(9057.1)'
0,0,4811,'(9057.1)'
0,0,4812,'(9057.1)'
0,0,4813,'(9057.1)'
0,0,4814,'(9057.1)'
0,0,4815,'(9057.1)'
0,0,4816,'(9057.1)'
0,0,4817,'(9057.1)'
0,0,4818,'(9057.1)'
0,0,4819,'(9057.1)'
0,0,4820,'(9057.1)'
0,0,4821,'(9057.1)'
0,0,4822,'(9057.1)'
0,0,4823,'(9057.1)'
0,0,4824,'(9057.1)'
0,0,4825,'(9057.1)'
0,0,4826,'(9057.1)'
0,0,4827,'(9057.1)'
0,0,4828,'(9057.1)'
0,0,4829,'(9057.1)'
0,0,4830,'(9057.1)'
0,0,4831,'(9057.1)'
0,0,4832,'(9057.1)'
0,0,4833,'(9057.1)'
0,0,4834,'(9057.1)'
0,0,4835,'(9057.1)'
0,0,4836,'(9057.1)'
0,0,4837,'(9057.1)'
0,0,4838,'(9057.1)'
0,0,4839,'(9057.1)'
0,0,4840,'(9057.1)'
0,0,4841,'(9057.1)'
0,0,4842,'(9057.1)'
0,0,4843,'(9057.1)'
0,0,4844,'(9057.1)'
0,0,4845,'(9057.1)'
0,0,4846,'(9057.1)'
0,0,4847,'(9057.1)'
0,0,4848,'(9057.1)'
0,0,4849,'(9057.1)'
0,0,4850,'(9057.1)'
0,0,4851,'(9057.1)'
0,0,4852,'(9057.1)'
0,0,4853,'(9057.1)'
0,0,4854,'(9057.1)'
0,0,4855,'(9057.1)'
0,0,4856,'(9057.1)'
0,0,4857,'(9057.1)'
0,0,4858,'(9057.1)'
0,0,4859,'(9057.1)'
0,0,4860,'(9057.1)'
0,0,4861,'(9057.1)'
0,0,4862,'(9057.1)'
0,0,4863,'(9057.1)'
0,0,4864,'(9057.1)'
0,0,4865,'(9057.1)'
0,0,4866,'(9057.1)'
0,0,4867,'(9057.1)'
0,0,4868,'(9057.1)'
0,0,4869,'(9057.1)'
0,0,4870,'(9057.1)'
0,0,4871,'(9057.1)'
0,0,4872,'(9057.1)'
0,0,4873,'(9057.1)'
0,0,4874,'(9057.1)'
0,0,4875,'(9057.1)'
0,0,4876,'(9057.1)'
0,0,4877,'(9057.1)'
0,0,4878,'(9057.1)'
0,0,4879,'(9057.1)'
0,0,4880,'(9057.1)'
0,0,4881,'(9057.1)'
0,0,4882,'(9057.1)'
0,0,4883,'(9057.1)'
0,0,4884,'(9057.1)'
0,0,4885,'(9057.1)'
0,0,4886,'(9057.1)'
0,0,4887,'(9057.1)'
0,0,4888,'(9057.1)'
0,0,4889,'(9057.1)'
0,0,4890,'(9057.1)'
0,0,4891,'(9057.1)'
0,0,4892,'(9057.1)'
0,0,4893,'(9057.1)'
0,0,4894,'(9057.1)'
0,0,4895,'(9057.1)'
0,0,4896,'(9057.1)'
0,0,4897,'(9057.1)'
0,0,4898,'(9057.1)'
0,0,4899,'(9057.1)'
0,0,4900,'(9057.1)'
0,0,4901,'(9057.1)'
0,0,4902,'(9057.1)'
0,0,4903,'(9057.1)'
0,0,4904,'(9057.1)'
0,0,4905,'(9057.1)'
0,0,4906,'(9057.1)'
0,0,4907,'(9057.1)'
0,0,4908,'(9057.1)'
0,0,4909,'(9057.1)'
0,0,4910,'(9057.1)'
0,0,4911,'(9057.1)'
0,0,4912,'(9057.1)'
0,0,4913,'(9057.1)'
0,0,4914,'(9057.1)'
0,0,4915,'(9057.1)'
0,0,4916,'(9057.1)'
0,0,4917,'(9057.1)'
0,0,4918,'(9057.1)'
0,0,4919,'(9057.1)'
0,0,4920,'(9057.1)'
0,0,4921,'(9057.1)'
0,0,4922,'(9057.1)'
0,0,4923,'(9057.1)'
0,0,4924,'(9057.1)'
0,0,4925,'(9057.1)'
0,0,4926,'(9057.1)'
0,0,4927,'(9057.1)'
0,0,4928,'(9057.1)'
0,0,4929,'(9057.1)'
0,0,4930,'(9057.1)'
0,0,4931,'(9057.1)'
0,0,4932,'(9057.1)'
0,0,4933,'(9057.1)'
0,0,4934,'(9057.1)'
0,0,4935,'(9057.1)'
0,0,4936,'(9057.1)'
0,0,4937,'(9057.1)'
0,0,4938,'(9057.1)'
0,0,4939,'(9057.1)'
0,0,4940,'(9057.1)'
0,0,4941,'(9057.1)'
0,0,4942,'(9057.1)'
0,0,4943,'(9057.1)'
0,0,4944,'(9057.1)'
0,0,4945,'(9057.1)'
0,0,4946,'(9057.1)'
0,0,4947,'(9057.1)'
0,0,4948,'(9057.1)'
0,0,4949,'(9057.1)'
0,0,4950,'(9057.1)'
0,0,4951,'(9057.1)'
0,0,4952,'(9057.1)'
0,0,4953,'(9057.1)'
0,0,4954,'(9057.1)'
0,0,4955,'(9057.1)'
0,0,4956,'(9057.1)'
0,0,4957,'(9057.1)'
0,0,4958,'(9057.1)'
0,0,4959,'(9057.1)'
0,0,4960,'(9057.1)'
0,0,4961,'(9057.1)'
0,0,4962,'(9057.1)'
0,0,4963,'(9057.1)'
0,0,4964,'(9057.1)'
0,0,4965,'(9057.1)'
0,0,4966,'(9057.1)'
0,0,4967,'(9057.1)'
0,0,4968,'(9057.1)'
0,0,4969,'(9057.1)'
0,0,4970,'(9057.1)'
0,0,4971,'(9057.1)'
0,0,4972,'(9057.1)'
0,0,4973,'(9057.1)'
0,0,4974,'(9057.1)'
0,0,4975,'(9057.1)'
0,0,4976,'(9057.1)'
0,0,4977,'(9057.1)'
0,0,4978,'(9057.1)'
0,0,4979,'(9057.1)'
0,0,4980,'(9057.1)'
0,0,4981,'(9057.1)'
0,0,4982,'(9057.1)'
0,0,4983,'(9057.1)'
0,0,4984,'(9057.1)'
0,0,4985,'(9057.1)'
0,0,4986,'(9057.1)'
0,0,4987,'(9057.1)'
0,0,4988,'(9057.1)'
0,0,4989,'(9057.1)'
0,0,4990,'(9057.1)'
0,0,4991,'(9057.1)'
0,0,4992,'(9057.1)'
0,0,4993,'(9057.1)'
0,0,4994,'(9057.1)'
0,0,4995,'(9057.1)'
0,0,4996,'(9057.1)'
0,0,4997,'(9057.1)'
0,0,4998,'(9057.1)'
0,0,428,'(9057.1 and 6520.1)'
0,0,7158,'(9056.1 or 9057.1) and (6520.1)'
0,0,7183,'(9056.1 or 9057.1) and (6520.1)'
0,0,7200,'(9056.1 or 9057.1) and (6520.1)'
0,0,7201,'(9056.1 or 9057.1) and (6520.1)'
0,0,7211,'(9056.1 or 9057.1) and (6520.1)'
0,0,7215,'(9056.1 or 9057.1) and (6520.1)'
0,0,7232,'(9056.1 or 9057.1) and (6520.1)'
0,0,5410,'(9045.1)'
0,0,2302,'(9016.1) or (7352.2) or (7352.1) or (7351.1) or (9016.2) or (7350.1) or (9481.1)'
0,0,39,'(89874.1)'
0,0,46,'(89874.1)'
0,0,1946,'(8972.1)'
0,0,2400,'(8942.1)'
0,0,2002,'(8908.1) and (2998.1) or (2998.1) and (2992.1) or (2997.1) and (2992.1) or (8908.1) and (2997.1)'
0,0,2062,'(8908.1) and (2997.1) or (2998.1) and (2992.1) or (2997.1) and (2992.1) or (8908.1) and (2998.1)'
0,0,6347,'(8897.1) or (8897.3) or (8897.2)'
0,0,585,'(8884.1)'
0,0,2412,'(8884.1)'
0,0,7277,'(8884.1)'
0,0,7385,'(8884.1)'
0,0,4154,'(8879.1)'
0,0,785,'(8876.1) and (8875.2) and (55350.3) or (8876.1) and (8875.2) and (55350.2) or (8876.1) and (8875.1) and (55350.1) or (8876.1) and (55350.2) and (8875.1) or (8875.2) and (8876.1) and (55350.1) or (8876.1) and (55350.3) and (8875.1) or (AA081045.1) or (AI620219.1) or (219.1) or (217.1) or (224.1) or (501.1) or (223.1) or (AU149534.1) or (T83654.1)'
0,0,3047,'(8876.1) and (8875.2) and (55350.3) or (8876.1) and (8875.2) and (55350.2) or (8876.1) and (8875.1) and (55350.1) or (8876.1) and (55350.2) and (8875.1) or (8875.2) and (8876.1) and (55350.1) or (8876.1) and (55350.3) and (8875.1)'
0,0,1983,'(8836.1)'
0,0,1984,'(8836.1)'
0,0,1985,'(8836.1)'
0,0,1986,'(8836.1)'
0,0,1987,'(8836.1)'
0,0,1988,'(8836.1)'
0,0,1989,'(8836.1)'
0,0,1990,'(8836.1)'
0,0,1991,'(8836.1)'
0,0,1992,'(8836.1)'
0,0,1993,'(8836.1)'
0,0,1994,'(8836.1)'
0,0,1995,'(8836.1)'
0,0,1996,'(8836.1)'
0,0,1997,'(8836.1)'
0,0,1998,'(8836.1)'
0,0,1999,'(8836.1)'
0,0,719,'(8824.1)'
0,0,2347,'(8802.1 and 8803.1)'
0,0,647,'(8760.1)'
0,0,802,'(875.1)'
0,0,641,'(873.1)'
0,0,6459,'(873.1)'
0,0,1971,'(8714.3) or (8647.1) or (8714.2) or (8714.1)'
0,0,3485,'(8714.3) or (8647.1) or (8714.2) or (8714.1)'
0,0,1182,'(8714.1) or (8714.3) or (8714.2)'
0,0,523,'(8705.1)'
0,0,899,'(8694.1) or (84649.1)'
0,0,2014,'(8659.2) or (217.1) or (8659.1) or (219.1)'
0,0,2974,'(8659.1) or (8659.2)'
0,0,5757,'(8613.1)'
0,0,3057,'(8612.1) or (8611.1) or (8613.1) or (8611.2)'
0,0,501,'(8604.1) or (10165.1)'
0,0,3066,'(8574.1) or (231.1) or (10327.2) or (10327.1)'
0,0,3337,'(8574.1) or (10327.1) or (231.1) or (10327.2)'
0,0,3145,'(8566.1)'
0,0,3149,'(8566.1)'
0,0,3150,'(8566.1)'
0,0,918,'(8560.1) or (8560.2)'
0,0,3277,'(8534.1) or (9469.1)'
0,0,3290,'(8534.1) or (9469.1)'
0,0,5849,'(8529.1) or (4051.1) or (126410.1)'
0,0,6097,'(8529.1) or (4051.1) or (126410.1)'
0,0,6105,'(8529.1) or (4051.1) or (126410.1)'
0,0,6471,'(8529.1) or (4051.1) or (126410.1)'
0,0,6504,'(8529.1) or (4051.1) or (126410.1)'
0,0,6554,'(8529.1) or (4051.1) or (126410.1)'
0,0,6570,'(8529.1) or (4051.1) or (126410.1)'
0,0,7019,'(8529.1 and 4051.1)'
0,0,7056,'(8529.1 and 4051.1)'
0,0,7057,'(8529.1 and 4051.1)'
0,0,7082,'(8529.1 and 4051.1)'
0,0,859,'(8528.2) or (8528.1)'
0,0,3692,'(8501.1) or (124935.1)'
0,0,1087,'(84920.1)'
0,0,5416,'(8479.1)'
0,0,5433,'(8479.1)'
0,0,2695,'(84735.1)'
0,0,7155,'(84735.1 or 55748.1)'
0,0,7184,'(84735.1 or 55748.1)'
0,0,2476,'(84720.2) and (5281.2) or (5281.1) and (84720.1) or (84720.1) and (5281.2) or (84720.2) and (5281.1)'
0,0,2195,'(84720.2) and (5281.1) or (84720.1) and (5281.2) or (5281.1) and (84720.1) or (84720.2) and (5281.2)'
0,0,2200,'(84720.2) and (5281.1) or (84720.1) and (5281.2) or (5281.1) and (84720.1) or (84720.2) and (5281.2)'
0,0,629,'(847.1)'
0,0,632,'(847.1)'
0,0,2692,'(84679.1) or (23315.1)'
0,0,911,'(8443.1)'
0,0,7278,'(8435.1) or (6646.1)'
0,0,337,'(8402.1)'
0,0,5314,'(8402.1)'
0,0,2994,'(8394.1) or (23396.1) or (8395.1)'
0,0,3025,'(8394.1) or (23396.1) or (8395.1)'
0,0,435,'(83884.1) or (10166.1)'
0,0,686,'(83884.1) or (10166.1)'
0,0,2464,'(83884.1) or (10166.1)'
0,0,2843,'(83884.1) or (10166.1)'
0,0,2084,'(83733.1) or (8604.1) or (79751.1) or (10165.1)'
0,0,6953,'(8310.1 and 1962.1 and 3295.1 and 30.1)'
0,0,6972,'(8310.1 and 1962.1 and 3295.1 and 30.1)'
0,0,6987,'(8310.1 and 1962.1 and 3295.1 and 30.1)'
0,0,6523,'(8309.1)'
0,0,5842,'(8260.1)'
0,0,3188,'(8228.1)'
0,0,2395,'(81539.1) or (84889.1) or (6520.1) or (6542.1) or (6541.1) or (11254.1) or (55089.1)'
0,0,2534,'(81539.1) or (11254.1) or (54407.1) or (6584.1)'
0,0,492,'(81539.1) or (11254.1) or (54407.1) or (55089.1)'
0,0,2069,'(81539.1) or (11254.1) or (54407.1) or (55089.1)'
0,0,2114,'(81539.1) or (11254.1) or (54407.1) or (55089.1)'
0,0,3365,'(81539.1) or (11254.1) or (54407.1) or (55089.1)'
0,0,3334,'(81537.1)'
0,0,4594,'(8140.1)'
0,0,4595,'(8140.1)'
0,0,4596,'(8140.1)'
0,0,4597,'(8140.1)'
0,0,4598,'(8140.1)'
0,0,4599,'(8140.1)'
0,0,4600,'(8140.1)'
0,0,4601,'(8140.1)'
0,0,4602,'(8140.1)'
0,0,4603,'(8140.1)'
0,0,4604,'(8140.1)'
0,0,4605,'(8140.1)'
0,0,4606,'(8140.1)'
0,0,4607,'(8140.1)'
0,0,4608,'(8140.1)'
0,0,4609,'(8140.1)'
0,0,4610,'(8140.1)'
0,0,4611,'(8140.1)'
0,0,4612,'(8140.1)'
0,0,4613,'(8140.1)'
0,0,4614,'(8140.1)'
0,0,4615,'(8140.1)'
0,0,4616,'(8140.1)'
0,0,4617,'(8140.1)'
0,0,4618,'(8140.1)'
0,0,4619,'(8140.1)'
0,0,4620,'(8140.1)'
0,0,4621,'(8140.1)'
0,0,4622,'(8140.1)'
0,0,4623,'(8140.1)'
0,0,4624,'(8140.1)'
0,0,4625,'(8140.1)'
0,0,4626,'(8140.1)'
0,0,4627,'(8140.1)'
0,0,4628,'(8140.1)'
0,0,4629,'(8140.1)'
0,0,4630,'(8140.1)'
0,0,4631,'(8140.1)'
0,0,4632,'(8140.1)'
0,0,4633,'(8140.1)'
0,0,4634,'(8140.1)'
0,0,4635,'(8140.1)'
0,0,4636,'(8140.1)'
0,0,4637,'(8140.1)'
0,0,4638,'(8140.1)'
0,0,4639,'(8140.1)'
0,0,4640,'(8140.1)'
0,0,4641,'(8140.1)'
0,0,4642,'(8140.1)'
0,0,4643,'(8140.1)'
0,0,4644,'(8140.1)'
0,0,4645,'(8140.1)'
0,0,4646,'(8140.1)'
0,0,4647,'(8140.1)'
0,0,4648,'(8140.1)'
0,0,4649,'(8140.1)'
0,0,4650,'(8140.1)'
0,0,4651,'(8140.1)'
0,0,4652,'(8140.1)'
0,0,4653,'(8140.1)'
0,0,4654,'(8140.1)'
0,0,4655,'(8140.1)'
0,0,4656,'(8140.1)'
0,0,4657,'(8140.1)'
0,0,4658,'(8140.1)'
0,0,4659,'(8140.1)'
0,0,4660,'(8140.1)'
0,0,4661,'(8140.1)'
0,0,4662,'(8140.1)'
0,0,4663,'(8140.1)'
0,0,4664,'(8140.1)'
0,0,4665,'(8140.1)'
0,0,4666,'(8140.1)'
0,0,4667,'(8140.1)'
0,0,4668,'(8140.1)'
0,0,4669,'(8140.1)'
0,0,4670,'(8140.1)'
0,0,4671,'(8140.1)'
0,0,4672,'(8140.1)'
0,0,4673,'(8140.1)'
0,0,4674,'(8140.1)'
0,0,4675,'(8140.1)'
0,0,4676,'(8140.1)'
0,0,4677,'(8140.1)'
0,0,4678,'(8140.1)'
0,0,4679,'(8140.1)'
0,0,4680,'(8140.1)'
0,0,4681,'(8140.1)'
0,0,4682,'(8140.1)'
0,0,4683,'(8140.1)'
0,0,4684,'(8140.1)'
0,0,4685,'(8140.1)'
0,0,4686,'(8140.1)'
0,0,4687,'(8140.1)'
0,0,4688,'(8140.1)'
0,0,4689,'(8140.1)'
0,0,4690,'(8140.1)'
0,0,4691,'(8140.1)'
0,0,4692,'(8140.1)'
0,0,4693,'(8140.1)'
0,0,4694,'(8140.1)'
0,0,4695,'(8140.1)'
0,0,4696,'(8140.1)'
0,0,4697,'(8140.1)'
0,0,4698,'(8140.1)'
0,0,4699,'(8140.1)'
0,0,4700,'(8140.1)'
0,0,4701,'(8140.1)'
0,0,4702,'(8140.1)'
0,0,4703,'(8140.1)'
0,0,4704,'(8140.1)'
0,0,7153,'(8140.1 and 6520.1)'
0,0,7204,'(8140.1 and 6520.1)'
0,0,7254,'(8140.1 and 6520.1)'
0,0,3063,'(80724.1) or (27034.1) or (36.1) or (35.1) or (84129.1) or (34.1) or (28976.1)'
0,0,586,'(80704.1)'
0,0,1111,'(80347.1)'
0,0,715,'(8034.1)'
0,0,1742,'(80308.1) or (80308.2)'
0,0,2296,'(80270.1)'
0,0,2202,'(80235.1)'
0,0,2203,'(80235.1)'
0,0,2206,'(80235.1)'
0,0,2207,'(80235.1)'
0,0,2209,'(80235.1)'
0,0,2210,'(80235.1)'
0,0,3624,'(80146.1)'
0,0,2135,'(80055.1)'
0,0,2136,'(80055.1)'
0,0,3049,'(80025.5)'
0,0,3537,'(79896.1)'
0,0,2907,'(7941.1)'
0,0,3527,'(79178.1)'
0,0,1085,'(79053.1) or (79053.3) or (79053.2)'
0,0,1086,'(79053.1) or (79053.3) or (79053.2)'
0,0,2001,'(79017.1)'
0,0,285,'(788.1) or (788.1)'
0,0,244,'(788.1)'
0,0,422,'(788.1)'
0,0,602,'(788.1)'
0,0,700,'(788.1)'
0,0,743,'(788.1)'
0,0,869,'(788.1)'
0,0,946,'(788.1)'
0,0,1155,'(788.1)'
0,0,1159,'(788.1)'
0,0,2234,'(788.1)'
0,0,2262,'(788.1)'
0,0,2404,'(788.1)'
0,0,2420,'(788.1)'
0,0,2424,'(788.1)'
0,0,2428,'(788.1)'
0,0,2432,'(788.1)'
0,0,2770,'(788.1)'
0,0,3124,'(788.1)'
0,0,3226,'(788.1)'
0,0,3230,'(788.1)'
0,0,3234,'(788.1)'
0,0,3459,'(788.1)'
0,0,3502,'(788.1)'
0,0,3507,'(788.1)'
0,0,3512,'(788.1)'
0,0,3561,'(788.1)'
0,0,3592,'(788.1)'
0,0,3686,'(788.1)'
0,0,4302,'(788.1)'
0,0,4303,'(788.1)'
0,0,7122,'(788.1)'
0,0,2537,'(7841.1)'
0,0,2175,'(763.1) or (11238.1)'
0,0,3710,'(7498.1)'
0,0,3713,'(7498.1)'
0,0,4141,'(7389.1)'
