790,HMDB,HMDB00182,3941,0
791,KEGG,C00047,3941,0
792,EHMN,C00047,3941,0
793,CHEBI,18019,3941,0
794,PubChem,5962,3941,0
795,HepatoNet,HC00053,3941,0
796,HMDB,HMDB01206,485,0
797,KEGG,C00024,485,0
798,EHMN,C00024,485,0
799,CHEBI,15351,485,0
800,PubChem,444493,485,0
801,HepatoNet,HC00033,485,0
802,HMDB,HMDB00169,4020,0
803,KEGG,C00159,4020,0
804,EHMN,C00159,4020,0
805,CHEBI,4208,4020,0
806,PubChem,18950,4020,0
807,HepatoNet,HC00154,4020,0
808,HMDB,HMDB06547,4714,0
809,KEGG,C16300,4714,0
810,CHEBI,32389,4714,0
811,PubChem,163841,4714,0
812,HepatoNet,HC00793,4714,0
813,HMDB,HMDB04701,974,0
814,KEGG,C14825,974,0
815,EHMN,C14825,974,0
816,PubChem,6246154,974,0
817,EHMN,CE2433,1314,0
818,HMDB,HMDB01123,685,0
819,KEGG,C00108,685,0
820,EHMN,C00108,685,0
821,CHEBI,30754,685,0
822,PubChem,227,685,0
823,HepatoNet,HC00107,685,0
824,HMDB,HMDB00021,226,0
825,KEGG,C02515,226,0
826,CHEBI,27847,226,0
827,PubChem,439744,226,0
828,HMDB,HMDB00961,2858,0
829,KEGG,C00448,2858,0
830,EHMN,C00448,2858,0
831,CHEBI,50277,2858,0
832,PubChem,445713,2858,0
833,HepatoNet,HC00362,2858,0
834,KEGG,C16172,4792,0
835,PubChem,23724649,4792,0
836,HMDB,HMDB04666,964,0
837,KEGG,C13856,964,0
838,EHMN,C13856,964,0
839,CHEBI,52392,964,0
840,PubChem,1541,964,0
841,HMDB,HMDB06840,1282,0
842,KEGG,C15915,1282,0
843,EHMN,CE2314,1282,0
844,PubChem,23724604,1282,0
845,HMDB,HMDB02886,1095,0
846,KEGG,C05961,1095,0
847,EHMN,CE0955,1095,0
848,CHEBI,28158,1095,0
