1,48
2,65
3,48
4,65
5,48
6,65
7,48
8,65
9,65
10,17
11,65
12,17
13,63
14,54
15,54
16,54
17,54
18,29
19,98
20,29
21,65
22,29
23,65
24,54
25,54
26,29
27,29
28,29
29,65
30,65
31,29
32,29
33,65
34,65
35,54
36,54
37,27
38,97
39,98
40,57
41,21
42,29
43,29
44,29
45,98
46,35
47,91
48,29
49,91
50,29
51,91
52,91
53,91
54,91
55,37
56,91
57,77
58,29
59,94
60,65
61,37
62,37
63,67
64,35
65,49
66,94
67,35
68,91
69,63
70,21
71,35
72,35
73,91
74,29
75,65
76,65
77,91
78,91
79,91
80,38
81,65
82,89
83,89
84,97
85,97
86,97
87,97
88,91
89,91
90,91
91,65
92,37
93,37
94,29
95,92
96,91
97,65
98,29
99,65
100,17
101,29
102,29
103,44
104,29
105,29
106,29
107,17
108,29
109,59
110,29
111,17
112,55
113,48
114,29
115,35
116,29
117,35
118,35
119,35
120,35
121,29
122,35
123,35
124,29
125,29
126,48
127,65
128,48
129,65
130,29
131,17
132,48
133,65
134,17
135,48
136,65
137,48
138,65
139,72
140,72
141,67
142,67
143,3
144,3
145,21
146,27
147,65
148,98
149,98
150,88
151,88
152,88
153,88
154,88
155,88
156,88
157,88
158,88
159,74
160,96
161,29
162,63
163,29
164,48
165,29
166,94
167,35
168,35
169,11
170,29
171,65
172,41
173,41
174,41
175,41
176,41
177,41
178,64
179,29
180,65
181,17
182,64
183,41
184,41
185,29
186,21
187,21
188,77
189,17
190,29
191,65
192,39
193,48
194,29
195,39
196,29
197,39
198,10
199,10
200,39
201,48
202,10
203,10
204,10
205,10
206,48
207,39
208,48
209,75
210,24
211,73
212,77
213,29
214,16
215,29
216,39
217,29
218,39
219,29
220,39
221,29
222,39
223,10
224,10
225,48
226,10
227,77
228,29
229,39
230,10
231,94
232,49
233,94
234,94
235,81
236,41
237,41
238,24
239,16
240,16
241,56
242,56
243,2
244,65
245,78
246,21
247,78
248,35
249,35
250,65
251,29
252,39
253,81
254,81
255,78
256,38
257,38
258,21
259,29
260,48
261,64
262,6
263,6
264,6
265,6
266,6
267,92
268,6
269,6
270,6
271,29
272,29
273,48
274,65
275,6
276,6
277,6
278,6
279,29
280,18
281,64
282,64
283,41
284,41
285,41
286,29
287,29
288,99
289,6
290,6
291,15
292,6
293,29
294,5
295,5
296,5
297,5
298,5
299,5
300,5
301,5
302,5
303,5
304,5
305,5
306,5
307,5
308,5
309,5
310,5
311,5
312,10
313,73
314,73
315,73
316,73
317,73
318,73
319,92
320,60
321,64
322,24
323,73
324,95
325,95
326,29
327,17
328,97
329,77
330,17
331,72
332,72
333,15
334,15
335,29
336,16
337,65
338,29
339,64
340,59
341,56
342,56
343,56
344,56
345,29
346,29
347,29
348,29
349,29
350,29
351,29
352,95
353,29
354,27
355,29
356,48
357,29
358,74
359,29
360,29
361,36
362,81
363,81
364,81
365,81
366,78
367,78
368,35
369,35
370,41
371,78
372,78
373,78
374,29
375,65
376,73
377,82
378,82
379,82
380,82
381,82
382,81
383,81
384,56
385,56
386,56
387,56
388,10
389,35
390,17
391,65
392,77
393,6
394,28
395,28
396,64
397,17
398,13
399,13
400,29
401,17
402,29
403,17
404,29
405,27
406,6
407,63
408,29
409,90
410,90
411,90
412,90
413,29
414,29
415,92
416,29
417,29
418,96
419,64
420,41
421,41
422,41
423,64
424,29
425,17
426,29
427,92
428,29
429,24
430,24
431,95
432,95
433,29
434,29
435,65
436,67
437,43
438,43
439,43
440,80
441,80
442,80
443,43
444,43
445,43
446,43
447,43
448,43
449,43
450,43
451,43
452,43
453,43
454,43
455,43
456,43
457,43
458,43
459,43
460,43
461,43
462,43
463,43
464,43
465,43
466,43
467,43
468,43
469,43
470,43
471,43
472,43
473,43
474,43
475,43
476,43
477,43
478,43
479,43
480,43
481,43
482,67
483,46
484,29
485,29
486,29
487,29
488,29
489,95
490,95
491,29
492,29
493,29
494,65
495,29
496,17
497,63
498,58
499,29
500,64
501,65
502,95
503,29
504,95
505,95
506,17
507,17
508,48
509,6
510,6
511,33
512,65
513,77
514,64
515,29
516,29
517,72
518,67
519,67
520,67
521,67
522,67
523,67
524,88
525,88
526,88
527,88
528,88
529,88
530,88
531,88
532,88
533,67
534,67
535,67
536,67
537,67
538,67
539,67
540,67
541,88
542,56
543,56
544,56
545,56
546,90
547,90
548,65
549,29
550,63
551,63
552,98
553,31
554,100
555,49
556,71
557,71
558,27
559,29
560,65
561,27
562,29
563,29
564,17
565,29
566,29
567,17
568,47
569,29
570,17
571,77
572,75
573,75
574,6
575,6
576,90
577,90
578,90
579,90
580,90
581,90
582,29
583,65
584,29
585,29
586,77
587,57
588,65
589,29
590,29
591,29
592,17
593,11
594,41
595,41
596,41
597,41
598,41
599,41
600,41
601,41
602,41
603,41
604,41
605,41
606,41
607,41
608,41
609,41
610,41
611,41
612,64
613,41
614,41
615,41
616,70
617,70
618,11
619,11
620,11
621,11
622,11
623,11
624,29
625,29
626,29
627,29
628,78
629,29
630,25
631,36
632,76
633,65
634,76
635,78
636,58
637,74
638,17
639,82
640,82
641,29
642,65
643,73
644,65
645,73
646,73
647,73
648,73
649,67
650,39
651,17
652,39
653,17
654,29
655,29
656,56
657,73
658,73
659,73
660,73
661,65
662,29
663,29
664,29
665,27
666,73
667,39
668,48
669,29
670,39
671,77
672,17
673,29
674,59
675,29
676,65
677,65
678,65
679,39
680,10
681,10
682,16
683,52
684,52
685,65
686,29
687,65
688,65
689,24
690,24
691,29
692,29
693,29
694,29
695,29
696,64
697,41
698,41
699,41
700,29
701,73
702,39
703,77
704,10
705,10
706,29
707,17
708,39
709,65
710,77
711,64
712,39
713,48
714,65
715,77
716,64
717,17
718,1
719,37
720,37
721,37
722,37
723,3
724,3
725,3
726,3
727,3
728,3
729,3
730,29
731,37
732,29
733,73
734,55
735,29
736,24
737,29
738,64
739,64
740,29
741,29
742,65
743,29
744,64
745,24
746,29
747,65
748,17
749,29
750,65
751,17
752,29
753,7
754,7
755,7
756,7
757,7
758,16
759,41
760,41
761,41
762,41
763,41
764,41
765,41
766,57
767,29
768,29
769,48
770,29
771,48
772,29
773,48
774,29
775,48
776,29
777,48
778,6
779,58
780,77
781,29
782,65
783,33
784,33
785,29
786,29
787,29
788,97
789,29
790,29
791,97
792,89
793,29
794,29
795,97
796,97
797,29
798,97
799,29
800,29
801,97
802,29
803,57
804,6
805,6
806,6
807,29
808,29
809,48
810,65
811,77
812,6
813,6
814,6
815,6
816,6
817,6
818,6
819,6
820,6
821,6
822,6
823,6
824,6
825,6
826,6
827,6
828,6
829,6
830,6
831,6
832,6
833,6
834,6
835,6
836,6
837,6
838,6
839,6
840,6
841,29
842,57
843,6
844,6
845,6
846,29
847,17
848,73
849,73
850,29
851,87
852,29
853,48
854,87
855,92
856,46
857,46
858,95
859,77
860,41
861,6
862,6
863,6
864,57
865,64
866,41
867,41
868,41
869,29
870,91
871,77
872,57
873,6
874,29
875,92
876,29
877,65
878,71
879,71
880,71
881,71
882,71
883,71
884,51
885,51
886,51
887,51
888,51
889,51
890,51
891,51
892,51
893,51
894,51
895,51
896,51
897,51
898,60
899,29
900,64
901,6
902,6
903,6
904,29
905,65
906,77
907,96
908,29
909,60
910,60
911,64
912,11
913,11
914,11
915,11
916,11
917,67
918,67
919,37
920,29
921,29
922,59
923,17
924,93
925,48
926,65
927,58
928,58
929,57
930,57
931,34
932,34
933,77
934,29
935,39
936,39
937,48
938,29
939,77
940,92
941,29
942,65
943,41
944,41
945,41
946,29
947,53
948,53
949,53
950,53
951,53
952,53
953,53
954,53
955,53
956,53
957,53
958,53
959,53
960,53
961,53
962,53
963,53
964,53
965,53
966,53
967,53
968,53
969,53
970,53
971,53
972,53
973,53
974,53
975,53
976,53
977,53
978,53
979,53
980,53
981,53
982,53
983,53
984,29
985,11
986,11
987,27
988,65
989,41
990,41
991,41
992,29
993,41
994,41
995,41
996,77
997,97
998,99
999,65
1000,65
1001,65
1002,65
1003,65
1004,65
1005,65
1006,65
1007,65
1008,65
1009,65
1010,65
1011,65
1012,65
1013,65
1014,65
1015,65
1016,65
1017,65
1018,65
1019,65
1020,65
1021,65
1022,65
1023,65
1024,65
1025,65
1026,65
1027,65
1028,65
1029,65
1030,65
1031,65
1032,65
1033,65
1034,65
1035,65
1036,65
1037,65
1038,65
1039,65
1040,65
1041,65
1042,65
1043,65
1044,65
1045,65
1046,65
1047,65
1048,65
1049,65
1050,65
1051,65
1052,65
1053,65
1054,65
1055,65
1056,65
1057,65
1058,65
1059,65
1060,65
1061,65
1062,46
1063,46
1064,46
1065,46
1066,71
1067,71
1068,71
1069,71
1070,71
1071,71
1072,71
1073,71
1074,71
1075,71
1076,71
1077,71
1078,71
1079,71
1080,71
1081,71
1082,71
1083,71
1084,71
1085,71
1086,71
1087,71
1088,71
1089,71
1090,71
1091,71
1092,71
1093,71
1094,71
1095,71
1096,71
1097,71
1098,71
1099,71
1100,91
1101,91
1102,91
1103,91
1104,29
1105,91
1106,29
1107,29
1108,29
1109,92
1110,85
1111,48
1112,78
1113,78
1114,37
1115,11
1116,36
1117,92
1118,96
1119,29
1120,96
1121,67
1122,77
1123,6
1124,77
1125,77
1126,77
1127,57
1128,57
1129,6
1130,6
1131,6
1132,29
1133,77
1134,6
1135,6
1136,29
1137,29
1138,17
1139,29
1140,17
1141,11
1142,11
1143,1
1144,94
1145,35
1146,35
1147,94
1148,1
1149,92
1150,92
1151,92
1152,41
1153,41
1154,41
1155,29
1156,41
1157,41
1158,41
1159,29
1160,72
1161,72
1162,72
1163,14
1164,72
1165,71
1166,71
1167,71
1168,71
1169,71
1170,71
1171,78
1172,73
1173,29
1174,29
1175,17
1176,29
1177,17
1178,29
1179,17
1180,17
1181,29
1182,17
1183,29
1184,29
1185,17
1186,59
1187,41
1188,41
1189,73
1190,73
1191,78
1192,29
1193,64
1194,53
1195,53
1196,53
1197,53
1198,53
1199,53
1200,53
1201,53
1202,53
1203,53
1204,53
1205,53
1206,53
1207,53
1208,53
1209,53
1210,53
1211,53
1212,53
1213,53
1214,53
1215,53
1216,53
1217,53
1218,53
1219,53
1220,53
1221,53
1222,53
1223,53
1224,53
1225,53
1226,53
1227,53
1228,53
1229,53
1230,53
1231,53
1232,53
1233,53
1234,53
1235,53
1236,53
1237,53
1238,53
1239,53
1240,53
1241,53
1242,53
1243,53
1244,53
1245,53
1246,53
1247,53
1248,53
1249,53
1250,53
1251,53
1252,53
1253,53
1254,53
1255,53
1256,53
1257,53
1258,53
1259,53
1260,53
1261,53
1262,53
1263,53
1264,53
1265,53
1266,53
1267,53
1268,53
1269,53
1270,53
1271,53
1272,53
1273,53
1274,53
1275,53
1276,53
1277,53
1278,53
1279,53
1280,53
1281,53
1282,53
1283,53
1284,53
1285,53
1286,53
1287,53
1288,53
1289,53
1290,53
1291,53
1292,53
1293,53
1294,53
1295,53
1296,53
1297,53
1298,53
1299,53
1300,53
1301,53
1302,53
1303,53
1304,53
1305,53
1306,53
1307,53
1308,53
1309,53
1310,53
1311,53
1312,53
1313,53
1314,53
1315,53
1316,53
1317,53
1318,53
1319,53
1320,53
1321,53
1322,53
1323,53
1324,53
1325,53
1326,53
1327,53
1328,53
1329,53
1330,53
1331,53
1332,53
1333,53
1334,53
1335,53
1336,53
1337,53
1338,53
1339,53
1340,53
1341,53
1342,53
1343,53
1344,53
1345,53
1346,53
1347,53
1348,53
1349,53
1350,53
1351,53
1352,53
1353,53
1354,53
1355,53
1356,53
1357,53
1358,53
1359,53
1360,53
1361,53
1362,53
1363,53
1364,53
1365,53
1366,53
1367,53
1368,53
1369,53
1370,53
1371,53
1372,53
1373,53
1374,53
1375,53
1376,53
1377,53
1378,53
1379,53
1380,53
1381,53
1382,53
1383,53
1384,53
1385,53
1386,53
1387,53
1388,53
1389,53
1390,53
1391,53
1392,53
1393,53
1394,53
1395,53
1396,53
1397,53
1398,53
1399,53
1400,53
1401,53
1402,53
1403,53
1404,53
1405,53
1406,53
1407,53
1408,53
1409,53
1410,53
1411,53
1412,53
1413,53
1414,53
1415,53
1416,53
1417,53
1418,53
1419,53
1420,53
1421,53
1422,53
1423,53
1424,53
1425,53
1426,53
1427,53
1428,53
1429,53
1430,53
1431,53
1432,53
1433,53
1434,53
1435,53
1436,53
1437,53
1438,53
1439,53
1440,53
1441,53
1442,53
1443,53
1444,53
1445,53
1446,53
1447,53
1448,53
1449,53
1450,53
1451,53
1452,53
1453,53
1454,53
1455,53
1456,53
1457,53
1458,53
1459,53
1460,53
1461,53
1462,53
1463,53
1464,53
1465,53
1466,53
1467,53
1468,53
1469,53
1470,53
1471,53
1472,53
1473,53
1474,53
1475,53
1476,53
1477,53
1478,53
1479,53
1480,53
1481,53
1482,53
1483,53
1484,53
1485,53
1486,53
1487,53
1488,53
1489,53
1490,53
1491,53
1492,53
1493,53
1494,53
1495,53
1496,53
1497,53
1498,53
1499,53
1500,53
1501,53
1502,53
1503,53
1504,53
1505,53
1506,53
1507,53
1508,53
1509,53
1510,53
1511,53
1512,53
1513,53
1514,53
1515,53
1516,53
1517,53
1518,53
1519,53
1520,53
1521,53
1522,53
1523,53
1524,53
1525,53
1526,53
1527,53
1528,53
1529,53
1530,53
1531,53
1532,53
1533,53
1534,53
1535,53
1536,53
1537,53
1538,53
1539,53
1540,53
1541,53
1542,53
1543,53
1544,53
1545,53
1546,53
1547,53
1548,53
1549,53
1550,53
1551,53
1552,53
1553,53
1554,53
1555,53
1556,53
1557,53
1558,53
1559,53
1560,53
1561,53
1562,53
1563,53
1564,53
1565,53
1566,53
1567,53
1568,53
1569,53
1570,53
1571,53
1572,53
1573,53
1574,53
1575,53
1576,53
1577,53
1578,53
1579,53
1580,53
1581,53
1582,53
1583,53
1584,53
1585,53
1586,53
1587,53
1588,53
1589,53
1590,53
1591,53
1592,53
1593,53
1594,53
1595,53
1596,53
1597,53
1598,53
1599,53
1600,53
1601,53
1602,53
1603,53
1604,53
1605,39
1606,42
1607,71
1608,41
1609,41
1610,41
1611,41
1612,41
1613,41
1614,41
1615,41
1616,41
1617,41
1618,41
1619,41
1620,41
1621,41
1622,41
1623,41
1624,41
1625,41
1626,41
1627,41
1628,41
1629,41
1630,41
1631,41
1632,41
1633,41
1634,41
1635,41
1636,41
1637,41
1638,41
1639,41
1640,41
1641,41
1642,41
1643,41
1644,41
1645,41
1646,41
1647,41
1648,41
1649,41
1650,41
1651,41
1652,2
1653,17
1654,64
1655,17
1656,64
1657,51
1658,51
1659,51
1660,51
1661,44
1662,44
1663,44
1664,91
1665,48
1666,65
1667,41
1668,41
1669,41
1670,41
1671,41
1672,41
1673,41
1674,41
1675,41
1676,41
1677,41
1678,41
1679,41
1680,41
1681,41
1682,41
1683,41
1684,41
1685,41
1686,41
1687,41
1688,41
1689,41
1690,41
1691,41
1692,41
1693,41
1694,41
1695,41
1696,41
1697,41
1698,41
1699,41
1700,41
1701,41
