5988,EX_spmd(e),True,0
5989,"RE3381C,RE3381E,RE3381L",True,0
5982,B3GALT43g,False,0
5983,CYSTALArBATtc,False,0
5980,EX_sarcs(e),True,0
5981,EX_ala_B(e),True,0
5986,DAGK_hs,True,0
5987,RE3090X,True,0
5984,LINKDEG4ly,False,0
5985,ABO8g,False,0
270,FAOXC16DCr,False,0
271,"THFtl,THFtm",True,0
272,"GAO2,GAO2g",False,0
273,ARTFR212,False,0
274,r0196,True,0
275,GLCAT7g,False,0
276,GAMYe,False,0
277,FE3MTP1,False,0
278,r0809,True,0
279,RE3084X,False,0
2143,CYTK13n,True,0
2142,EX_dmhptcrn(e),True,0
3519,GCC2am,True,0
3518,"PItg,r1150,r1423",False,0
3513,r1301,False,0
3512,MI134P4P,False,0
3511,RE2851C,True,0
3510,MALtm,True,0
3517,r2190,True,0
3516,RE2596C,True,0
3515,DAGt,True,0
3514,G12MT1_L,False,0
2688,PMI12346PH,False,0
2689,"11DOCRTSLtm,11DOCRTSLtr",True,0
2684,MI1345PKn,False,0
2685,r1656,True,0
2686,RE3437C,True,0
2687,"FRDPtc,FRDPtr,FRDPtcr",True,0
2680,"UAG2EMAi,r0113",False,0
2681,RE3367C,False,0
2682,r1972,False,0
2683,r0034,True,0
99,LPS2e,False,0
98,r1189,False,0
91,PGLYCt,True,0
90,PUNP3,True,0
93,RE1628C,True,0
92,RE0827C,False,0
95,ALAGLNexR,True,0
94,r1398,False,0
97,MELATN23DOX,False,0
96,HEXCCOAtx,True,0
1177,HOCDACBP,True,0
1176,r2233,True,0
1175,EX_vitd2(e),True,0
1174,"VALt5m,VALtec",True,0
1173,CMPACNAtn,False,0
1172,"r1690,r1733",False,0
1171,"G3PD2m,GLYC3PFADm",False,0
1170,GSNt4,False,0
1179,EX_thf(e),True,0
1178,FAOXC1811603m,False,0
876,r0388,True,0
877,EX_cbasp(e),True,0
3432,DORNOp,False,0
623,OCTDEC2ACBP,True,0
875,r1588,True,0
622,"G14T20g,G14T4g",False,0
872,r2396,False,0
1225,RE2034C,True,0
3435,EX_estradiolglc(e),True,0
620,r0645,True,0
870,"UTPtn,r0892",True,0
627,GLCNACT_L,False,0
871,CRVNCtr,True,0
626,CARPEPT1tc,False,0
4592,ACNAMlt,True,0
625,GLCAASE8ly,False,0
2036,r0450,True,0
624,LPS2,False,0
4590,PROSTGE1t,True,0
4591,ETF,False,0
2745,RE3572X,True,0
4849,"r1789,r1874",False,0
4594,"H2O2t,H2O2tly,H2O2tm,H2O2tn,H2O2tp",True,0
4595,LDH_D,True,0
2749,"RE1526C,RE1526M,RE1526X",True,0
4845,EX_retnglc(e),True,0
4598,GLCAE2g,False,0
4599,S6T12g,False,0
4734,RE3499C,True,0
4735,r0656,False,0
2039,r2207,True,0
4843,WHHDCAte,True,0
4738,"DGSNt,DGSNtm",True,0
4739,TETTET6CPT1,False,0
393,"ANDRSTRNte,ANDRSTRNtr",True,0
392,r0842,True,0
391,ATPH2e,False,0
390,RBFK,False,0
397,P45021A1r,False,0
396,UPPN,False,0
395,FUT35g,False,0
394,RE0688C,False,0
399,EX_CE1950(e),True,0
398,"sink_citr(c),EX_citr_L(e)",True,0
2309,S2TASE3ly,False,0
2308,HGNTOR,False,0
4729,r2252,True,0
4728,PCLYSOX,False,0
2301,LINKDEG2ly,False,0
2300,r0474,True,0
2303,VLCSp,False,0
2302,r1977,False,0
2305,C3STDH1Pr,False,0
2304,DGTPtn,True,0
2307,r0129,True,0
2306,"r1743,r1856",False,0
5847,"RE3040C,RE3040R,RE3040X",True,0
5846,AVITE1t,False,0
5845,"RE3448C,RE3448M,RE3448X",True,0
5844,GUR1PP,False,0
5843,"RE1632C,RE1632R",False,0
5842,"NTD4,NTD4e,NTD4l",False,0
5841,EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e),True,0
5840,DOPAMT,False,0
5849,GLYPHEPEPT1tc,False,0
5848,MG3er,False,0
3748,ETHP,False,0
3749,EX_6htststerone(e),True,0
3746,r1163,False,0
3747,"NDPK6,NDPK6m,NDPK6n",True,0
3744,DM_5hpet(r),False,0
3745,S23T3g,False,0
3742,"ADPRDP,ADPRDPm",False,0
3743,EX_HC02197(e),True,0
3740,r1887,False,0
3741,GALASE7ly,False,0
4620,PECTCHLe,False,0
4621,EX_10fthf7glu(e),True,0
4622,r1337,False,0
4623,r1828,False,0
4624,r0179,True,0
4625,r0724,True,0
4626,r1333,False,0
4627,4MTOLBUTAMIDEte,True,0
4628,UMPK2,True,0
4629,PNTOte,True,0
179,r0463,True,0
178,P45027A15m,False,0
177,EX_11_cis_retfa(e),True,0
176,"ECOAH1m,ECOAH1x",True,0
175,"A4GALTc,A4GALTg",False,0
174,ST6GALNAC24,False,0
173,"RE3346C,RE3346M,RE3346R",True,0
172,r1017,False,0
171,"KSIt,KSItly",False,0
170,EX_adp,True,0
6217,"FACOAL160i,r0311,PALFATPtc",False,0
6216,r1981,False,0
6215,P4508B11r,False,0
6214,"TRDR,TRDRm",False,0
6213,r2367,True,0
6212,TETDECE1CRNe,False,0
6211,r1644,True,0
6210,EX_tettet6(e),True,0
6219,EX_psyltchol(e),True,0
6218,EX_HC02179(e),True,0
1768,TETHEX3t,True,0
1769,r2537,True,0
1762,EX_ddece1crn,True,0
1763,"r0998,r0999",True,0
1760,DNDPt48m,False,0
1761,RE2705C,True,0
1766,DNDPt61m,False,0
1767,FATP3t,True,0
1764,EX_2hb(e),True,0
1765,UGT1A6r,False,0
692,r1963,False,0
693,r1102,False,0
690,"RE1956C,RE1956R,RE1956X",True,0
691,r2192,True,0
696,EX_ura(e),True,0
697,GALt1r,True,0
694,r0497,True,0
695,"PRGNLONEtm,PRGNLONEtr",True,0
698,DKMPPD,False,0
699,TKT1,True,0
1548,PHETHPTOX2,False,0
1549,r0768,True,0
5618,EX_aprgstrn(e),True,0
5619,r2361,True,0
5612,r0975,False,0
5613,GALNACT1g,False,0
5610,"RE2666C,RE2666G",False,0
5611,5HLTDL,False,0
5616,"RE3020C,RE3020R",False,0
5617,B3GNT32g,False,0
5614,C161CRN2t,False,0
5615,RAtn3,True,0
3580,EX_acgam(e),True,0
258,FUT93g,False,0
259,EX_dtmp(e),True,0
252,EX_23cump(e),True,0
253,G14T18g,False,0
250,FAOXC162C162OHm,False,0
251,sink_decdicoa(c),True,0
256,BILDGLCURt,True,0
257,r1904,False,0
254,FATP8t,True,0
255,PTDCACRNt,False,0
4665,DEDOLP2_L,False,0
3689,GLYCLTtp,False,0
3688,DCIm,True,0
3683,"RE3122C,RE3122R",True,0
3682,DNDPt38m,False,0
3681,FPGS5m,False,0
3680,DRPA,False,0
3687,MAN1PT2,False,0
3686,GLCNACPT_L,False,0
3685,C142OHe,False,0
3684,"STS1,STS1r",False,0
2518,SELCYSTS,False,0
2519,CEPTC,False,0
2514,"BILDGLCURtr,r2344",True,0
2515,CLS_hs,False,0
2516,RE3535R,True,0
2517,RE0827E,False,0
2510,EX_gltdechol(e),True,0
2511,TTDCPT1,False,0
2512,"RE1836C,RE1836M",True,0
2513,r2030,False,0
3531,RE2041C,True,0
3530,r0205,True,0
3533,ENMAN1g,False,0
3532,EX_cys_L(e),True,0
3535,HSD17B42x,False,0
3534,r0604,False,0
3537,RE2040C,True,0
3536,NACHEX23ly,False,0
5054,FAOXC18480x,False,0
3538,FAOXMC10OHMC10r,False,0
5056,EX_acmana(e),True,0
5057,RE0383C,True,0
5050,r0781,True,0
5051,AK2LGCHOLt,True,0
5052,r0788,True,0
5053,MI145PKn,False,0
1159,"RE3554M,RE3554R",True,0
1158,AMACR2r,False,0
1155,PHEATB0tc,False,0
1154,LYSMTF2n,False,0
1157,FAOXC2452256x,False,0
1156,"r1685,r1882",False,0
1151,VALATB0tc,False,0
1150,PIt7,True,0
1153,RE3493C,True,0
1152,EX_perillyl(e),True,0
4299,"FAOXC102m,FAOXC102x",False,0
4298,FAOXC2242046m,False,0
4295,AG13T15g,False,0
4294,PLA2_2e,False,0
4297,EX_co(e),True,0
4296,RE3129N,True,0
4291,"FAOXC102C101m,FAOXC102C101x",False,0
4290,42A12BOOX,False,0
4293,CH25H,False,0
4292,EX_24nph(e),True,0
4749,RE1309M,False,0
4748,MI1346Ptn,True,0
1324,GLYCK2,False,0
4743,"CATm,CATp",False,0
4742,MI145P6Kn,False,0
4741,"LEUKTRD4t,LEUKTRD4tr",True,0
4740,ACGALtlg,True,0
4747,ALCD22_L,False,0
4746,r0145,True,0
4745,"MMCD,MMCDm,MMCDp",False,0
4744,"CYANt,CYANtm",True,0
5869,RE0864C,True,0
5868,RE3580X,False,0
5865,r0361,False,0
5864,"LDH_Lm,r0173",True,0
5867,EX_csn(e),True,0
5866,r1006,False,0
5861,SR5ARr,False,0
5860,MI1PS,False,0
5863,"RE0922C,RE0922R",False,0
