cid,old_cid,rid,old_rid,sch,ismain
853,',6162,',1,'
3173,',6162,',1,'
4121,',6162,',1,'
854,',6163,',1,'
3177,',6163,',1,'
4123,',6163,',1,'
855,',6164,',1,'
3179,',6164,',1,'
4125,',6164,',1,'
1517,',6165,',1,'
3173,',6165,',1,'
4138,',6165,',1,'
1518,',6166,2365,1,'
3179,',6166,2365,1,'
4142,',6166,2365,1,'
1515,',6167,2366,1,'
1516,',6168,2366,1,'
758,',6169,2367,1,'
2333,',6169,2367,1,'
3914,',6169,2367,1,'
1538,',6170,',1,'
3173,',6170,',1,'
4138,',6170,',1,'
1539,',6171,2371,1,'
3179,',6171,2371,1,'
4142,',6171,2371,1,'
1521,',6172,',1,'
3173,',6172,',1,'
3997,',6172,',1,'
1522,',6173,2372,1,'
3179,',6173,2372,1,'
4002,',6173,2372,1,'
1533,',6174,',1,'
3173,',6174,',1,'
4138,',6174,',1,'
1534,',6175,2373,1,'
3179,',6175,2373,1,'
4142,',6175,2373,1,'
1529,',6176,2374,1,'
1530,',6177,2374,1,'
1527,',6178,',1,'
3173,',6178,',1,'
4138,',6178,',1,'
1528,',6179,2375,1,'
3179,',6179,2375,1,'
4142,',6179,2375,1,'
1540,',6180,',1,'
3173,',6180,',1,'
3997,',6180,',1,'
1541,',6181,2376,1,'
3179,',6181,2376,1,'
4002,',6181,2376,1,'
1535,',6182,',1,'
3173,',6182,',1,'
4138,',6182,',1,'
1536,',6183,2377,1,'
3179,',6183,2377,1,'
4142,',6183,2377,1,'
1531,',6184,2378,1,'
1532,',6185,2378,1,'
2712,',6186,2380,1,'
3178,',6186,2380,1,'
4141,',6186,2380,1,'
752,',6187,2381,1,'
1337,',6187,2381,1,'
2327,',6187,2381,1,'
758,',6188,2381,1,'
1339,',6188,2381,1,'
2333,',6188,2381,1,'
1279,',6189,',1,'
3173,',6189,',1,'
4138,',6189,',1,'
1280,',6190,2383,1,'
3179,',6190,2383,1,'
4142,',6190,2383,1,'
1283,',6191,2385,1,'
1548,',6192,2386,1,'
2334,',6192,2386,1,'
1552,',6193,2387,1,'
3189,',6193,2387,1,'
1547,',6194,2388,1,'
4126,',6194,2388,1,'
2040,',6195,2391,1,'
4138,',6195,2391,1,'
4196,',6195,2391,1,'
2041,',6196,2391,1,'
4140,',6196,2391,1,'
4200,',6196,2391,1,'
1544,',6197,2392,1,'
4203,',6197,2392,1,'
752,',6198,2393,1,'
1487,',6198,2393,1,'
2327,',6198,2393,1,'
758,',6199,2393,1,'
1488,',6199,2393,1,'
2333,',6199,2393,1,'
1549,',6200,',1,'
3173,',6200,',1,'
4138,',6200,',1,'
1550,',6201,2394,1,'
3179,',6201,2394,1,'
4142,',6201,2394,1,'
1553,',6202,',1,'
3173,',6202,',1,'
3997,',6202,',1,'
1554,',6203,2395,1,'
3179,',6203,2395,1,'
4002,',6203,2395,1,'
1556,',6204,',1,'
3173,',6204,',1,'
4138,',6204,',1,'
1557,',6205,2397,1,'
3179,',6205,2397,1,'
4142,',6205,2397,1,'
723,',6206,',1,'
3173,',6206,',1,'
3997,',6206,',1,'
725,',6207,2398,1,'
3179,',6207,2398,1,'
4002,',6207,2398,1,'
1561,',6208,',1,'
3173,',6208,',1,'
4138,',6208,',1,'
1562,',6209,2399,1,'
3179,',6209,2399,1,'
4142,',6209,2399,1,'
1558,',6210,2400,1,'
1559,',6211,2400,1,'
1563,',6212,',1,'
3173,',6212,',1,'
4138,',6212,',1,'
1564,',6213,2401,1,'
3179,',6213,2401,1,'
4142,',6213,2401,1,'
1593,',6214,2402,1,'
1594,',6215,2402,1,'
1560,',6216,2403,1,'
4126,',6216,2403,1,'
1569,',6217,2404,1,'
4203,',6217,2404,1,'
1537,',6218,2405,1,'
2334,',6218,2405,1,'
1572,',6219,2406,1,'
3189,',6219,2406,1,'
752,',6220,2407,1,'
1573,',6220,2407,1,'
2327,',6220,2407,1,'
758,',6221,2407,1,'
1574,',6221,2407,1,'
2333,',6221,2407,1,'
3173,',6222,',1,'
3905,',6222,',1,'
3997,',6222,',1,'
3179,',6223,2408,1,'
3907,',6223,2408,1,'
4002,',6223,2408,1,'
1577,',6224,',1,'
3173,',6224,',1,'
4138,',6224,',1,'
1578,',6225,2409,1,'
3179,',6225,2409,1,'
4142,',6225,2409,1,'
1575,',6226,2410,1,'
1576,',6227,2410,1,'
1579,',6228,',1,'
3173,',6228,',1,'
4138,',6228,',1,'
1580,',6229,2411,1,'
3179,',6229,2411,1,'
4142,',6229,2411,1,'
2634,',6230,',1,'
3173,',6230,',1,'
3997,',6230,',1,'
2636,',6231,',1,'
3179,',6231,',1,'
4002,',6231,',1,'
1585,',6232,',1,'
3173,',6232,',1,'
4138,',6232,',1,'
1586,',6233,2413,1,'
3179,',6233,2413,1,'
4142,',6233,2413,1,'
1583,',6234,2414,1,'
1584,',6235,2414,1,'
1587,',6236,',1,'
3173,',6236,',1,'
4138,',6236,',1,'
1588,',6237,2415,1,'
3179,',6237,2415,1,'
4142,',6237,2415,1,'
1599,',6238,',1,'
3173,',6238,',1,'
4138,',6238,',1,'
1600,',6239,2416,1,'
3179,',6239,2416,1,'
4142,',6239,2416,1,'
1523,',6240,',1,'
3173,',6240,',1,'
3997,',6240,',1,'
1524,',6241,2417,1,'
3179,',6241,2417,1,'
4002,',6241,2417,1,'
1595,',6242,',1,'
3173,',6242,',1,'
4138,',6242,',1,'
1596,',6243,2418,1,'
3179,',6243,2418,1,'
4142,',6243,2418,1,'
1591,',6244,2419,1,'
1592,',6245,2419,1,'
1601,',6246,',1,'
3173,',6246,',1,'
4138,',6246,',1,'
1602,',6247,2420,1,'
3179,',6247,2420,1,'
4142,',6247,2420,1,'
1603,',6248,',1,'
3173,',6248,',1,'
3997,',6248,',1,'
1604,',6249,2421,1,'
3179,',6249,2421,1,'
4002,',6249,2421,1,'
1597,',6250,',1,'
3173,',6250,',1,'
4138,',6250,',1,'
1598,',6251,2422,1,'
3179,',6251,2422,1,'
4142,',6251,2422,1,'
1593,',6252,2423,1,'
1594,',6253,2423,1,'
1506,',6254,2424,1,'
4123,',6254,2424,1,'
1505,',6255,2425,1,'
4123,',6255,2425,1,'
1507,',6256,2426,1,'
4123,',6256,2426,1,'
2319,',6257,',1,'
2319,',6258,',1,'
1510,',6259,2430,1,'
2818,',6259,2430,1,'
1503,',6260,2431,1,'
2818,',6260,2431,1,'
1514,',6261,2432,1,'
2818,',6261,2432,1,'
1508,',6262,2433,1,'
2331,',6262,2433,1,'
1501,',6263,2434,1,'
2331,',6263,2434,1,'
1509,',6264,2435,1,'
2331,',6264,2435,1,'
1512,',6265,2436,1,'
3186,',6265,2436,1,'
1504,',6266,2437,1,'
3186,',6266,2437,1,'
1513,',6267,2438,1,'
3186,',6267,2438,1,'
1503,',6268,2439,1,'
3173,',6269,',1,'
3809,',6269,',1,'
4127,',6269,',1,'
364,',6270,2443,1,'
4196,',6270,2443,1,'
369,',6271,',1,'
3173,',6271,',1,'
4668,',6271,',1,'
371,',6272,',1,'
3176,',6272,',1,'
4671,',6272,',1,'
373,',6273,2448,1,'
3179,',6273,2448,1,'
4673,',6273,2448,1,'
678,',6274,',1,'
3173,',6274,',1,'
4668,',6274,',1,'
680,',6275,',1,'
3176,',6275,',1,'
4671,',6275,',1,'
681,',6276,2450,1,'
3179,',6276,2450,1,'
4673,',6276,2450,1,'
3173,',6277,',1,'
3997,',6277,',1,'
4249,',6277,',1,'
3179,',6278,2451,1,'
4002,',6278,2451,1,'
4251,',6278,2451,1,'
1699,',6279,',1,'
3173,',6279,',1,'
3997,',6279,',1,'
1700,',6280,2452,1,'
3179,',6280,2452,1,'
4002,',6280,2452,1,'
1707,',6281,',1,'
3173,',6281,',1,'
3997,',6281,',1,'
1708,',6282,2453,1,'
3179,',6282,2453,1,'
4002,',6282,2453,1,'
1693,',6283,',1,'
3173,',6283,',1,'
4138,',6283,',1,'
1694,',6284,2454,1,'
3179,',6284,2454,1,'
4142,',6284,2454,1,'
1695,',6285,2455,1,'
1696,',6286,2455,1,'
1697,',6287,',1,'
3173,',6287,',1,'
4138,',6287,',1,'
1698,',6288,2456,1,'
3179,',6288,2456,1,'
4142,',6288,2456,1,'
1701,',6289,',1,'
3173,',6289,',1,'
4138,',6289,',1,'
1702,',6290,2457,1,'
3179,',6290,2457,1,'
4142,',6290,2457,1,'
1703,',6291,2458,1,'
1704,',6292,2458,1,'
1705,',6293,',1,'
3173,',6293,',1,'
4138,',6293,',1,'
1706,',6294,2459,1,'
3179,',6294,2459,1,'
4142,',6294,2459,1,'
915,',6295,2460,1,'
4196,',6295,2460,1,'
916,',6296,2460,1,'
4198,',6296,2460,1,'
917,',6297,2460,1,'
4199,',6297,2460,1,'
1709,',6298,',1,'
3173,',6298,',1,'
4138,',6298,',1,'
1710,',6299,2461,1,'
3179,',6299,2461,1,'
4142,',6299,2461,1,'
1711,',6300,2462,1,'
1712,',6301,2462,1,'
1713,',6302,',1,'
3173,',6302,',1,'
4138,',6302,',1,'
1714,',6303,2463,1,'
3179,',6303,2463,1,'
4142,',6303,2463,1,'
1715,',6304,',1,'
3182,',6304,',1,'
1699,',6305,',1,'
3182,',6305,',1,'
1707,',6306,',1,'
3182,',6306,',1,'
3173,',6307,',1,'
3474,',6307,',1,'
3997,',6307,',1,'
3179,',6308,2468,1,'
3476,',6308,2468,1,'
4002,',6308,2468,1,'
1717,',6309,',1,'
3173,',6309,',1,'
4138,',6309,',1,'
1718,',6310,2469,1,'
3179,',6310,2469,1,'
4142,',6310,2469,1,'
1719,',6311,2470,1,'
1720,',6312,2470,1,'
1721,',6313,',1,'
3173,',6313,',1,'
4138,',6313,',1,'
1722,',6314,2471,1,'
3179,',6314,2471,1,'
4142,',6314,2471,1,'
3182,',6315,',1,'
4249,',6315,',1,'
1725,',6316,2474,1,'
4200,',6316,2474,1,'
1726,',6317,2474,1,'
4203,',6317,2474,1,'
2230,',6318,2475,1,'
3186,',6318,2475,1,'
2231,',6319,2475,1,'
3189,',6319,2475,1,'
1727,',6320,',1,'
4121,',6320,',1,'
1728,',6321,2477,1,'
4123,',6321,2477,1,'
1729,',6322,2477,1,'
4126,',6322,2477,1,'
3173,',6323,',1,'
4138,',6323,',1,'
4196,',6323,',1,'
5031,',6323,',1,'
3177,',6324,',1,'
4140,',6324,',1,'
4200,',6324,',1,'
5032,',6324,',1,'
1610,',6325,2479,1,'
976,',6326,2483,1,'
3182,',6326,2483,1,'
977,',6327,2483,1,'
3188,',6327,2483,1,'
974,',6328,2484,1,'
3182,',6328,2484,1,'
975,',6329,2484,1,'
3188,',6329,2484,1,'
1195,',6330,',1,'
4940,',6330,',1,'
1196,',6331,2485,1,'
4942,',6331,2485,1,'
1193,',6332,',1,'
4940,',6332,',1,'
1194,',6333,2486,1,'
4942,',6333,2486,1,'
2111,',6334,',1,'
1195,',6335,',1,'
4940,',6335,',1,'
1196,',6336,2488,1,'
4942,',6336,2488,1,'
1193,',6337,',1,'
4940,',6337,',1,'
1194,',6338,2489,1,'
4942,',6338,2489,1,'
25,',6339,',1,'
1054,',6339,',1,'
26,',6340,2490,1,'
1055,',6340,2490,1,'
27,',6341,2490,1,'
1056,',6341,2490,1,'
28,',6342,2490,1,'
1057,',6342,2490,1,'
29,',6343,',1,'
1058,',6343,',1,'
3182,',6344,2491,1,'
4295,',6344,2491,1,'
3188,',6345,',1,'
4298,',6345,',1,'
3182,',6346,',1,'
4302,',6346,',1,'
3182,',6347,2493,1,'
4305,',6347,2493,1,'
3187,',6348,2494,1,'
4315,',6348,2494,1,'
3182,',6349,',1,'
4291,',6349,',1,'
3184,',6350,2495,1,'
4292,',6350,2495,1,'
3188,',6351,2495,1,'
4294,',6351,2495,1,'
718,',6352,2502,1,'
2821,',6352,2502,1,'
4196,',6352,2502,1,'
721,',6353,2502,1,'
2823,',6353,2502,1,'
4202,',6353,2502,1,'
718,',6354,2503,1,'
2821,',6354,2503,1,'
4196,',6354,2503,1,'
721,',6355,2503,1,'
2823,',6355,2503,1,'
4202,',6355,2503,1,'
718,',6356,2504,1,'
2821,',6356,2504,1,'
4196,',6356,2504,1,'
721,',6357,2504,1,'
2823,',6357,2504,1,'
4202,',6357,2504,1,'
718,',6358,2505,1,'
2821,',6358,2505,1,'
4196,',6358,2505,1,'
721,',6359,2505,1,'
2823,',6359,2505,1,'
4202,',6359,2505,1,'
2182,',6360,2506,1,'
3182,',6361,',1,'
4487,',6361,',1,'
3184,',6362,',1,'
4489,',6362,',1,'
3188,',6363,',1,'
4491,',6363,',1,'
1328,',6364,',1,'
4131,',6364,',1,'
1329,',6365,2520,1,'
4134,',6365,2520,1,'
1330,',6366,2520,1,'
4137,',6366,2520,1,'
1852,',6367,',1,'
3173,',6367,',1,'
4138,',6367,',1,'
1853,',6368,2518,1,'
3177,',6368,2518,1,'
4140,',6368,2518,1,'
1854,',6369,2518,1,'
3179,',6369,2518,1,'
4142,',6369,2518,1,'
1855,',6370,2518,1,'
3180,',6370,2518,1,'
4143,',6370,2518,1,'
1856,',6371,',1,'
4131,',6371,',1,'
1857,',6372,2517,1,'
4136,',6372,2517,1,'
2613,',6373,2523,1,'
3634,',6373,2523,1,'
1849,',6374,2528,1,'
4200,',6374,2528,1,'
1851,',6375,2528,1,'
4203,',6375,2528,1,'
752,',6376,2529,1,'
1734,',6376,2529,1,'
2327,',6376,2529,1,'
756,',6377,',1,'
1834,',6377,',1,'
2331,',6377,',1,'
758,',6378,',1,'
1835,',6378,',1,'
2333,',6378,',1,'
759,',6379,',1,'
1836,',6379,',1,'
2334,',6379,',1,'
1841,',6380,2530,1,'
2331,',6380,2530,1,'
1842,',6381,2530,1,'
2334,',6381,2530,1,'
1846,',6382,2531,1,'
3186,',6382,2531,1,'
1847,',6383,2531,1,'
3189,',6383,2531,1,'
1837,',6384,',1,'
4121,',6384,',1,'
1838,',6385,2532,1,'
4123,',6385,2532,1,'
1839,',6386,2532,1,'
4126,',6386,2532,1,'
1843,',6387,',1,'
3182,',6387,',1,'
1844,',6388,2533,1,'
3186,',6388,2533,1,'
1845,',6389,2533,1,'
3189,',6389,2533,1,'
1818,',6390,',1,'
4121,',6390,',1,'
1819,',6391,2534,1,'
4123,',6391,2534,1,'
1820,',6392,2534,1,'
4126,',6392,2534,1,'
1830,',6393,2535,1,'
4200,',6393,2535,1,'
1832,',6394,2535,1,'
4203,',6394,2535,1,'
1822,',6395,2536,1,'
2331,',6395,2536,1,'
1823,',6396,2536,1,'
2334,',6396,2536,1,'
1824,',6397,',1,'
3182,',6397,',1,'
1825,',6398,2537,1,'
3186,',6398,2537,1,'
1826,',6399,2537,1,'
3189,',6399,2537,1,'
1827,',6400,2538,1,'
3186,',6400,2538,1,'
1828,',6401,2538,1,'
3189,',6401,2538,1,'
752,',6402,2539,1,'
1833,',6402,2539,1,'
2327,',6402,2539,1,'
756,',6403,2539,1,'
1834,',6403,2539,1,'
2331,',6403,2539,1,'
758,',6404,2539,1,'
1835,',6404,2539,1,'
2333,',6404,2539,1,'
759,',6405,2539,1,'
1836,',6405,2539,1,'
2334,',6405,2539,1,'
4127,',6406,',1,'
4811,',6406,',1,'
4128,',6407,',1,'
4812,',6407,',1,'
4129,',6408,',1,'
4813,',6408,',1,'
2816,',6409,',1,'
3173,',6409,',1,'
4127,',6409,',1,'
957,',6410,',1,'
3182,',6410,',1,'
1167,',6411,2546,1,'
3182,',6411,2546,1,'
4196,',6411,2546,1,'
1168,',6412,2546,1,'
3183,',6412,2546,1,'
4197,',6412,2546,1,'
1169,',6413,2546,1,'
3189,',6413,2546,1,'
4203,',6413,2546,1,'
2201,',6414,',1,'
3173,',6414,',1,'
2202,',6415,',1,'
3179,',6415,',1,'
2655,',6416,2550,1,'
2857,',6416,2550,1,'
626,',6417,',1,'
3182,',6417,',1,'
1964,',6418,',1,'
3182,',6418,',1,'
1965,',6419,',1,'
3183,',6419,',1,'
1966,',6420,',1,'
3185,',6420,',1,'
1793,',6421,2555,1,'
2331,',6421,2555,1,'
1796,',6422,2556,1,'
2331,',6422,2556,1,'
1803,',6423,2557,1,'
4200,',6423,2557,1,'
1802,',6424,2558,1,'
3186,',6424,2558,1,'
1791,',6425,2559,1,'
4123,',6425,2559,1,'
1795,',6426,2560,1,'
2331,',6426,2560,1,'
1800,',6427,2561,1,'
4200,',6427,2561,1,'
1799,',6428,2562,1,'
3186,',6428,2562,1,'
1801,',6429,2563,1,'
3177,',6429,2563,1,'
4140,',6429,2563,1,'
1798,',6430,2564,1,'
3177,',6430,2564,1,'
4140,',6430,2564,1,'
1790,',6431,2565,1,'
4123,',6431,2565,1,'
1810,',6432,2566,1,'
2331,',6432,2566,1,'
1814,',6433,2567,1,'
4200,',6433,2567,1,'
1807,',6434,2568,1,'
2331,',6434,2568,1,'
1817,',6435,2569,1,'
4200,',6435,2569,1,'
1816,',6436,2570,1,'
3186,',6436,2570,1,'
1805,',6437,2571,1,'
4123,',6437,2571,1,'
1809,',6438,2572,1,'
2331,',6438,2572,1,'
1813,',6439,2573,1,'
3186,',6439,2573,1,'
1804,',6440,2574,1,'
4123,',6440,2574,1,'
1815,',6441,2575,1,'
3177,',6441,2575,1,'
4140,',6441,2575,1,'
1812,',6442,2576,1,'
3177,',6442,2576,1,'
4140,',6442,2576,1,'
737,',6443,2578,1,'
1863,',6443,2578,1,'
4196,',6443,2578,1,'
1864,',6444,',1,'
3173,',6444,',1,'
3898,',6445,2580,1,'
4196,',6445,2580,1,'
2147,',6446,',1,'
3173,',6446,',1,'
863,',6447,2582,1,'
3182,',6447,2582,1,'
2147,',6448,2583,1,'
4196,',6448,2583,1,'
1183,',6449,2584,1,'
1862,',6450,2585,1,'
1862,',6451,2586,1,'
2148,',6452,',1,'
2148,',6453,',1,'
909,',6454,2592,1,'
910,',6455,2592,1,'
4465,',6456,2593,1,'
1612,',6457,2594,1,'
1638,',6458,',1,'
3173,',6458,',1,'
4127,',6458,',1,'
1639,',6459,2601,1,'
3177,',6459,2601,1,'
4128,',6459,2601,1,'
1641,',6460,2601,1,'
3180,',6460,2601,1,'
4130,',6460,2601,1,'
1631,',6461,2602,1,'
2003,',6462,',1,'
3173,',6462,',1,'
4138,',6462,',1,'
2004,',6463,2604,1,'
3177,',6463,2604,1,'
4140,',6463,2604,1,'
2005,',6464,2604,1,'
3180,',6464,2604,1,'
4143,',6464,2604,1,'
1632,',6465,',1,'
3173,',6465,',1,'
4138,',6465,',1,'
4196,',6465,',1,'
1634,',6466,',1,'
3179,',6466,',1,'
4142,',6466,',1,'
4202,',6466,',1,'
2006,',6467,',1,'
3173,',6467,',1,'
4138,',6467,',1,'
4196,',6467,',1,'
2007,',6468,2606,1,'
3179,',6468,2606,1,'
4142,',6468,2606,1,'
4202,',6468,2606,1,'
1636,',6469,',1,'
3173,',6469,',1,'
4138,',6469,',1,'
4196,',6469,',1,'
1637,',6470,2607,1,'
3179,',6470,2607,1,'
4142,',6470,2607,1,'
4202,',6470,2607,1,'
2008,',6471,',1,'
2155,',6472,',1,'
3173,',6472,',1,'
2156,',6473,',1,'
3179,',6473,',1,'
2015,',6474,2613,1,'
2331,',6474,2613,1,'
2016,',6475,2613,1,'
2334,',6475,2613,1,'
2017,',6476,',1,'
3182,',6476,',1,'
2018,',6477,2614,1,'
3186,',6477,2614,1,'
2019,',6478,2614,1,'
3189,',6478,2614,1,'
2024,',6479,2615,1,'
4200,',6479,2615,1,'
2026,',6480,2615,1,'
4203,',6480,2615,1,'
752,',6481,2616,1,'
1631,',6481,2616,1,'
2327,',6481,2616,1,'
756,',6482,',1,'
1633,',6482,',1,'
2331,',6482,',1,'
758,',6483,',1,'
1634,',6483,',1,'
2333,',6483,',1,'
759,',6484,',1,'
1635,',6484,',1,'
2334,',6484,',1,'
2027,',6485,2617,1,'
3186,',6485,2617,1,'
2028,',6486,2617,1,'
3189,',6486,2617,1,'
2029,',6487,',1,'
4121,',6487,',1,'
2030,',6488,2618,1,'
4123,',6488,2618,1,'
2031,',6489,2618,1,'
4126,',6489,2618,1,'
1871,',6491,',1,'
737,',6492,2621,1,'
1872,',6492,2621,1,'
4196,',6492,2621,1,'
1988,',6494,',1,'
737,',6495,2624,1,'
1987,',6495,2624,1,'
4196,',6495,2624,1,'
1991,',6497,',1,'
737,',6498,2627,1,'
1989,',6498,2627,1,'
4196,',6498,2627,1,'
1870,',6500,',1,'
737,',6501,2630,1,'
1875,',6501,2630,1,'
4196,',6501,2630,1,'
763,',6502,',1,'
3173,',6502,',1,'
4138,',6502,',1,'
4196,',6502,',1,'
765,',6503,2633,1,'
3179,',6503,2633,1,'
4142,',6503,2633,1,'
4202,',6503,2633,1,'
2179,',6504,2637,1,'
3851,',6505,',1,'
4131,',6505,',1,'
3853,',6506,',1,'
4134,',6506,',1,'
3856,',6507,',1,'
4137,',6507,',1,'
864,',6508,',1,'
3173,',6508,',1,'
4138,',6508,',1,'
4196,',6508,',1,'
867,',6509,2642,1,'
3179,',6509,2642,1,'
4142,',6509,2642,1,'
4202,',6509,2642,1,'
4196,',6510,',1,'
4201,',6511,',1,'
864,',6512,',1,'
4131,',6512,',1,'
865,',6513,2644,1,'
4134,',6513,2644,1,'
868,',6514,2644,1,'
4137,',6514,2644,1,'
3188,',6515,',1,'
4907,',6515,',1,'
1337,',6516,2653,1,'
4196,',6516,2653,1,'
1338,',6517,2653,1,'
4201,',6517,2653,1,'
2150,',6518,2654,1,'
1337,',6519,2656,1,'
4196,',6519,2656,1,'
1338,',6520,2656,1,'
4201,',6520,2656,1,'
1339,',6521,2656,1,'
4202,',6521,2656,1,'
1340,',6522,2656,1,'
4203,',6522,2656,1,'
2158,',6523,',1,'
2157,',6524,2659,1,'
3182,',6524,2659,1,'
2157,',6525,2660,1,'
3182,',6525,2660,1,'
2150,',6526,',1,'
2167,',6527,2662,1,'
3182,',6527,2662,1,'
2157,',6528,2663,1,'
3153,',6528,2663,1,'
2169,',6529,2664,1,'
2170,',6530,2664,1,'
2159,',6531,2666,1,'
4201,',6531,2666,1,'
2160,',6532,2666,1,'
4202,',6532,2666,1,'
2187,',6533,2667,1,'
3182,',6533,2667,1,'
2183,',6534,2668,1,'
3182,',6534,2668,1,'
2185,',6535,2668,1,'
3188,',6535,2668,1,'
2186,',6536,2668,1,'
3189,',6536,2668,1,'
2183,',6537,2669,1,'
3182,',6537,2669,1,'
2185,',6538,2669,1,'
3188,',6538,2669,1,'
2186,',6539,2669,1,'
3189,',6539,2669,1,'
2165,',6540,',1,'
4131,',6540,',1,'
2166,',6541,2670,1,'
4137,',6541,2670,1,'
2171,',6542,2671,1,'
4196,',6542,2671,1,'
2172,',6543,2671,1,'
4201,',6543,2671,1,'
2162,',6544,',1,'
3173,',6544,',1,'
4138,',6544,',1,'
4196,',6544,',1,'
2163,',6545,2674,1,'
3179,',6545,2674,1,'
4142,',6545,2674,1,'
4202,',6545,2674,1,'
661,',6546,',1,'
856,',6546,',1,'
662,',6547,2679,1,'
857,',6547,2679,1,'
664,',6548,2679,1,'
858,',6548,2679,1,'
4196,',6549,',1,'
4201,',6550,',1,'
4202,',6551,',1,'
3173,',6552,',1,'
3851,',6552,',1,'
4138,',6552,',1,'
4196,',6552,',1,'
3179,',6553,',1,'
3855,',6553,',1,'
4142,',6553,',1,'
4202,',6553,',1,'
937,',6554,',1,'
3173,',6554,',1,'
872,',6555,',1,'
3173,',6555,',1,'
4138,',6555,',1,'
4196,',6555,',1,'
876,',6556,2686,1,'
3179,',6556,2686,1,'
4142,',6556,2686,1,'
4202,',6556,2686,1,'
872,',6557,2687,1,'
3182,',6557,2687,1,'
876,',6558,2687,1,'
3188,',6558,2687,1,'
877,',6559,2687,1,'
3189,',6559,2687,1,'
911,',6560,2688,1,'
912,',6561,2688,1,'
913,',6562,2688,1,'
914,',6563,2688,1,'
872,',6564,2689,1,'
3153,',6564,2689,1,'
874,',6565,2689,1,'
3155,',6565,2689,1,'
876,',6566,2689,1,'
3156,',6566,2689,1,'
877,',6567,2689,1,'
3157,',6567,2689,1,'
1065,',6568,',1,'
3173,',6568,',1,'
4138,',6568,',1,'
4196,',6568,',1,'
1067,',6569,2690,1,'
3179,',6569,2690,1,'
4142,',6569,2690,1,'
4202,',6569,2690,1,'
4467,',6570,2691,1,'
4196,',6571,',1,'
4200,',6572,',1,'
4201,',6573,',1,'
4202,',6574,',1,'
4203,',6575,',1,'
4196,',6576,',1,'
4200,',6577,',1,'
4203,',6578,',1,'
2086,',6579,2696,1,'
3153,',6579,2696,1,'
2087,',6580,2696,1,'
3155,',6580,2696,1,'
2088,',6581,2696,1,'
3156,',6581,2696,1,'
908,',6582,2697,1,'
3153,',6582,2697,1,'
909,',6583,2697,1,'
3155,',6583,2697,1,'
910,',6584,2697,1,'
3156,',6584,2697,1,'
1612,',6585,2698,1,'
3153,',6585,2698,1,'
1613,',6586,2698,1,'
3155,',6586,2698,1,'
1614,',6587,2698,1,'
3156,',6587,2698,1,'
4467,',6588,',1,'
2095,',6589,',1,'
3173,',6589,',1,'
4138,',6589,',1,'
2089,',6590,',1,'
3173,',6590,',1,'
4138,',6590,',1,'
3180,',6591,2702,1,'
3868,',6591,2702,1,'
4143,',6591,2702,1,'
4203,',6591,2702,1,'
845,',6592,2703,1,'
4126,',6592,2703,1,'
2037,',6593,',1,'
3189,',6593,',1,'
4126,',6593,',1,'
3153,',6594,2706,1,'
3447,',6594,2706,1,'
906,',6595,2706,1,'
3155,',6595,2706,1,'
907,',6596,2706,1,'
3156,',6596,2706,1,'
3445,',6597,2708,1,'
3153,',6598,2709,1,'
3445,',6598,2709,1,'
861,',6599,2709,1,'
3155,',6599,2709,1,'
862,',6600,2709,1,'
3156,',6600,2709,1,'
2050,',6601,2711,1,'
2331,',6601,2711,1,'
2051,',6602,2711,1,'
2334,',6602,2711,1,'
2052,',6603,',1,'
3182,',6603,',1,'
2053,',6604,2712,1,'
3186,',6604,2712,1,'
2054,',6605,2712,1,'
3189,',6605,2712,1,'
2046,',6606,2713,1,'
4200,',6606,2713,1,'
2048,',6607,2713,1,'
4203,',6607,2713,1,'
752,',6608,2714,1,'
1200,',6608,2714,1,'
2327,',6608,2714,1,'
756,',6609,2714,1,'
1201,',6609,2714,1,'
2331,',6609,2714,1,'
758,',6610,2714,1,'
1202,',6610,2714,1,'
2333,',6610,2714,1,'
759,',6611,2714,1,'
1203,',6611,2714,1,'
2334,',6611,2714,1,'
2058,',6612,2715,1,'
3186,',6612,2715,1,'
2059,',6613,2715,1,'
3189,',6613,2715,1,'
2060,',6614,',1,'
4121,',6614,',1,'
2061,',6615,2716,1,'
4123,',6615,2716,1,'
2062,',6616,2716,1,'
4126,',6616,2716,1,'
3453,',6617,2717,1,'
3447,',6618,2718,1,'
3455,',6619,2719,1,'
4468,',6620,2720,1,'
2078,',6621,',1,'
1334,',6622,',1,'
1335,',6623,',1,'
2064,',6624,2724,1,'
3180,',6624,2724,1,'
4130,',6624,2724,1,'
2069,',6625,2725,1,'
3180,',6625,2725,1,'
4130,',6625,2725,1,'
2063,',6626,2726,1,'
3189,',6626,2726,1,'
2064,',6627,2727,1,'
2334,',6627,2727,1,'
2065,',6628,2728,1,'
4203,',6628,2728,1,'
759,',6629,2729,1,'
2038,',6629,2729,1,'
2334,',6629,2729,1,'
2066,',6630,2730,1,'
3189,',6630,2730,1,'
2063,',6631,2732,1,'
4203,',6631,2732,1,'
2070,',6632,2733,1,'
3180,',6632,2733,1,'
4143,',6632,2733,1,'
2075,',6633,2734,1,'
2073,',6634,2735,1,'
3189,',6634,2735,1,'
2076,',6635,2738,1,'
3189,',6635,2738,1,'
2081,',6636,2739,1,'
2082,',6637,2739,1,'
1859,',6638,',1,'
3173,',6638,',1,'
4138,',6638,',1,'
1860,',6639,2745,1,'
3177,',6639,2745,1,'
