reaction2enzyme_id,reaction_id,enzyme_id
1178,2905,463
1179,2906,463
1180,2915,608
1181,2918,501
1182,2919,501
1183,2920,501
1184,2921,501
1185,2922,630
1186,2923,81
1187,2924,744
1188,2929,498
1189,2930,498
1190,2931,498
1191,2932,498
1192,2933,498
1193,2934,236
1194,2935,174
1195,2940,175
1196,2942,608
1197,2943,608
1198,2944,622
1199,2945,622
1200,2950,425
1201,2951,212
1202,2952,212
1203,2954,372
1204,2955,56
1205,2956,707
1206,2957,707
1207,2958,708
1208,2959,700
1209,2960,709
1210,2962,461
1211,2963,461
1212,2964,476
1213,2965,476
1214,2966,711
1215,2967,712
1216,2968,479
1217,2969,438
1218,2970,103
1219,2971,103
1220,2972,239
1221,2973,177
1222,2979,367
1223,2980,367
1224,2982,96
1225,2983,620
1226,2984,79
1227,2987,493
1228,2988,493
1229,2996,406
1230,2998,406
1231,2999,385
1232,3000,385
1233,3002,482
1234,3003,482
1235,3004,496
1236,3005,496
1237,3006,406
1238,3007,406
1239,3009,406
1240,3010,406
1241,3016,382
1242,3017,382
1243,3018,301
1244,3019,379
1245,3020,379
1246,3021,379
1247,3022,405
1248,3023,405
1249,3026,499
1250,3027,499
1251,3035,462
1252,3036,462
1253,3038,716
1254,3039,416
1255,3040,604
1256,3041,604
1257,3045,553
1258,3048,396
1259,3050,592
1260,3052,592
1261,3053,592
1262,3054,592
1263,3055,592
1264,3056,483
1265,3059,651
1266,3060,626
1267,3061,746
1268,3062,164
1269,3064,23
1270,3065,23
1271,3068,715
1272,3072,69
1273,3074,156
1274,3078,63
1275,3079,63
1276,3081,449
1277,3089,80
1278,3090,193
1279,3091,193
1280,3108,647
1281,3109,647
1282,3113,632
1283,3114,366
1284,3117,481
1285,3118,442
1286,3119,442
1287,3120,442
1288,3121,245
1289,3129,663
1290,3130,663
1291,3132,256
1292,3133,175
1293,3134,553
1294,3135,553
1295,3136,553
1296,3137,553
1297,3138,553
1298,3139,553
1299,3140,553
1300,3142,174
1301,3147,137
1302,3154,127
1303,3155,177
1304,3156,327
1305,3166,693
1306,3167,693
1307,3174,399
1308,3176,4
1309,3177,4
1310,3178,4
1311,3179,4
1312,3180,4
1313,3181,4
1314,3182,4
1315,3183,261
1316,3193,694
1317,3194,694
1318,3195,694
1319,3208,201
1320,3209,201
1321,3210,201
1322,3211,201
1323,3212,389
1324,3213,682
1325,3214,698
1326,3223,245
1327,3227,245
1328,3231,245
1329,3237,335
1330,3238,336
1331,3239,335
1332,3240,335
1333,3241,333
1334,3249,505
1335,3250,505
1336,3251,505
1337,3252,508
1338,3253,508
1339,3254,450
1340,3255,450
1341,3256,450
1342,3257,507
1343,3258,507
1344,3259,507
1345,3260,452
1346,3261,452
1347,3262,452
1348,3263,452
1349,3264,452
1350,3265,452
1351,3266,504
1352,3267,504
1353,3268,504
1354,3269,504
1355,3270,504
1356,3280,448
1357,3282,448
1358,3283,448
1359,3284,448
1360,3285,448
1361,3286,448
1362,3296,510
1363,3297,506
1364,3298,506
1365,3299,506
1366,3300,506
1367,3301,506
1368,3302,506
1369,3303,506
1370,3304,506
1371,3305,506
1372,3306,506
1373,3307,506
1374,3308,506
1375,3309,510
1376,3310,506
1377,3311,506
1378,3312,510
1379,3313,506
1380,3314,506
1381,3315,506
1382,3316,510
1383,3317,510
1384,3318,510
1385,3319,510
1386,3320,510
1387,3321,510
1388,3322,185
1389,3323,176
1390,3324,434
1391,3325,222
1392,3326,222
1393,3327,223
1394,3328,187
1395,3332,191
1396,3335,7
1397,3336,23
1398,3341,541
1399,3344,434
1400,3345,674
1401,3347,673
1402,3348,650
1403,3349,351
1404,3350,443
1405,3363,254
1406,3368,466
1407,3371,636
1408,3372,636
1409,3373,519
1410,3374,519
1411,3375,519
1412,3376,519
1413,3377,519
1414,3378,335
1415,3379,339
1416,3380,339
1417,3381,339
1418,3384,31
1419,3385,38
1420,3411,192
1421,3412,342
1422,3413,110
1423,3414,110
1424,3415,110
1425,3416,110
1426,3417,110
1427,3418,11
1428,3419,346
1429,3420,11
1430,3421,363
1431,3422,108
1432,3423,345
1433,3424,165
1434,3425,165
1435,3426,73
1436,3427,265
1437,3428,220
1438,3433,335
1439,3434,336
1440,3437,337
1441,3438,337
1442,3439,337
1443,3440,337
1444,3441,337
1445,3442,337
1446,3443,337
1447,3444,337
1448,3447,338
1449,3448,338
1450,3449,338
1451,3450,338
1452,3451,338
1453,3452,338
1454,3453,338
1455,3454,338
1456,3456,245
1457,3460,509
1458,3461,509
1459,3462,509
1460,3463,509
1461,3467,159
1462,3468,729
1463,3469,730
1464,3470,526
1465,3472,647
1466,3473,647
1467,3475,100
1468,3478,234
1469,3491,594
1470,3492,683
1471,3493,6
1472,3494,654
1473,3495,594
1474,3499,245
1475,3504,245
1476,3509,245
1477,3513,660
1478,3515,194
1479,3526,599
1480,3532,667
1481,3536,662
1482,3545,63
1483,3546,233
1484,3547,233
1485,3548,132
1486,3550,388
1487,3552,330
1488,3553,421
1489,3554,219
1490,3555,82
1491,3558,245
1492,3563,695
1493,3564,205
1494,3565,205
1495,3566,205
1496,3567,205
1497,3568,527
1498,3569,527
1499,3571,446
1500,3574,392
1501,3575,98
1502,3576,66
1503,3579,173
1504,3584,449
1505,3585,449
1506,3589,245
1507,3594,710
1508,3596,446
1509,3597,97
1510,3599,620
1511,3600,100
1512,3601,100
1513,3602,175
1514,3605,364
1515,3606,364
1516,3607,684
1517,3608,688
1518,3610,430
1519,3612,277
1520,3613,277
1521,3615,687
1522,3616,687
1523,3618,25
1524,3623,625
1525,3625,607
1526,3629,304
1527,3632,319
1528,3634,423
1529,3635,297
1530,3636,297
1531,3637,297
1532,3638,297
1533,3639,297
1534,3640,297
1535,3641,297
1536,3642,297
1537,3643,297
1538,3644,297
1539,3645,297
1540,3647,415
1541,3648,415
1542,3649,415
1543,3650,415
1544,3651,415
1545,3652,415
1546,3653,415
1547,3654,415
1548,3655,415
1549,3656,415
1550,3657,415
1551,3658,415
1552,3660,415
1553,3661,415
1554,3664,659
1555,3665,627
1556,3666,571
1557,3675,400
1558,3681,457
1559,3683,245
1560,3689,362
1561,3690,362
1562,3701,731
1563,3702,731
1564,3703,731
1565,3704,731
1566,3709,21
1567,3711,21
1568,3712,21
1569,3730,386
1570,3732,54
1571,3733,328
1572,3736,2
1573,3774,592
1574,3775,62
1575,3776,536
1576,3777,111
1577,3778,204
1578,3779,204
1579,3780,195
1580,3781,87
1581,3782,205
1582,3783,603
1583,3784,390
1584,3785,739
1585,3786,486
1586,3787,331
1587,3788,134
1588,3789,666
1589,3790,465
1590,3791,720
1591,3792,177
1592,3793,356
1593,3794,41
1594,3795,41
1595,3796,41
1596,3797,568
1597,3798,568
1598,3799,602
1599,3800,720
1600,3801,684
1601,3802,596
1602,3803,585
1603,3804,585
1604,3805,398
1605,3806,569
1606,3807,546
1607,3808,546
1608,3809,603
1609,3810,206
1610,3811,87
1611,3812,603
1612,3813,398
1613,3814,354
1614,3815,354
1615,3816,365
1616,3817,140
1617,3818,398
1618,3819,596
1619,3820,345
1620,3821,28
1621,3822,121
1622,3823,117
1623,3824,603
1624,3825,664
1625,3826,375
1626,3827,673
1627,3828,248
1628,3829,52
1629,3830,59
1630,3831,424
1631,3832,650
1632,3833,724
1633,3834,724
1634,3835,181
1635,3836,181
1636,3837,423
1637,3838,143
1638,3839,573
1639,3840,473
1640,3841,49
1641,3842,49
1642,3843,698
1643,3844,403
1644,3845,101
1645,3846,101
1646,3847,200
1647,3848,398
1648,3849,175
1649,3850,732
1650,3851,242
1651,3852,225
1652,3853,737
1653,3854,470
1654,3855,150
1655,3856,164
1656,3857,727
1657,3858,653
1658,3861,723
1659,3862,143
1660,3863,143
1661,3864,395
1662,3865,395
1663,3866,414
1664,3867,371
1665,3868,371
1666,3869,371
1667,3870,371
1668,3871,371
1669,3872,371
1670,3873,371
1671,3874,371
1672,3875,47
1673,3876,497
1674,3877,441
1675,3878,409
1676,3879,523
1677,3880,202
1678,3881,139
1679,3882,140
1680,3883,141
1681,3884,141
1682,3885,174
1683,3886,57
1684,3887,514
1685,3888,325
1686,3889,124
1687,3890,124
1688,3891,112
1689,3892,113
1690,3893,182
1691,3894,96
1692,3895,101
1693,3896,11
1694,3897,98
1695,3898,634
1696,3899,375
1697,3900,375
1698,3901,596
1699,3902,398
1700,3903,41
1701,3904,41
1702,3905,41
1703,3906,41
1704,3907,652
1705,3908,245
1706,3909,245
1707,3910,245
1708,3911,245
1709,3912,245
1710,3913,245
1711,3914,245
1712,3915,245
1713,3916,245
1714,3917,245
1715,3918,245
1716,3919,245
1717,3920,245
1718,3921,245
1719,3922,360
1720,3923,140
1721,3924,376
1722,3925,270
1723,3926,124
1724,3927,732
1725,3928,547
1726,3929,114
1727,3930,114
1728,3931,114
1729,3932,114
1730,3933,209
1731,3934,358
1732,3935,36
1733,3936,603
1734,3937,600
1735,3938,112
1736,3939,113
1737,3940,158
1738,3941,102
1739,3942,102
1740,3943,181
1741,3944,181
1742,3945,248
1743,3946,225
1744,3947,736
1745,3948,186
1746,3949,570
1747,3950,400
1748,3951,636
1749,3952,67
1750,3953,167
1751,3954,135
1752,3955,135
1753,3956,135
1754,3957,135
1755,3958,124
1756,3959,136
1757,3960,136
1758,3961,236
1759,3962,258
1760,3963,258
1761,3964,123
1762,3965,137
1763,3966,163
1764,3967,243
1765,3968,269
1766,3969,715
1767,3970,468
1768,3971,731
1769,3972,345
1770,3973,396
1771,3974,396
1772,3975,621
1773,3976,607
1774,3977,484
1775,3978,432
1776,3979,607
1777,3980,125
1778,3981,445
1779,3982,471
1780,3983,697
1781,3984,161
1782,3985,243
1783,3986,375
1784,3987,375
1785,3988,626
1786,3989,178
1787,3990,178
1788,3991,178
1789,3992,178
1790,3993,140
1791,3994,130
1792,3995,12
1793,3996,523
1794,3997,259
1795,3998,259
1796,3999,150
1797,4000,242
1798,4001,238
1799,4002,238
1800,4003,150
1801,4004,242
1802,4005,268
1803,4006,124
1804,4007,124
1805,4008,137
1806,4009,126
1807,4011,268
1808,4012,268
1809,4013,731
1810,4014,731
1811,4015,150
1812,4016,242
1813,4017,160
1814,4018,243
1815,4019,647
1816,4020,647
1817,4021,735
1818,4022,436
1819,4023,647
1820,4024,141
1821,4025,734
1822,4026,14
1823,4027,26
1824,4028,263
1825,4029,396
1826,4030,396
1827,4031,263
1828,4032,231
1829,4033,164
1830,4034,177
1831,4035,124
1832,4036,263
1833,4037,263
1834,4038,263
1835,4039,263
1836,4040,263
1837,4041,263
1838,4042,263
1839,4043,242
1840,4044,263
1841,4045,263
1842,4046,157
1843,4047,473
1844,4048,585
1845,4049,585
1846,4050,263
1847,4051,263
1848,4052,37
1849,4053,37
1850,4054,647
1851,4055,647
1852,4056,37
1853,4057,37
1854,4058,647
1855,4059,647
1856,4060,37
1857,4061,37
1858,4062,242
1859,4063,37
1860,4064,37
1861,4065,647
1862,4066,647
1863,4067,24
1864,4068,647
1865,4069,242
1866,4070,37
1867,4071,647
1868,4072,150
1869,4073,523
1870,4074,1
1871,4075,83
1872,4076,37
1873,4077,645
1874,4078,46
1875,4079,46
1876,4080,135
1877,4081,135
1878,4082,135
1879,4083,135
1880,4084,135
1881,4085,135
1882,4086,124
1883,4087,263
1884,4088,263
1885,4089,263
1886,4090,263
1887,4091,263
1888,4092,263
1889,4093,263
1890,4094,263
1891,4095,263
1892,4096,263
1893,4097,263
1894,4098,263
1895,4099,263
1896,4100,263
1897,4101,627
1898,4102,585
1899,4103,585
1900,4104,585
1901,4105,585
1902,4106,471
1903,4107,151
1904,4108,89
1905,4109,30
1906,4110,152
1907,4111,10
1908,4112,636
1909,4113,483
1910,4114,209
1911,4115,209
1912,4116,150
1913,4117,179
1914,4118,179
