1,[],10FTHF5GLUtl,NULL,in,NULL,TRUE,1
2,[],10FTHF5GLUtl,NULL,out,NULL,TRUE,1
3,[],10FTHF5GLUtm,NULL,in,NULL,TRUE,1
4,[],10FTHF5GLUtm,NULL,out,NULL,TRUE,1
5,[],10FTHF6GLUtl,NULL,in,NULL,TRUE,1
6,[],10FTHF6GLUtl,NULL,out,NULL,TRUE,1
7,[],10FTHF6GLUtm,NULL,in,NULL,TRUE,1
8,[],10FTHF6GLUtm,NULL,out,NULL,TRUE,1
9,[],10FTHF7GLUtl,NULL,in,NULL,TRUE,1
10,[],10FTHF7GLUtl,NULL,out,NULL,TRUE,1
11,[],10FTHF7GLUtm,NULL,in,NULL,TRUE,1
12,[],10FTHF7GLUtm,NULL,out,NULL,TRUE,1
13,C00234,10FTHFtl,NULL,in,NULL,TRUE,1
14,C00234,10FTHFtl,NULL,out,NULL,TRUE,1
15,C00234,10FTHFtm,NULL,in,NULL,TRUE,1
16,C00234,10FTHFtm,NULL,out,NULL,TRUE,1
17,C05488,11DOCRTSLtm,NULL,in,NULL,TRUE,1
18,C05488,11DOCRTSLtm,NULL,out,NULL,TRUE,1
19,C05488,11DOCRTSLtr,NULL,in,NULL,TRUE,1
20,C05488,11DOCRTSLtr,NULL,out,NULL,TRUE,1
21,C03205,11DOCRTSTRNtm,NULL,in,NULL,TRUE,1
22,C03205,11DOCRTSTRNtm,NULL,out,NULL,TRUE,1
23,C03205,11DOCRTSTRNtr,NULL,in,NULL,TRUE,1
24,C03205,11DOCRTSTRNtr,NULL,out,NULL,TRUE,1
25,[],24_25DHVITD2t,NULL,in,NULL,TRUE,1
26,[],24_25DHVITD2t,NULL,out,NULL,TRUE,1
27,[],24_25DHVITD2tm,NULL,in,NULL,TRUE,1
28,[],24_25DHVITD2tm,NULL,out,NULL,TRUE,1
29,C07712,24_25DHVITD3t,NULL,in,NULL,TRUE,1
30,C07712,24_25DHVITD3t,NULL,out,NULL,TRUE,1
31,C07712,24_25DHVITD3tm,NULL,in,NULL,TRUE,1
32,C07712,24_25DHVITD3tm,NULL,out,NULL,TRUE,1
33,C02235,24NPHte,NULL,in,NULL,TRUE,1
34,C02235,24NPHte,NULL,out,NULL,TRUE,1
35,[],25HVITD2t,NULL,in,NULL,TRUE,1
36,[],25HVITD2t,NULL,out,NULL,TRUE,1
37,[],25HVITD2tin,NULL,in,NULL,TRUE,1
38,[],25HVITD2tin,NULL,out,NULL,TRUE,1
39,[],25HVITD2tin_m,NULL,in,NULL,TRUE,1
40,[],25HVITD2tin_m,NULL,out,NULL,TRUE,1
41,[],25HVITD2tm,NULL,in,NULL,TRUE,1
42,[],25HVITD2tm,NULL,out,NULL,TRUE,1
43,C01561,25HVITD3t,NULL,in,NULL,TRUE,1
44,C01561,25HVITD3t,NULL,out,NULL,TRUE,1
45,C01561,25HVITD3tin,NULL,in,NULL,TRUE,1
46,C01561,25HVITD3tin,NULL,out,NULL,TRUE,1
47,C01561,25HVITD3tin_m,NULL,in,NULL,TRUE,1
48,C01561,25HVITD3tin_m,NULL,out,NULL,TRUE,1
49,C01561,25HVITD3tm,NULL,in,NULL,TRUE,1
50,C01561,25HVITD3tm,NULL,out,NULL,TRUE,1
51,C00956,2AMADPTm,NULL,in,NULL,TRUE,1
52,C00026,2AMADPTm,NULL,in,NULL,TRUE,1
53,C00956,2AMADPTm,NULL,out,NULL,TRUE,1
54,C00026,2AMADPTm,NULL,out,NULL,TRUE,1
55,C05984,2HBt2,0,in,6566,TRUE,1
56,C00282,2HBt2,0,in,6566,TRUE,1
57,C00282,2HBt2,0,out,6566,TRUE,1
58,C05984,2HBt2,0,out,6566,TRUE,1
59,C00288,2HCO3_NAt,NULL,in,NULL,TRUE,1
60,C01330,2HCO3_NAt,0,in,57835,TRUE,1
61,C00288,2HCO3_NAt,NULL,out,NULL,TRUE,1
62,C01330,2HCO3_NAt,0,out,57835,TRUE,1
63,[],2MCITt,NULL,in,NULL,TRUE,1
64,[],2MCITt,NULL,out,NULL,TRUE,1
65,C00026,2OXOADPTm,NULL,in,NULL,TRUE,1
66,C00322,2OXOADPTm,NULL,in,NULL,TRUE,1
67,C00026,2OXOADPTm,NULL,out,NULL,TRUE,1
68,C00322,2OXOADPTm,NULL,out,NULL,TRUE,1
69,C05576,34DHOXPEGt,NULL,in,NULL,TRUE,1
70,C05576,34DHOXPEGt,NULL,out,NULL,TRUE,1
71,C00355,34DHPHEt,NULL,in,NULL,TRUE,1
72,C00355,34DHPHEt,NULL,out,NULL,TRUE,1
73,C00942,35CGMPtn,NULL,in,NULL,TRUE,1
74,C00942,35CGMPtn,NULL,out,NULL,TRUE,1
75,C03284,3AIBt,NULL,in,NULL,TRUE,1
76,C03284,3AIBt,NULL,out,NULL,TRUE,1
77,C03284,3AIBtm,0,in,18,TRUE,1
78,C03284,3AIBtm,0,out,18,TRUE,1
79,C05828,3MLDAt,NULL,in,NULL,TRUE,1
80,C05828,3MLDAt,NULL,out,NULL,TRUE,1
81,C00282,3MOBt2im,NULL,in,NULL,TRUE,1
82,C00141,3MOBt2im,NULL,in,NULL,TRUE,1
83,C00282,3MOBt2im,NULL,out,NULL,TRUE,1
84,C00141,3MOBt2im,NULL,out,NULL,TRUE,1
85,C00282,3MOPt2im,NULL,in,NULL,TRUE,1
86,C03465,3MOPt2im,NULL,in,NULL,TRUE,1
87,C00282,3MOPt2im,NULL,out,NULL,TRUE,1
88,C03465,3MOPt2im,NULL,out,NULL,TRUE,1
89,C00606,3SALAASPm,0,in,8604,TRUE,1
90,C00049,3SALAASPm,0,in,8604,TRUE,1
91,C00606,3SALAASPm,0,out,8604,TRUE,1
92,C00049,3SALAASPm,0,out,8604,TRUE,1
93,C00334,4ABUTtm,NULL,in,NULL,TRUE,1
94,C00334,4ABUTtm,NULL,out,NULL,TRUE,1
95,[],4HDEBRISOQUINEte,NULL,in,NULL,TRUE,1
96,[],4HDEBRISOQUINEte,NULL,out,NULL,TRUE,1
97,C00282,4MOPt2im,NULL,in,NULL,TRUE,1
98,C00233,4MOPt2im,NULL,in,NULL,TRUE,1
99,C00282,4MOPt2im,NULL,out,NULL,TRUE,1
100,C00233,4MOPt2im,NULL,out,NULL,TRUE,1
101,C02373,4MPTNLte,NULL,in,NULL,TRUE,1
102,C02373,4MPTNLte,NULL,out,NULL,TRUE,1
103,C02373,4MPTNLtm,NULL,in,NULL,TRUE,1
104,C02373,4MPTNLtm,NULL,out,NULL,TRUE,1
105,C02373,4MPTNLtr,NULL,in,NULL,TRUE,1
106,C02373,4MPTNLtr,NULL,out,NULL,TRUE,1
107,[],4MTOLBUTAMIDEte,NULL,in,NULL,TRUE,1
108,[],4MTOLBUTAMIDEte,NULL,out,NULL,TRUE,1
109,C00186,4NPHSFte,NULL,in,NULL,TRUE,1
110,C00186,4NPHSFte,NULL,out,NULL,TRUE,1
111,C00870,4NPHte,NULL,in,NULL,TRUE,1
112,C00870,4NPHte,NULL,out,NULL,TRUE,1
113,C03033,5ADTSTSTERONEGLCtr,NULL,in,NULL,TRUE,1
114,C03033,5ADTSTSTERONEGLCtr,NULL,out,NULL,TRUE,1
115,CE6032,5ADTSTSTERONESte,NULL,in,NULL,TRUE,1
116,CE6032,5ADTSTSTERONESte,NULL,out,NULL,TRUE,1
117,C03917,5ADTSTSTERONEte,NULL,in,NULL,TRUE,1
118,C03917,5ADTSTSTERONEte,NULL,out,NULL,TRUE,1
119,C03917,5ADTSTSTERONEtr,NULL,in,NULL,TRUE,1
120,C03917,5ADTSTSTERONEtr,NULL,out,NULL,TRUE,1
121,C00430,5AOPtm,NULL,in,NULL,TRUE,1
122,C00430,5AOPtm,NULL,out,NULL,TRUE,1
123,[],5DHFtl,NULL,in,NULL,TRUE,1
124,[],5DHFtl,NULL,out,NULL,TRUE,1
125,C00001,5FTHFt2,0,in,6573,TRUE,1
126,C03479,5FTHFt2,0,in,6573,TRUE,1
127,C03479,5FTHFt2,0,out,6573,TRUE,1
128,C00001,5FTHFt2,0,out,6573,TRUE,1
129,[],5HOMEPRAZOLEte,NULL,in,NULL,TRUE,1
130,[],5HOMEPRAZOLEte,NULL,out,NULL,TRUE,1
131,C00440,5MTHFt,0,in,2348,TRUE,1
132,C00440,5MTHFt,0,out,2348,TRUE,1
133,C00001,5MTHFt2,0,in,6573,TRUE,1
134,C00440,5MTHFt2,0,in,6573,TRUE,1
135,C00001,5MTHFt2,0,out,6573,TRUE,1
136,C00440,5MTHFt2,0,out,6573,TRUE,1
137,[],5THFtl,NULL,in,NULL,TRUE,1
138,[],5THFtl,NULL,out,NULL,TRUE,1
139,[],5THFtm,NULL,in,NULL,TRUE,1
140,[],5THFtm,NULL,out,NULL,TRUE,1
141,[],6DHFtl,NULL,in,NULL,TRUE,1
142,[],6DHFtl,NULL,out,NULL,TRUE,1
143,[],6DHFtm,NULL,in,NULL,TRUE,1
144,[],6DHFtm,NULL,out,NULL,TRUE,1
145,C14497,6HTSTSTERONEte,NULL,in,NULL,TRUE,1
146,C14497,6HTSTSTERONEte,NULL,out,NULL,TRUE,1
147,C14497,6HTSTSTERONEtr,NULL,in,NULL,TRUE,1
148,C14497,6HTSTSTERONEtr,NULL,out,NULL,TRUE,1
