1,1.1.1.1,0
2,1.1.1.10,0
3,1.1.1.102,0
4,1.1.1.105,0
5,1.1.1.12,0
6,1.1.1.133,0
7,1.1.1.14,0
8,1.1.1.145,0
9,1.1.1.146,0
10,1.1.1.15,0
11,1.1.1.153,0
12,1.1.1.161,0
13,1.1.1.170,0
14,1.1.1.181,0
15,1.1.1.184,0
16,1.1.1.188,0
17,1.1.1.19,0
18,1.1.1.197,0
19,1.1.1.2,0
20,1.1.1.20,0
21,1.1.1.204,0
22,1.1.1.205,0
23,1.1.1.21,0
24,1.1.1.211,0
25,1.1.1.22,0
26,1.1.1.220,0
27,1.1.1.225,0
28,1.1.1.27,0
29,1.1.1.270,0
30,1.1.1.271,0
31,1.1.1.272,0
32,1.1.1.28,0
33,1.1.1.284,0
34,1.1.1.30,0
35,1.1.1.31,0
36,1.1.1.34,0
37,1.1.1.35,0
38,1.1.1.37,0
39,1.1.1.40,0
40,1.1.1.41,0
41,1.1.1.42,0
42,1.1.1.44,0
43,1.1.1.45,0
44,1.1.1.47,0
45,1.1.1.49,0
46,1.1.1.50,0
47,1.1.1.59,0
48,1.1.1.62,0
49,1.1.1.72,0
50,1.1.1.78,0
51,1.1.1.79,0
52,1.1.1.8,0
53,1.1.1.88,0
54,1.1.1.9,0
55,1.1.1.94,0
56,1.1.1.95,0
57,1.1.3.12,0
58,1.1.3.15,0
59,1.1.5.3,0
60,1.1.99.1,0
61,1.1.99.5,0
62,1.11.1.6,0
63,1.11.1.7,0
64,1.11.1.8,0
65,1.11.1.9,0
66,1.13.11.11,0
67,1.13.11.19,0
68,1.13.11.20,0
69,1.13.11.27,0
70,1.13.11.31,0
71,1.13.11.33,0
72,1.13.11.34,0
73,1.13.11.42,0
74,1.13.11.5,0
75,1.13.11.52,0
76,1.13.11.6,0
77,1.13.99.1,0
78,1.14.11.1,0
79,1.14.11.18,0
80,1.14.11.2,0
81,1.14.11.4,0
82,1.14.11.8,0
83,1.14.13.15,0
84,1.14.13.17,0
85,1.14.13.30,0
86,1.14.13.34,0
87,1.14.13.39,0
88,1.14.13.67,0
89,1.14.13.70,0
90,1.14.13.72,0
91,1.14.13.8,0
92,1.14.13.9,0
93,1.14.14.1,0
94,1.14.15.4,0
95,1.14.15.67,0
96,1.14.16.1,0
97,1.14.16.2,0
98,1.14.16.4,0
99,1.14.17.1,0
100,1.14.18.1,0
101,1.14.18.2,0
102,1.14.19.1,0
103,1.14.99.1,0
104,1.14.99.10,0
105,1.14.99.25,0
106,1.14.99.3,0
107,1.14.99.36,0
108,1.14.99.7,0
109,1.14.99.9,0
110,1.15.1.1,0
111,1.16.3.1,0
112,1.17.1.4,0
113,1.17.3.2,0
114,1.17.4.1,0
115,1.2.1.1,0
116,1.2.1.12,0
117,1.2.1.16,0
118,1.2.1.19,0
119,1.2.1.2,0
120,1.2.1.21,0
121,1.2.1.24,0
122,1.2.1.27,0
123,1.2.1.29,0
124,1.2.1.3,0
125,1.2.1.31,0
126,1.2.1.32,0
127,1.2.1.36,0
128,1.2.1.38,0
129,1.2.1.4,0
130,1.2.1.40,0
131,1.2.1.41,0
132,1.2.1.47,0
133,1.2.1.48,0
134,1.2.1.49,0
135,1.2.1.5,0
136,1.2.1.8,0
137,1.2.3.1,0
138,1.2.3.5,0
139,1.2.4.1,0
140,1.2.4.2,0
141,1.2.4.4,0
142,1.2.7.2,0
143,1.3.1.1,0
144,1.3.1.2,0
145,1.3.1.20,0
146,1.3.1.21,0
147,1.3.1.24,0
148,1.3.1.27,0
149,1.3.1.34,0
150,1.3.1.38,0
151,1.3.1.70,0
152,1.3.1.72,0
153,1.3.3.1,0
154,1.3.3.2,0
155,1.3.3.3,0
156,1.3.3.4,0
157,1.3.3.6,0
158,1.3.5.1,0
159,1.3.99.1,0
160,1.3.99.10,0
161,1.3.99.12,0
162,1.3.99.13,0
163,1.3.99.2,0
164,1.3.99.3,0
165,1.3.99.5,0
166,1.3.99.6,0
167,1.3.99.7,0
168,1.4.1.3,0
169,1.4.1.4,0
170,1.4.3.1,0
171,1.4.3.14,0
172,1.4.3.3,0
