Metabolite abbreviation,Kegg ID,Kegg ID_1,EHMN ID
CE4890[c],[],[],CE4890
CE4898[c],[],[],CE4898
CE4898[r],[],[],CE4898
CE4936[c],C11361,[],CE4936
CE4936[n],C11361,[],CE4936
CE4968[m],[],[],CE4968
CE4969[m],[],[],CE4969
CE4970[m],[],[],CE4970
CE4980[c],[],[],CE4980
CE4987[c],[],[],CE4987
CE4988[c],[],[],CE4988
CE4988[m],[],[],CE4988
CE4988[r],[],[],CE4988
CE4988[x],[],[],CE4988
CE4989[c],[],[],CE4989
CE4989[r],[],[],CE4989
CE4990[c],C05949,[],CE4990
CE4990[m],C05949,[],CE4990
CE4990[r],C05949,[],CE4990
CE4990[x],C05949,[],CE4990
CE4993[c],[],[],CE4993
CE4993[m],[],[],CE4993
CE4993[x],[],[],CE4993
CE5013[c],[],[],CE5013
CE5014[c],[],[],CE5014
CE5016[c],[],[],CE5016
CE5021[c],[],[],CE5021
CE5022[c],[],[],CE5022
CE5025[c],[],[],CE5025
CE5025[x],[],[],CE5025
CE5026[c],[],[],CE5026
CE5026[x],[],[],CE5026
CE5049[c],[],[],CE5049
CE5068[m],[],[],CE5068
CE5072[c],C13713,[],CE5072
CE5072[r],C13713,[],CE5072
CE5079[c],[],[],CE5079
CE5079[m],[],[],CE5079
CE5082[m],[],[],CE5082
CE5101[g],[],[],CE5101
CE5101[m],[],[],CE5101
CE5114[c],[],[],CE5114
CE5114[r],[],[],CE5114
CE5114[x],[],[],CE5114
CE5115[m],[],[],CE5115
CE5115[x],[],[],CE5115
CE5116[x],[],[],CE5116
CE5117[m],[],[],CE5117
CE5118[m],[],[],CE5118
CE5119[m],[],[],CE5119
CE5120[m],[],[],CE5120
CE5121[c],[],[],CE5121
CE5121[m],[],[],CE5121
CE5121[x],[],[],CE5121
CE5122[c],[],[],CE5122
CE5122[x],[],[],CE5122
CE5123[x],C07343,[],CE5123
CE5125[x],[],[],CE5125
CE5126[c],[],[],CE5126
CE5126[x],[],[],CE5126
CE5132[c],[],[],CE5132
CE5132[g],[],[],CE5132
CE5132[n],[],[],CE5132
CE5132[r],[],[],CE5132
CE5138[c],[],[],CE5138
CE5138[r],[],[],CE5138
CE5139[c],[],[],CE5139
CE5139[r],[],[],CE5139
CE5140[c],[],[],CE5140
CE5140[r],[],[],CE5140
CE5141[c],[],[],CE5141
CE5144[c],[],[],CE5144
CE5144[r],[],[],CE5144
CE5148[c],[],[],CE5148
CE5148[r],[],[],CE5148
CE5150[c],[],[],CE5150
CE5150[r],[],[],CE5150
CE5151[c],[],[],CE5151
CE5151[r],[],[],CE5151
CE5152[c],[],[],CE5152
CE5152[r],[],[],CE5152
CE5153[c],[],[],CE5153
CE5153[r],[],[],CE5153
CE5154[c],[],[],CE5154
CE5154[r],[],[],CE5154
CE5155[c],[],[],CE5155
CE5155[r],[],[],CE5155
CE5156[c],[],[],CE5156
CE5156[r],[],[],CE5156
CE5157[c],[],[],CE5157
CE5157[r],[],[],CE5157
CE5158[c],[],[],CE5158
CE5158[r],[],[],CE5158
CE5159[c],[],[],CE5159
CE5159[r],[],[],CE5159
CE5160[c],[],[],CE5160
CE5160[r],[],[],CE5160
CE5161[c],[],[],CE5161
CE5161[r],[],[],CE5161
CE5162[c],[],[],CE5162
CE5162[r],[],[],CE5162
CE5165[m],[],[],CE5165
CE5165[x],[],[],CE5165
CE5166[m],C05448,[],CE5166
CE5166[x],C05448,[],CE5166
CE5168[c],[],[],CE5168
CE5168[m],[],[],CE5168
CE5168[x],[],[],CE5168
CE5169[c],C05467,[],CE5169
CE5169[m],C05467,[],CE5169
CE5169[x],C05467,[],CE5169
CE5178[c],[],[],CE5178
CE5179[c],[],[],CE5179
CE5179[r],[],[],CE5179
CE5236[c],[],[],CE5236
CE5236[n],[],[],CE5236
CE5239[c],[],[],CE5239
CE5239[m],[],[],CE5239
CE5239[r],[],[],CE5239
CE5239[x],[],[],CE5239
CE5240[c],[],[],CE5240
CE5240[m],[],[],CE5240
CE5240[r],[],[],CE5240
CE5240[x],[],[],CE5240
CE5241[c],[],[],CE5241
CE5241[m],[],[],CE5241
CE5241[r],[],[],CE5241
CE5241[x],[],[],CE5241
CE5242[c],[],[],CE5242
CE5242[m],[],[],CE5242
CE5242[r],[],[],CE5242
CE5242[x],[],[],CE5242
CE5243[c],[],[],CE5243
CE5243[m],[],[],CE5243
CE5243[r],[],[],CE5243
CE5243[x],[],[],CE5243
CE5244[c],[],[],CE5244
CE5244[m],[],[],CE5244
CE5244[r],[],[],CE5244
CE5244[x],[],[],CE5244
CE5249[c],[],[],CE5249
CE5249[m],[],[],CE5249
CE5249[r],[],[],CE5249
CE5249[x],[],[],CE5249
CE5250[c],[],[],CE5250
CE5250[m],[],[],CE5250
CE5250[r],[],[],CE5250
CE5250[x],[],[],CE5250
CE5251[c],[],[],CE5251
CE5251[m],[],[],CE5251
CE5251[r],[],[],CE5251
CE5251[x],[],[],CE5251
CE5252[c],[],[],CE5252
CE5252[m],[],[],CE5252
CE5252[r],[],[],CE5252
CE5252[x],[],[],CE5252
CE5253[c],[],[],CE5253
CE5254[c],[],[],CE5254
CE5255[c],[],[],CE5255
CE5256[c],[],[],CE5256
CE5272[c],[],[],CE5272
CE5274[c],[],[],CE5274
CE5276[c],C17755,[],CE5276
CE5276[l],C17755,[],CE5276
CE5276[x],C17755,[],CE5276
CE5277[c],[],[],CE5277
CE5278[c],[],[],CE5278
CE5304[c],[],[],CE5304
CE5305[m],[],[],CE5305
CE5306[m],[],[],CE5306
CE5307[c],[],[],CE5307
CE5307[m],[],[],CE5307
CE5307[x],[],[],CE5307
CE5308[m],[],[],CE5308
CE5309[m],[],[],CE5309
CE5310[m],[],[],CE5310
CE5311[m],[],[],CE5311
CE5312[m],[],[],CE5312
CE5313[m],[],[],CE5313
CE5314[m],[],[],CE5314
CE5315[m],[],[],CE5315
CE5316[m],[],[],CE5316
CE5317[m],[],[],CE5317
CE5318[m],[],[],CE5318
CE5319[c],[],[],CE5319
CE5319[m],[],[],CE5319
CE5319[x],[],[],CE5319
CE5320[m],[],[],CE5320
CE5321[m],[],[],CE5321
CE5322[m],[],[],CE5322
CE5323[m],[],[],CE5323
CE5324[m],[],[],CE5324
CE5325[m],[],[],CE5325
CE5326[m],[],[],CE5326
CE5327[m],[],[],CE5327
CE5328[m],[],[],CE5328
CE5329[c],[],[],CE5329
CE5329[m],[],[],CE5329
CE5329[x],[],[],CE5329
CE5331[c],[],[],CE5331
CE5331[m],[],[],CE5331
CE5331[x],[],[],CE5331
CE5337[c],[],[],CE5337
CE5337[m],[],[],CE5337
CE5337[x],[],[],CE5337
CE5341[m],[],[],CE5341
CE5341[x],[],[],CE5341
CE5342[c],[],[],CE5342
CE5342[m],[],[],CE5342
CE5342[r],[],[],CE5342
CE5342[x],[],[],CE5342
CE5343[c],[],[],CE5343
CE5343[m],[],[],CE5343
CE5343[r],[],[],CE5343
CE5343[x],[],[],CE5343
CE5344[c],[],[],CE5344
CE5344[m],[],[],CE5344
CE5344[x],[],[],CE5344
CE5345[c],[],[],CE5345
CE5345[m],[],[],CE5345
CE5345[x],[],[],CE5345
CE5346[c],[],[],CE5346
CE5346[m],[],[],CE5346
CE5346[x],[],[],CE5346
CE5347[m],[],[],CE5347
CE5347[x],[],[],CE5347
CE5348[c],[],[],CE5348
CE5348[m],[],[],CE5348
CE5348[r],[],[],CE5348
CE5348[x],[],[],CE5348
CE5349[c],[],[],CE5349
CE5349[m],[],[],CE5349
CE5349[r],[],[],CE5349
CE5349[x],[],[],CE5349
CE5352[c],[],[],CE5352
CE5352[r],[],[],CE5352
CE5456[c],C03264,[],CE5456
CE5525[c],[],[],CE5525
CE5525[m],[],[],CE5525
CE5525[x],[],[],CE5525
CE5526[c],[],[],CE5526
CE5527[c],[],[],CE5527
CE5528[c],[],[],CE5528
CE5530[m],C06341,[],CE5530
CE5531[c],[],[],CE5531
CE5531[m],[],[],CE5531
CE5531[r],[],[],CE5531
CE5531[x],[],[],CE5531
CE5533[c],[],[],CE5533
CE5534[c],[],[],CE5534
CE5535[c],[],[],CE5535
CE5536[c],[],[],CE5536
CE5536[x],[],[],CE5536
CE5537[c],[],[],CE5537
CE5538[c],[],[],CE5538
CE5538[r],[],[],CE5538
CE5538[x],[],[],CE5538
CE5541[c],[],[],CE5541
CE5542[c],[],[],CE5542
CE5544[c],[],[],CE5544
CE5544[x],[],[],CE5544
CE5545[c],[],[],CE5545
CE5545[x],[],[],CE5545
CE5546[c],[],[],CE5546
CE5546[x],[],[],CE5546
CE5547[c],[],[],CE5547
CE5547[x],[],[],CE5547
CE5560[x],C15557,[],CE5560
CE5586[c],[],[],CE5586
CE5588[c],[],[],CE5588
CE5591[c],[],[],CE5591
CE5591[r],[],[],CE5591
CE5592[c],[],[],CE5592
CE5592[r],[],[],CE5592
CE5593[c],[],[],CE5593
CE5593[r],[],[],CE5593
CE5594[c],C00777,[],CE5594
CE5626[c],[],[],CE5626
CE5627[c],[],[],CE5627
CE5629[c],[],[],CE5629
CE5643[c],C16845,[],CE5643
CE5653[c],[],[],CE5653
CE5653[r],[],[],CE5653
CE5654[c],[],[],CE5654
CE5654[r],[],[],CE5654
CE5655[c],[],[],CE5655
CE5655[r],[],[],CE5655
CE5656[c],C16238,[],CE5656
CE5661[c],[],[],CE5661
CE5662[c],[],[],CE5662
CE5665[c],C17756,[],CE5665
CE5698[c],[],[],CE5698
CE5700[c],[],[],CE5700
CE5700[r],[],[],CE5700
CE5726[c],[],[],CE5726
CE5727[c],[],[],CE5727
CE5730[c],[],[],CE5730
CE5747[c],[],[],CE5747
CE5752[c],[],[],CE5752
CE5753[c],[],[],CE5753
CE5754[c],[],[],CE5754
CE5755[c],[],[],CE5755
CE5756[c],C11061,[],CE5756
CE5756[r],C11061,[],CE5756
CE5757[c],[],[],CE5757
CE5757[r],[],[],CE5757
CE5775[c],[],[],CE5775
CE5776[c],[],[],CE5776
CE5782[c],C00218,[],CE5782
CE5783[c],[],[],CE5783
CE5786[c],[],[],CE5786
CE5786[e],[],[],CE5786
CE5787[e],[],[],CE5787
CE5788[c],[],[],CE5788
CE5788[e],[],[],CE5788
CE5789[c],[],[],CE5789
CE5789[e],[],[],CE5789
CE5791[e],[],[],CE5791
CE5794[c],[],[],CE5794
CE5794[l],[],[],CE5794
CE5795[c],[],[],CE5795
CE5795[l],[],[],CE5795
CE5796[c],[],[],CE5796
CE5796[l],[],[],CE5796
CE5797[c],[],[],CE5797
CE5797[e],[],[],CE5797
CE5798[c],[],[],CE5798
CE5798[e],[],[],CE5798
CE5815[c],[],[],CE5815
CE5815[r],[],[],CE5815
CE5820[c],[],[],CE5820
CE5828[c],[],[],CE5828
CE5829[c],[],[],CE5829
CE5835[c],[],[],CE5835
CE5837[c],[],[],CE5837
CE5838[c],[],[],CE5838
CE5839[c],[],[],CE5839
CE5840[c],[],[],CE5840
CE5842[c],[],[],CE5842
CE5842[r],[],[],CE5842
CE5843[c],[],[],CE5843
CE5843[r],[],[],CE5843
CE5853[c],[],[],CE5853
CE5853[e],[],[],CE5853
CE5853[l],[],[],CE5853
CE5853[r],[],[],CE5853
CE5854[c],[],[],CE5854
CE5854[e],[],[],CE5854
CE5854[l],[],[],CE5854
CE5854[r],[],[],CE5854
CE5860[c],[],[],CE5860
CE5865[c],[],[],CE5865
CE5866[c],[],[],CE5866
CE5867[c],[],[],CE5867
CE5867[e],[],[],CE5867
CE5868[c],[],[],CE5868
CE5868[e],[],[],CE5868
CE5869[c],[],[],CE5869
CE5869[e],[],[],CE5869
CE5875[m],[],[],CE5875
CE5898[c],[],[],CE5898
CE5920[c],[],[],CE5920
CE5921[c],[],[],CE5921
CE5922[c],[],[],CE5922
CE5924[c],C00639,[],CE5924
CE5925[c],[],[],CE5925
CE5926[c],[],[],CE5926
CE5928[c],[],[],CE5928
CE5929[c],[],[],CE5929
CE5930[c],[],[],CE5930
CE5931[c],[],[],CE5931
CE5932[c],[],[],CE5932
CE5934[x],[],[],CE5934
CE5935[x],[],[],CE5935
CE5936[x],[],[],CE5936
CE5938[x],[],[],CE5938
CE5939[x],[],[],CE5939
CE5940[x],[],[],CE5940
CE5941[x],[],[],CE5941
CE5942[x],[],[],CE5942
CE5943[x],[],[],CE5943
CE5944[c],[],[],CE5944
CE5944[m],[],[],CE5944
CE5944[x],[],[],CE5944
CE5945[c],[],[],CE5945
CE5945[r],[],[],CE5945
CE5946[c],[],[],CE5946
CE5946[r],[],[],CE5946
CE5947[c],[],[],CE5947
CE5947[m],[],[],CE5947
CE5947[x],[],[],CE5947
CE5956[c],[],[],CE5956
CE5966[c],[],[],CE5966
CE5966[m],[],[],CE5966
CE5966[x],[],[],CE5966
CE5967[c],[],[],CE5967
CE5967[m],[],[],CE5967
CE5967[x],[],[],CE5967
CE5968[c],[],[],CE5968
CE5968[m],[],[],CE5968
CE5968[x],[],[],CE5968
CE5969[c],[],[],CE5969
CE5969[m],[],[],CE5969
CE5969[r],[],[],CE5969
CE5969[x],[],[],CE5969
CE5970[m],[],[],CE5970
CE5970[x],[],[],CE5970
CE5971[c],[],[],CE5971
CE5971[m],[],[],CE5971
CE5971[x],[],[],CE5971
CE5976[c],[],[],CE5976
CE5976[m],[],[],CE5976
CE5976[x],[],[],CE5976
CE5982[c],[],[],CE5982
CE5986[c],[],[],CE5986
CE5994[x],[],[],CE5994
CE5995[x],[],[],CE5995
CE6000[c],[],[],CE6000
CE6027[c],[],[],CE6027
CE6027[m],[],[],CE6027
CE6031[c],C04555,[],CE6031
CE6031[l],C04555,[],CE6031
CE6031[r],C04555,[],CE6031
CE6182[c],[],[],CE6182
CE6182[m],[],[],CE6182
CE6182[r],[],[],CE6182
CE6182[x],[],[],CE6182
CE6183[c],[],[],CE6183
CE6183[m],[],[],CE6183
CE6183[x],[],[],CE6183
CE6184[c],[],[],CE6184
CE6184[m],[],[],CE6184
CE6184[x],[],[],CE6184
CE6185[c],[],[],CE6185
CE6185[m],[],[],CE6185
CE6185[x],[],[],CE6185
CE6186[m],[],[],CE6186
CE6186[x],[],[],CE6186
CE6187[c],[],[],CE6187
CE6187[m],[],[],CE6187
CE6187[x],[],[],CE6187
CE6188[x],[],[],CE6188
CE6189[x],[],[],CE6189
CE6190[x],[],[],CE6190
CE6191[x],[],[],CE6191
CE6192[x],[],[],CE6192
CE6193[x],[],[],CE6193
CE6198[x],[],[],CE6198
CE6204[x],[],[],CE6204
CE6205[c],[],[],CE6205
CE6219[c],[],[],CE6219
CE6225[x],[],[],CE6225
CE6226[x],[],[],CE6226
CE6227[x],[],[],CE6227
CE6228[x],[],[],CE6228
CE6229[x],[],[],CE6229
CE6230[c],[],[],CE6230
CE6232[c],[],[],CE6232
CE6232[r],[],[],CE6232
CE6234[c],[],[],CE6234
CE6234[n],[],[],CE6234
CE6235[c],[],[],CE6235
CE6235[m],[],[],CE6235
CE6235[r],[],[],CE6235
CE6240[c],[],[],CE6240
CE6240[m],[],[],CE6240
CE6240[r],[],[],CE6240
CE6241[c],[],[],CE6241
CE6241[m],[],[],CE6241
CE6241[r],[],[],CE6241
CE6242[c],[],[],CE6242
CE6242[m],[],[],CE6242
CE6242[r],[],[],CE6242
CE6243[c],[],[],CE6243
CE6243[m],[],[],CE6243
CE6243[r],[],[],CE6243
CE6244[c],[],[],CE6244
CE6245[c],[],[],CE6245
CE6247[c],C04853,[],CE6247
CE6247[r],C04853,[],CE6247
CE6248[c],[],[],CE6248
CE6248[r],[],[],CE6248
CE6250[c],[],[],CE6250
CE6250[m],[],[],CE6250
CE6250[r],[],[],CE6250
CE6250[x],[],[],CE6250
CE6251[c],[],[],CE6251
CE6251[r],[],[],CE6251
CE6252[c],[],[],CE6252
CE6316[c],[],[],CE6316
CE6316[g],[],[],CE6316
CE6316[l],[],[],CE6316
CE6317[c],[],[],CE6317
CE6415[c],C07338,[],CE6415
CE6420[c],[],[],CE6420
CE6423[c],[],[],CE6423
CE6426[c],[],[],CE6426
CE6429[c],[],[],CE6429
CE6432[c],[],[],CE6432
CE6435[c],[],[],CE6435
CE6438[c],[],[],CE6438
CE6444[c],[],[],CE6444
CE6445[c],[],[],CE6445
CE6446[c],[],[],CE6446
CE6447[c],[],[],CE6447
CE6448[c],[],[],CE6448
CE6449[c],[],[],CE6449
CE6450[c],[],[],CE6450
CE6451[c],[],[],CE6451
CE6452[c],[],[],CE6452
CE6453[c],[],[],CE6453
CE6454[c],[],[],CE6454
CE6455[c],[],[],CE6455
CE6456[c],[],[],CE6456
CE6457[c],[],[],CE6457
CE6458[c],[],[],CE6458
CE6459[c],[],[],CE6459
CE6460[c],[],[],CE6460
CE6461[c],[],[],CE6461
CE6462[c],[],[],CE6462
CE6463[c],[],[],CE6463
CE6464[c],[],[],CE6464
CE6465[c],[],[],CE6465
CE6466[c],[],[],CE6466
CE6467[c],[],[],CE6467
CE6502[c],C14836,[],CE6502
CE6504[c],[],[],CE6504
CE6506[c],[],[],CE6506
CE6508[c],[],[],CE6508
CE6508[n],[],[],CE6508
CE7047[c],[],[],CE7047
CE7072[c],[],[],CE7072
CE7072[r],[],[],CE7072
CE7074[c],[],[],CE7074
CE7074[r],[],[],CE7074
CE7079[c],[],[],CE7079
CE7080[c],[],[],CE7080
CE7081[n],[],[],CE7081
CE7081[r],[],[],CE7081
CE7082[c],[],[],CE7082
CE7083[c],[],[],CE7083
CE7083[r],[],[],CE7083
CE7084[c],[],[],CE7084
CE7085[c],[],[],CE7085
CE7085[x],[],[],CE7085
CE7086[c],[],[],CE7086
CE7087[c],[],[],CE7087
CE7088[c],C00427,[],CE7088
CE7088[n],C00427,[],CE7088
CE7090[c],C18177,[],CE7090
CE7090[n],C18177,[],CE7090
CE7091[c],[],[],CE7091
CE7091[n],[],[],CE7091
CE7091[r],[],[],CE7091
CE7091[x],[],[],CE7091
CE7096[c],[],[],CE7096
CE7096[n],[],[],CE7096
CE7097[c],[],[],CE7097
CE7097[m],[],[],CE7097
CE7097[x],[],[],CE7097
CE7101[c],[],[],CE7101
CE7109[c],[],[],CE7109
CE7109[n],[],[],CE7109
CE7109[r],[],[],CE7109
CE7109[x],[],[],CE7109
CE7110[c],[],[],CE7110
CE7110[n],[],[],CE7110
CE7111[c],[],[],CE7111
CE7111[x],[],[],CE7111
CE7112[c],[],[],CE7112
CE7112[r],[],[],CE7112
CE7112[x],[],[],CE7112
CE7113[c],[],[],CE7113
CE7113[r],[],[],CE7113
CE7113[x],[],[],CE7113
CE7114[c],[],[],CE7114
CE7115[c],[],[],CE7115
CE7115[r],[],[],CE7115
CE7122[c],[],[],CE7122
CE7144[c],[],[],CE7144
CE7144[r],[],[],CE7144
CE7145[c],[],[],CE7145
CE7145[r],[],[],CE7145
CE7172[c],[],[],CE7172
CE7172[n],[],[],CE7172
CE7218[c],[],[],CE7218
CE7220[c],[],[],CE7220
cgly[c],C01419,[],C01419
cgly[e],C01419,[],C01419
ch4s[c],C00409,[],C00409
chito2pdol_L[c],C04537,[],[]
chito2pdol_U[c],[],[],[]
chlstol[r],C05439,[],C05439
chol[c],C00114,D07690,C00114
chol[e],C00114,D07690,C00114
chol[g],C00114,D07690,C00114
chol[m],C00114,D07690,C00114
chol[n],C00114,D07690,C00114
chol[r],C00114,D07690,C00114
cholate[c],C00695,[],C00695
cholate[e],C00695,[],C00695
cholate[m],C00695,[],C00695
cholate[r],C00695,[],C00695
cholate[x],C00695,[],C00695
cholcoa[c],C01794,[],C01794
cholcoa[m],C01794,[],C01794
cholcoa[r],C01794,[],C01794
cholcoa[x],C01794,[],C01794
cholcoads[m],C05460,[],C05460
cholcoads[x],C05460,[],C05460
cholcoaone[x],C05467,[],C05467
cholcoar[r],C05448,[],C04760
cholcoar[x],C05448,[],C04760
cholcoas[r],C05448,[],[]
cholcoas[x],C05448,[],[]
cholp[c],C00588,[],C00588
cholp[g],C00588,[],C00588
cholp[l],C00588,[],C00588
chsterol[c],C00187,[],[]
chsterol[e],C00187,[],[]
chsterol[g],C00187,[],C00187
chsterol[l],C00187,[],C00187
chsterol[m],C00187,[],C00187
chsterol[n],C00187,[],C00187
chsterol[r],C00187,[],C00187
chsterols[c],C18043,[],CE1360
chsterols[g],C18043,[],CE1360
chsterols[l],C18043,[],CE1360
chsterols[r],C18043,[],CE1360
chtn[c],[],[],[]
chtn[e],[],[],[]
cit[c],C00158,D00037,C00158
cit[e],C00158,D00037,C00158
cit[m],C00158,D00037,C00158
citmcoa_L[m],C01011,[],[]
citr_L[c],C00327,D07706,[]
citr_L[e],C00327,D07706,[]
citr_L[m],C00327,D07706,[]
cl[c],C00698,C00115;C01327,[]
cl[e],C00698,C00115;C01327,[]
cl[l],C00698,C01327,C00698
cl[n],C00698,C01327,C00698
clpn_hs[c],[],[],[]
clpnd[c],C16513,[],[]
clpnd[e],C16513,[],[]
clpndcoa[c],C16166,[],[]
clpndcoa[m],C16166,[],[]
clpndcoa[x],C16166,[],[]
clpndcrn[c],[],[],[]
clpndcrn[m],[],[],[]
cmp[c],C00055,[],C00055
cmp[e],C00055,[],C00055
cmp[g],C00055,[],C00055
cmp[l],C00055,[],C00055
cmp[m],C00055,[],C00055
cmp[n],C00055,[],C00055
cmp[r],C00055,[],C00055
cmp2amep[c],C05673,[],C05673
cmpacna[c],C00128,[],C00128
cmpacna[g],C00128,[],C00128
cmpacna[n],C00128,[],C00128
cmpntm2amep[c],C05674,[],C05674
cmusa[c],C04409,[],C04409
CN0009[c],[],[],CN0009
CN0009[r],[],[],CN0009
CN0009[x],[],[],CN0009
CN0010[c],[],[],CN0010
CN0010[r],[],[],CN0010
CN0010[x],[],[],CN0010
CN0011[c],[],[],CN0011
CN0011[r],[],[],CN0011
CN0011[x],[],[],CN0011
CN0012[c],[],[],CN0012
CN0012[r],[],[],CN0012
CN0012[x],[],[],CN0012
CN0016[c],C19174,[],CN0016
CN0016[r],C19174,[],CN0016
CN0017[c],[],[],CN0017
CN0017[r],[],[],CN0017
CN0017[x],[],[],CN0017
CN0018[c],[],[],CN0018
CN0018[r],[],[],CN0018
CN0018[x],[],[],CN0018
CN0019[c],[],[],CN0019
CN0019[r],[],[],CN0019
CN0020[c],[],[],CN0020
CN0020[r],[],[],CN0020
CN0021[c],[],[],CN0021
CN0021[r],[],[],CN0021
CN0021[x],[],[],CN0021
CN0022[c],[],[],CN0022
CN0022[r],[],[],CN0022
CN0022[x],[],[],CN0022
CN0023[c],[],[],CN0023
CN0023[r],[],[],CN0023
co[c],C00237,D09706,C00237
co[e],C00237,D09706,C00237
co2[c],C00011,D00004,[]
co2[e],C00011,D00004,C00011
co2[g],C00011,D00004,C00011
co2[l],C00011,D00004,C00011
co2[m],C00011,D00004,C00011
co2[n],C00011,D00004,C00011
co2[r],C00011,D00004,C00011
co2[x],C00011,D00004,C00011
coa[c],C00010,[],[]
coa[e],C00010,[],C00010
coa[g],C00010,[],C00010
coa[l],C00010,[],C00010
coa[m],C00010,[],C00010
coa[n],C00010,[],C00010
coa[r],C00010,[],C00010
coa[x],C00010,[],C00010
coke[r],C01416,[],C01416
core2[g],[],[],[]
core3[g],[],[],[]
core4[g],[],[],[]
core5[g],[],[],[]
core6[g],[],[],[]
core6[l],[],[],[]
core7[g],[],[],[]
core8[g],[],[],[]
cortsn[r],C00762,D07749,C00762
coucoa[m],C00223,[],[]
coumarin[c],C05851,D07751,[]
coumarin[e],C05851,D07751,[]
cpppg1[c],C05768,[],C05768
cpppg3[c],C03263,[],C03263
creat[c],C00300,[],C00300
creat[e],C00300,[],C00300
creat[m],C00300,[],C00300
crm_hs[c],C00195,[],C00195
crm_hs[e],C00195,[],C00195
crm_hs[g],C00195,[],C00195
crm_hs[l],C00195,[],C00195
crm_hs[n],C00195,[],C00195
crm_hs[r],C00195,[],C00195
crmp_hs[c],C02960,[],C02960
crmp_hs[e],C02960,[],C02960
crn[c],C15025,C00318,C00318
crn[e],C15025,C00318,C00318
crn[m],C15025,C00318,C00318
crn[r],C15025,C00318,C00318
crn[x],C15025,C00318,C00318
crtn[c],C00791,D03600,[]
crtsl[c],C00735,[],C00735
crtsl[e],C00735,[],C00735
crtsl[m],C00735,[],C00735
crtsl[r],C00735,[],C00735
crtstrn[c],C02140,[],C02140
crtstrn[e],C02140,[],C02140
crtstrn[m],C02140,[],C02140
crtstrn[r],C02140,[],C02140
crvnc[c],C06429,[],[]
crvnc[e],C06429,[],[]
cs_a[l],[],[],[]
cs_a_b_e_pre1[g],[],[],[]
cs_a_b_pre2[g],[],[],[]
cs_a_b_pre3[g],[],[],[]
cs_a_deg1[l],[],[],[]
cs_a_deg2[l],[],[],[]
cs_a_deg3[l],[],[],[]
cs_a_deg4[l],[],[],[]
cs_a_deg5[l],[],[],[]
cs_b[l],[],[],[]
cs_b_deg1[l],[],[],[]
cs_b_deg2[l],[],[],[]
cs_b_deg3[l],[],[],[]
cs_b_pre4[g],[],[],[]
cs_b_pre5[g],[],[],[]
cs_c[l],[],[],[]
cs_c_d_e_pre1[g],[],[],[]
cs_c_deg1[l],[],[],[]
cs_c_deg2[l],[],[],[]
cs_c_deg3[l],[],[],[]
cs_c_deg4[l],[],[],[]
cs_c_deg5[l],[],[],[]
cs_c_pre2[g],[],[],[]
cs_c_pre3[g],[],[],[]
cs_d[l],[],[],[]
cs_d_deg1[l],[],[],[]
cs_d_deg2[l],[],[],[]
cs_d_deg3[l],[],[],[]
cs_d_deg4[l],[],[],[]
cs_d_deg5[l],[],[],[]
cs_d_deg6[l],[],[],[]
cs_d_pre2[g],[],[],[]
cs_d_pre3[g],[],[],[]
cs_d_pre4[g],[],[],[]
cs_d_pre5[g],[],[],[]
cs_e[l],[],[],[]
cs_e_deg1[l],[],[],[]
cs_e_deg2[l],[],[],[]
cs_e_deg3[l],[],[],[]
cs_e_deg4[l],[],[],[]
cs_e_deg5[l],[],[],[]
cs_e_deg6[l],[],[],[]
cs_e_deg7[l],[],[],[]
cs_e_pre2[g],[],[],[]
cs_e_pre3[g],[],[],[]
cs_e_pre4[g],[],[],[]
cs_e_pre5a[g],[],[],[]
cs_e_pre5b[g],[],[],[]
cs_hs_linkage[g],[],[],[]
cs_pre[g],C04893,[],[]
csn[c],C00380,[],[]
csn[e],C00380,[],[]
cspg_a[e],[],[],[]
cspg_a[g],[],[],[]
cspg_a[l],[],[],[]
cspg_b[e],[],[],[]
cspg_b[g],[],[],[]
cspg_b[l],[],[],[]
cspg_c[e],[],[],[]
cspg_c[g],[],[],[]
cspg_c[l],[],[],[]
cspg_d[e],[],[],[]
cspg_d[g],[],[],[]
cspg_d[l],[],[],[]
cspg_e[e],[],[],[]
cspg_e[g],[],[],[]
cspg_e[l],[],[],[]
ctdecdcoa[m],[],[],[]
ctp[c],C00063,[],C00063
ctp[e],C00063,[],C00063
ctp[m],C00063,[],C00063
ctp[n],C00063,[],C00063
cyan[c],C01326,C00177,C01326
cyan[e],C01326,C00177,C01326
cyan[m],C01326,C00177,C01326
cynt[c],C01417,[],C01417
cynt[e],C01417,[],C01417
cynt[l],C01417,[],C01417
cynt[n],C01417,[],C01417
cys_L[c],C00097,D00026,[]
cys_L[e],C00097,D00026,[]
cys_L[l],C00097,D00026,[]
cys_L[m],C00097,D00026,[]
cysam[c],C01678,D03634,C01678
cysam[e],C01678,D03634,[]
cyst_L[c],C02291,[],[]
cyst_L[m],C02291,[],[]
cytd[c],C00475,D07769,C00475
cytd[e],C00475,D07769,C00475
cytd[l],C00475,D07769,C00475
cytd[m],C00475,D07769,C00475
cytd[n],C00475,D07769,C00475
dad_2[c],C00559,[],[]
dad_2[e],C00559,[],[]
dad_2[l],C00559,[],[]
dadp[c],C00206,[],C00206
dadp[m],C00206,[],C00206
dadp[n],C00206,[],C00206
dag_hs[c],[],[],[]
dag_hs[e],[],[],[]
