Metabolite abbreviation,Kegg ID,Kegg ID_1,EHMN ID
avite1[c],C02477,[],[]
avite1[e],C02477,[],[]
avite1[r],C02477,[],C02477
avite2[c],C14153,[],C14153
avite2[e],C14153,[],C14153
avite2[r],C14153,[],C14153
b2coa[m],C00877,[],C00877
b2coa[x],C00877,[],C00877
bamppald[c],C05665,[],C05665
bamppald[m],C05665,[],C05665
bdg2hc[c],C05839,[],C05839
betald[c],C00576,[],C00576
betald[m],C00576,[],C00576
bglc[e],[],[],[]
bgly[c],C01586,[],C01586
bhb[c],C01089,[],C01089
bhb[e],C01089,[],C01089
bhb[m],C01089,[],C01089
bildglcur[c],C05787,[],C05787
bildglcur[e],C05787,[],C05787
bildglcur[r],C05787,[],C05787
bilglcur[c],C03374,[],C03374
bilglcur[e],C03374,[],C03374
bilglcur[r],C03374,[],C03374
bilirub[c],C00486,[],C00486
bilirub[e],C00486,[],C00486
bilirub[r],C00486,[],C00486
biliverd[c],C00500,[],C00500
biocyt[c],C05552,[],C05552
biocyt[e],C05552,[],C05552
biocyt[m],C05552,[],C05552
biocyt[n],C05552,[],C05552
btamp[c],C05921,[],C05921
btamp[m],C05921,[],C05921
btcoa[c],C00136,[],C00136
btcoa[m],C00136,[],C00136
btcoa[x],C00136,[],[]
btn[c],C00120,D00029,[]
btn[e],C00120,D00029,[]
btn[m],C00120,D00029,C00120
btn[n],C00120,D00029,C00120
but[c],C00246,[],C00246
but[e],C00246,[],C00246
but[m],C00246,[],C00246
bvite[c],C14152,[],[]
bvite[e],C14152,[],[]
bz[c],C00180,C00539;C00116;D00038,C00180
bz[e],C00180,C00539;C00116;D00038,C00180
bz[r],C00180,C00539;C00116;D00038,C00180
C01041[c],C01041,[],C01041
C01241[c],C01241,[],C01241
C01241[m],C01241,[],C01241
C01241[r],C01241,[],C01241
C01264[c],C01264,[],C01264
C01290[c],C01290,[],C01290
C01290[g],C01290,[],C01290
C01507[c],C01507,[],C01507
C01601[c],C01601,[],C01601
C01747[c],C01747,[],C01747
C01747[g],C01747,[],C01747
C01747[l],C01747,[],C01747
C01836[c],C01836,[],C01836
C01836[m],C01836,[],C01836
C02147[c],C02147,[],C02147
C02356[c],C02356,[],C02356
C02442[c],C02442,[],C02442
C02469[c],C02469,[],C02469
C02470[c],C02470,[],C02470
C02470[e],C02470,[],C02470
C02470[m],C02470,[],C02470
C02528[c],C02528,D00163,C02528
C02528[e],C02528,D00163,C02528
C02528[m],C02528,D00163,C02528
C02528[r],C02528,D00163,C02528
C02528[x],C02528,D00163,C02528
C02592[x],C02592,[],C02592
C02712[c],C02712,[],C02712
C02712[m],C02712,[],C02712
C02744[c],C02744,[],C02744
C02744[g],C02744,[],C02744
C03372[c],C03372,[],C03372
C03405[c],C03405,[],C03405
C03405[g],C03405,[],C03405
C03413[c],C03413,[],C03413
C03413[x],C03413,[],C03413
C03577[x],C03577,[],C03577
C03681[c],C03681,[],C03681
C03693[c],C03693,[],C03693
C03820[c],C03820,[],C03820
C03958[c],C03958,D00176,C03958
C03968[c],C03968,[],C03968
C03990[r],C03990,[],C03990
C03990[x],C03990,[],C03990
C04295[c],C04295,D00179,C04295
C04295[m],C04295,D00179,C04295
C04295[r],C04295,D00179,C04295
C04308[c],C04308,[],C04308
C04308[m],C04308,[],C04308
C04308[r],C04308,[],C04308
C04483[c],C04483,[],C04483
C04483[r],C04483,[],C04483
C04685[m],C04685,[],C04685
C04685[r],C04685,[],C04685
C04717[c],C04717,[],C04717
C04805[c],C04805,[],C04805
C04805[m],C04805,[],C04805
C04805[n],C04805,[],C04805
C04805[r],C04805,[],C04805
C04805[x],C04805,[],C04805
C04843[c],C04843,[],C04843
C04843[r],C04843,[],C04843
C04843[x],C04843,[],C04843
C04849[c],C04849,[],C04849
C04849[e],C04849,[],C04849
C04849[m],C04849,[],C04849
C04849[n],C04849,[],C04849
C04849[r],C04849,[],C04849
C04849[x],C04849,[],C04849
C04853[c],C04853,[],C04853
C04853[m],C04853,[],C04853
C04853[r],C04853,[],C04853
C05109[c],C05109,[],C05109
C05279[m],C05279,[],C05279
C05279[x],C05279,[],C05279
C05280[m],C05280,[],C05280
C05280[x],C05280,[],C05280
C05284[c],C05284,[],C05284
C05284[m],C05284,[],C05284
C05284[r],C05284,[],C05284
C05298[c],C05298,[],C05298
C05298[l],C05298,[],C05298
C05298[r],C05298,[],C05298
C05299[c],C05299,[],C05299
C05299[r],C05299,[],C05299
C05300[c],C05300,[],C05300
C05300[r],C05300,[],C05300
C05301[c],C05301,[],C05301
C05301[r],C05301,[],C05301
C05302[c],C05302,[],C05302
C05463[c],C05463,[],C05463
C05463[x],C05463,[],C05463
C05708[c],C05708,[],C05708
C05708[r],C05708,[],C05708
C05767[c],C05767,[],C05767
C05769[c],C05769,[],C05769
C05770[c],C05770,[],C05770
C05953[m],C05953,[],C05953
C05953[r],C05953,[],C05953
C05957[c],C05957,[],C05957
C05957[m],C05957,[],C05957
C05957[r],C05957,[],C05957
C05965[c],C05965,[],C05965
C05965[e],C05965,[],C05965
C05965[m],C05965,[],C05965
C05965[n],C05965,[],C05965
C06199[c],C06199,[],C06199
C06199[g],C06199,[],C06199
C06199[l],C06199,[],C06199
C06314[c],C06314,[],C06314
C06314[r],C06314,[],C06314
C06314[x],C06314,[],C06314
C06315[c],C06315,[],C06315
C06315[n],C06315,[],C06315
C06315[r],C06315,[],C06315
C06315[x],C06315,[],C06315
C06350[c],C06350,[],C06350
C06439[n],C06439,[],C06439
C06453[c],C06453,[],C06453
C06948[c],C06948,[],C06948
C06948[r],C06948,[],C06948
C07296[x],C07296,[],C07296
C07297[x],C07297,[],C07297
C07486[c],C07486,[],C07486
C07486[r],C07486,[],C07486
C07535[c],C07535,[],C07535
C07535[r],C07535,[],C07535
C08261[c],C08261,D03034,C08261
C08276[c],C08276,[],C08276
C08281[c],C08281,[],C08281
C08281[m],C08281,[],C08281
C08281[x],C08281,[],C08281
C09209[c],C09209,[],C09209
C09640[c],C09640,[],C09640
C09642[c],C09642,[],C09642
C10164[c],C10164,[],C10164
c101coa[c],[],[],[]
c101crn[c],[],[],[]
c101crn[e],[],[],[]
c10crn[c],C03299,[],[]
c10crn[e],C03299,[],[]
c10dc[c],[],[],[]
c10dc[e],[],[],[]
c10dc[x],[],[],[]
C11304[c],C11304,[],C11304
C11304[m],C11304,[],C11304
C11304[r],C11304,[],C11304
C11695[c],C11695,[],C11695
C11821[c],C11821,[],C11821
c12dc[c],[],[],[]
c12dc[e],[],[],[]
c12dc[x],[],[],[]
c12dccoa[c],[],[],[]
c12dccoa[x],[],[],[]
C13856[c],C13856,[],C13856
C13856[g],C13856,[],C13856
C13856[r],C13856,[],C13856
C14768[c],C14768,[],C14768
C14768[r],C14768,[],C14768
C14769[c],C14769,[],C14769
C14769[r],C14769,[],C14769
C14770[c],C14770,[],C14770
C14770[r],C14770,[],C14770
C14771[c],C14771,[],C14771
C14771[r],C14771,[],C14771
C14825[c],C14825,[],C14825
C14825[r],C14825,[],C14825
C14826[c],C14826,[],C14826
C14826[r],C14826,[],C14826
C14849[c],C14849,[],C14849
C14849[r],C14849,[],C14849
C14849[x],C14849,[],C14849
C14851[c],C14851,[],C14851
C14851[r],C14851,[],C14851
C14851[x],C14851,[],C14851
c14dccoa[x],[],[],[]
c16dc[c],[],[],[]
c16dc[e],[],[],[]
c226coa[c],C16169,[],[]
c226coa[m],C16169,[],[]
c226coa[x],C16169,[],[]
c226crn[c],[],[],[]
c226crn[m],[],[],[]
c2m26dcoa[m],C11946,[],C11946
c2m26dcoa[x],C11946,[],C11946
c3dc[c],[],[],[]
c3dc[e],[],[],[]
c4crn[c],C02862,[],[]
c4crn[e],C02862,[],[]
c4crn[m],C02862,[],[]
c4crn[x],C02862,[],[]
c4dc[c],[],[],[]
c4dc[e],[],[],[]
c4dc[x],[],[],[]
c51crn[c],[],[],[]
c51crn[e],[],[],[]
c5dc[c],[],[],[]
c5dc[e],[],[],[]
c6crn[c],[],[],[]
c6crn[e],[],[],[]
c6crn[x],[],[],[]
c6dc[c],[],[],[]
c6dc[e],[],[],[]
c6dc[x],[],[],[]
c81coa[c],C05276,[],[]
c81crn[c],[],[],[]
c81crn[e],[],[],[]
c8crn[c],C02838,[],[]
c8crn[e],C02838,[],[]
c8dc[c],[],[],[]
c8dc[e],[],[],[]
c8dc[x],[],[],[]
ca2[c],C00076,[],C00076
ca2[e],C00076,[],C00076
cala[c],C02642,C05299,C02642
camp[c],C00575,[],C00575
camp[e],C00575,[],C00575
camp[g],C00575,[],C00575
carn[c],C00386,[],[]
carn[e],C00386,[],[]
carn[l],C00386,[],[]
caro[c],C02094,[],C02094
caro[e],C02094,[],C02094
carveol[c],C00964,[],C00964
carveol[e],C00964,[],C00964
cbasp[c],C00438,[],C00438
cbasp[e],C00438,[],[]
cbl1[m],C00853,C19171;C00175,C00853
cbl2[c],C00541,C19171;C00175,C00541
cbl2[m],C00541,C19171;C00175,C00541
cbp[c],C00169,[],C00169
cbp[m],C00169,[],C00169
cbp[r],C00169,[],C00169
cca_d3[c],[],[],[]
cca_d3[e],[],[],[]
cca_d3[m],[],[],[]
cdp[c],C00112,[],C00112
cdp[e],C00112,[],C00112
cdp[m],C00112,[],C00112
cdp[n],C00112,[],C00112
cdpchol[c],C00307,D00057,C00307
cdpchol[r],C00307,D00057,C00307
cdpdag_hs[c],[],[],[]
cdpdag_hs[m],[],[],[]
cdpea[c],C00570,[],C00570
cdpea[e],C00570,[],C00570
cdpea[g],C00570,[],C00570
cdpea[m],C00570,[],C00570
cdpea[n],C00570,[],C00570
cdpea[r],C00570,[],C00570
CE0074[c],[],[],CE0074
CE0074[e],[],[],CE0074
CE0074[n],[],[],CE0074
CE0233[c],[],[],CE0233
CE0233[m],[],[],CE0233
CE0328[c],C06429,[],CE0328
CE0347[c],[],[],CE0347
CE0347[n],[],[],CE0347
CE0347[r],[],[],CE0347
CE0469[c],[],[],CE0469
CE0692[c],[],[],CE0692
CE0692[m],[],[],CE0692
CE0692[x],[],[],CE0692
CE0693[c],[],[],CE0693
CE0693[m],[],[],CE0693
CE0693[x],[],[],CE0693
CE0695[m],[],[],CE0695
CE0695[x],[],[],CE0695
CE0713[c],[],[],CE0713
CE0713[m],[],[],CE0713
CE0713[x],[],[],CE0713
CE0737[c],C19440,[],CE0737
CE0782[c],[],[],CE0782
CE0782[m],[],[],CE0782
CE0782[x],[],[],CE0782
CE0784[m],[],[],CE0784
CE0784[x],[],[],CE0784
CE0785[m],[],[],CE0785
CE0785[x],[],[],CE0785
CE0849[m],[],[],CE0849
CE0849[x],[],[],CE0849
CE0852[x],[],[],CE0852
CE0853[c],C05259,[],CE0853
CE0853[m],C05259,[],CE0853
CE0853[x],C05259,[],CE0853
CE0932[x],[],[],CE0932
CE0955[r],C05961,[],CE0955
CE1059[c],[],[],CE1059
CE1102[c],[],[],CE1102
CE1102[m],[],[],CE1102
CE1102[x],[],[],CE1102
CE1162[c],[],[],CE1162
CE1243[c],[],[],CE1243
CE1261[c],[],[],CE1261
CE1262[c],[],[],CE1262
CE1264[c],[],[],CE1264
CE1272[c],[],[],CE1272
CE1272[r],[],[],CE1272
CE1273[c],[],[],CE1273
CE1273[r],[],[],CE1273
CE1274[c],[],[],CE1274
CE1274[r],[],[],CE1274
CE1277[c],[],[],CE1277
CE1277[r],[],[],CE1277
CE1278[c],[],[],CE1278
CE1278[r],[],[],CE1278
CE1279[c],[],[],CE1279
CE1279[r],[],[],CE1279
CE1292[c],[],[],CE1292
CE1292[m],[],[],CE1292
CE1293[c],[],[],CE1293
CE1294[c],[],[],CE1294
CE1294[m],[],[],CE1294
CE1297[c],[],[],CE1297
CE1297[m],[],[],CE1297
CE1298[c],[],[],CE1298
CE1298[m],[],[],CE1298
CE1310[m],C06809,[],CE1310
CE1352[c],[],[],CE1352
CE1352[g],[],[],CE1352
CE1352[l],[],[],CE1352
CE1352[r],[],[],CE1352
CE1401[c],[],[],CE1401
CE1447[c],C05964,[],CE1447
CE1554[c],[],[],CE1554
CE1554[m],[],[],CE1554
CE1556[c],[],[],CE1556
CE1556[m],[],[],CE1556
CE1562[c],[],[],CE1562
CE1589[c],C15560,[],CE1589
CE1589[r],C15560,[],CE1589
CE1589[x],C15560,[],CE1589
CE1617[c],C15493,[],CE1617
CE1617[r],C15493,[],CE1617
CE1661[c],[],[],CE1661
CE1665[c],[],[],CE1665
CE1761[c],[],[],CE1761
CE1761[r],[],[],CE1761
CE1787[c],[],[],CE1787
CE1918[c],[],[],CE1918
CE1918[m],[],[],CE1918
CE1924[c],[],[],CE1924
CE1924[r],[],[],CE1924
CE1925[c],[],[],CE1925
CE1925[e],[],[],CE1925
CE1925[l],[],[],CE1925
CE1925[r],[],[],CE1925
CE1926[c],[],[],CE1926
CE1926[e],[],[],CE1926
CE1926[l],[],[],CE1926
CE1926[r],[],[],CE1926
CE1935[c],[],[],CE1935
CE1935[e],[],[],CE1935
CE1935[x],[],[],CE1935
CE1936[c],[],[],CE1936
CE1936[e],[],[],CE1936
CE1936[x],[],[],CE1936
CE1937[c],[],[],CE1937
CE1939[c],[],[],CE1939
CE1939[e],[],[],CE1939
CE1939[x],[],[],CE1939
CE1940[c],[],[],CE1940
CE1940[e],[],[],CE1940
CE1940[x],[],[],CE1940
CE1941[c],[],[],CE1941
CE1943[c],[],[],CE1943
CE1943[e],[],[],CE1943
CE1943[x],[],[],CE1943
CE1944[c],C15668,[],CE1944
CE1950[c],[],[],CE1950
CE1950[e],[],[],CE1950
CE1950[l],[],[],CE1950
CE1950[n],[],[],CE1950
CE1957[c],[],[],CE1957
CE2006[c],[],[],CE2006
CE2011[c],[],[],CE2011
CE2011[e],[],[],CE2011
CE2011[l],[],[],CE2011
CE2011[m],[],[],CE2011
CE2011[n],[],[],CE2011
CE2020[m],[],[],CE2020
CE2026[m],[],[],CE2026
CE2028[c],[],[],CE2028
CE2038[x],[],[],CE2038
CE2047[c],C14828,[],CE2047
CE2047[r],C14828,[],CE2047
CE2049[c],C14829,[],CE2049
CE2049[r],C14829,[],CE2049
CE2053[c],[],[],CE2053
CE2053[m],[],[],CE2053
CE2053[r],[],[],CE2053
CE2054[c],[],[],CE2054
CE2054[m],[],[],CE2054
CE2054[r],[],[],CE2054
CE2054[x],[],[],CE2054
CE2056[c],[],[],CE2056
CE2056[r],[],[],CE2056
CE2061[c],[],[],CE2061
CE2065[c],[],[],CE2065
CE2072[c],[],[],CE2072
CE2084[c],[],[],CE2084
CE2084[m],[],[],CE2084
CE2084[x],[],[],CE2084
CE2088[c],[],[],CE2088
CE2089[c],[],[],CE2089
CE2095[c],[],[],CE2095
CE2095[m],[],[],CE2095
CE2102[c],[],[],CE2102
CE2119[c],[],[],CE2119
CE2122[c],[],[],CE2122
CE2152[c],[],[],CE2152
CE2153[c],[],[],CE2153
CE2172[c],[],[],CE2172
CE2173[c],[],[],CE2173
CE2174[c],[],[],CE2174
CE2176[c],[],[],CE2176
CE2179[c],C14209,[],CE2179
CE2179[r],C14209,[],CE2179
CE2180[c],[],[],CE2180
CE2180[l],[],[],CE2180
CE2180[r],[],[],CE2180
CE2183[c],[],[],CE2183
CE2184[c],[],[],CE2184
CE2186[c],C05302,[],CE2186
CE2189[c],[],[],CE2189
CE2196[c],[],[],CE2196
CE2201[c],[],[],CE2201
CE2201[m],[],[],CE2201
CE2202[c],[],[],CE2202
CE2202[m],[],[],CE2202
CE2203[c],[],[],CE2203
CE2203[m],[],[],CE2203
CE2204[c],[],[],CE2204
CE2204[m],[],[],CE2204
CE2206[c],[],[],CE2206
CE2206[m],[],[],CE2206
CE2207[c],[],[],CE2207
CE2207[m],[],[],CE2207
CE2209[c],[],[],CE2209
CE2211[c],C13712,[],CE2211
CE2211[r],C13712,[],CE2211
CE2242[c],[],[],CE2242
CE2242[n],[],[],CE2242
CE2243[c],[],[],CE2243
CE2245[c],[],[],CE2245
CE2246[c],[],[],CE2246
CE2247[c],[],[],CE2247
CE2248[c],C16217,[],CE2248
CE2248[n],C16217,[],CE2248
CE2248[r],C16217,[],CE2248
CE2249[c],[],[],CE2249
CE2250[c],[],[],CE2250
CE2250[e],[],[],CE2250
CE2251[c],[],[],CE2251
CE2253[c],[],[],CE2253
CE2253[n],[],[],CE2253
CE2254[c],C16528,[],CE2254
CE2254[m],C16528,[],CE2254
CE2254[n],C16528,[],CE2254
CE2254[x],C16528,[],CE2254
CE2257[c],C16529,[],CE2257
CE2257[m],C16529,[],CE2257
CE2303[c],[],[],CE2303
CE2303[r],[],[],CE2303
CE2304[c],[],[],CE2304
CE2304[r],[],[],CE2304
CE2305[c],[],[],CE2305
CE2305[r],[],[],CE2305
CE2306[c],[],[],CE2306
CE2306[r],[],[],CE2306
CE2313[c],[],[],CE2313
CE2313[r],[],[],CE2313
CE2314[c],C15915,[],CE2314
CE2314[r],C15915,[],CE2314
CE2315[c],C03845,[],CE2315
CE2321[c],C05107,[],CE2321
CE2321[n],C05107,[],CE2321
CE2345[c],[],[],CE2345
CE2345[m],[],[],CE2345
CE2414[c],[],[],CE2414
CE2414[x],[],[],CE2414
CE2416[c],[],[],CE2416
CE2416[x],[],[],CE2416
CE2417[c],[],[],CE2417
CE2417[m],[],[],CE2417
CE2417[x],[],[],CE2417
CE2418[c],[],[],CE2418
CE2418[m],[],[],CE2418
CE2418[x],[],[],CE2418
CE2420[c],[],[],CE2420
CE2420[m],[],[],CE2420
CE2420[x],[],[],CE2420
CE2421[c],[],[],CE2421
CE2421[m],[],[],CE2421
CE2421[x],[],[],CE2421
CE2422[c],[],[],CE2422
CE2422[m],[],[],CE2422
CE2422[x],[],[],CE2422
CE2424[c],[],[],CE2424
CE2424[m],[],[],CE2424
CE2424[x],[],[],CE2424
CE2431[m],[],[],CE2431
CE2431[x],[],[],CE2431
CE2432[m],[],[],CE2432
CE2432[x],[],[],CE2432
CE2433[m],[],[],CE2433
CE2433[x],[],[],CE2433
CE2434[m],[],[],CE2434
CE2434[x],[],[],CE2434
CE2435[c],[],[],CE2435
CE2435[m],[],[],CE2435
CE2435[x],[],[],CE2435
CE2437[x],[],[],CE2437
CE2438[x],[],[],CE2438
CE2439[x],[],[],CE2439
CE2440[x],[],[],CE2440
CE2441[x],[],[],CE2441
CE2442[m],[],[],CE2442
CE2442[x],[],[],CE2442
CE2445[c],[],[],CE2445
CE2446[m],[],[],CE2446
CE2446[x],[],[],CE2446
CE2510[c],C16526,[],CE2510
CE2512[c],C08316,[],CE2512
CE2513[c],C08323,[],CE2513
CE2516[c],[],[],CE2516
CE2516[r],[],[],CE2516
CE2537[c],[],[],CE2537
CE2540[c],C06428,[],CE2540
CE2540[n],C06428,[],CE2540
CE2540[r],C06428,[],CE2540
CE2540[x],C06428,[],CE2540
CE2565[n],[],[],CE2565
CE2565[r],[],[],CE2565
CE2566[c],[],[],CE2566
CE2566[n],[],[],CE2566
CE2566[r],[],[],CE2566
CE2566[x],[],[],CE2566
CE2567[c],[],[],CE2567
CE2567[n],[],[],CE2567
CE2567[r],[],[],CE2567
CE2567[x],[],[],CE2567
CE2568[c],[],[],CE2568
CE2568[r],[],[],CE2568
CE2568[x],[],[],CE2568
CE2569[c],[],[],CE2569
CE2569[r],[],[],CE2569
CE2569[x],[],[],CE2569
CE2576[c],[],[],CE2576
CE2577[c],[],[],CE2577
CE2591[m],[],[],CE2591
CE2591[x],[],[],CE2591
CE2592[c],[],[],CE2592
CE2592[m],[],[],CE2592
CE2592[x],[],[],CE2592
CE2594[m],[],[],CE2594
CE2594[x],[],[],CE2594
CE2596[m],[],[],CE2596
CE2596[x],[],[],CE2596
CE2597[c],[],[],CE2597
CE2597[m],[],[],CE2597
CE2597[x],[],[],CE2597
CE2615[c],[],[],CE2615
CE2615[r],[],[],CE2615
CE2616[c],[],[],CE2616
CE2616[r],[],[],CE2616
CE2705[c],C02953,[],CE2705
CE2705[n],C02953,[],CE2705
CE2751[c],[],[],CE2751
CE2754[c],[],[],CE2754
CE2754[r],[],[],CE2754
CE2838[c],[],[],CE2838
CE2838[e],[],[],CE2838
CE2839[c],[],[],CE2839
CE2839[e],[],[],CE2839
CE2846[c],[],[],CE2846
CE2847[c],[],[],CE2847
CE2848[c],[],[],CE2848
CE2858[c],[],[],CE2858
CE2862[c],[],[],CE2862
CE2862[m],[],[],CE2862
CE2863[c],[],[],CE2863
CE2863[m],[],[],CE2863
CE2866[c],[],[],CE2866
CE2866[g],[],[],CE2866
CE2866[r],[],[],CE2866
CE2870[c],[],[],CE2870
CE2870[g],[],[],CE2870
CE2870[r],[],[],CE2870
CE2872[c],[],[],CE2872
CE2872[g],[],[],CE2872
CE2872[r],[],[],CE2872
CE2873[c],[],[],CE2873
CE2873[g],[],[],CE2873
CE2873[r],[],[],CE2873
CE2874[c],[],[],CE2874
CE2874[g],[],[],CE2874
CE2874[r],[],[],CE2874
CE2875[c],[],[],CE2875
CE2875[g],[],[],CE2875
CE2875[r],[],[],CE2875
CE2876[c],[],[],CE2876
CE2876[r],[],[],CE2876
CE2877[c],[],[],CE2877
CE2877[r],[],[],CE2877
CE2878[c],[],[],CE2878
CE2878[r],[],[],CE2878
CE2879[c],[],[],CE2879
CE2879[r],[],[],CE2879
CE2880[c],[],[],CE2880
CE2880[r],[],[],CE2880
CE2881[c],[],[],CE2881
CE2881[r],[],[],CE2881
CE2882[c],[],[],CE2882
CE2882[r],[],[],CE2882
CE2883[c],[],[],CE2883
CE2883[r],[],[],CE2883
CE2884[c],[],[],CE2884
CE2884[r],[],[],CE2884
CE2885[c],[],[],CE2885
CE2885[r],[],[],CE2885
CE2886[c],[],[],CE2886
CE2886[r],[],[],CE2886
CE2887[c],[],[],CE2887
CE2887[r],[],[],CE2887
CE2888[c],[],[],CE2888
CE2888[r],[],[],CE2888
CE2890[c],[],[],CE2890
CE2891[c],[],[],CE2891
CE2915[c],[],[],CE2915
CE2915[e],[],[],CE2915
CE2916[c],[],[],CE2916
CE2916[e],[],[],CE2916
CE2917[c],[],[],CE2917
CE2917[e],[],[],CE2917
CE2934[c],[],[],CE2934
CE2947[c],[],[],CE2947
CE2949[c],[],[],CE2949
CE2953[c],[],[],CE2953
CE2953[r],[],[],CE2953
CE2955[c],[],[],CE2955
CE2957[c],C16679,[],CE2957
CE2957[r],C16679,[],CE2957
CE2958[c],[],[],CE2958
CE2958[r],[],[],CE2958
CE2959[r],C11061,[],CE2959
CE2961[c],[],[],CE2961
CE2961[r],[],[],CE2961
CE2962[c],[],[],CE2962
CE2962[r],[],[],CE2962
CE2963[c],[],[],CE2963
CE2964[c],[],[],CE2964
CE3038[c],C17335,[],CE3038
CE3038[m],C17335,[],CE3038
CE3075[c],[],[],CE3075
CE3086[c],[],[],CE3086
CE3087[c],C20157,[],CE3087
CE3092[c],[],[],CE3092
CE3092[m],[],[],CE3092
CE3136[c],[],[],CE3136
CE3140[c],[],[],CE3140
CE3481[c],[],[],CE3481
CE3481[g],[],[],CE3481
CE3481[r],[],[],CE3481
CE3554[c],[],[],CE3554
CE3554[r],[],[],CE3554
CE4633[c],C19697,[],CE4633
CE4633[e],C19697,[],CE4633
CE4633[l],C19697,[],CE4633
CE4633[n],C19697,[],CE4633
CE4722[c],[],[],CE4722
CE4722[e],[],[],CE4722
CE4723[c],[],[],CE4723
CE4723[e],[],[],CE4723
CE4724[c],[],[],CE4724
CE4724[e],[],[],CE4724
CE4753[c],[],[],CE4753
CE4754[c],[],[],CE4754
CE4786[c],[],[],CE4786
CE4786[r],[],[],CE4786
CE4788[c],C18170,[],CE4788
CE4788[x],C18170,[],CE4788
CE4790[m],[],[],CE4790
CE4791[x],[],[],CE4791
CE4792[m],[],[],CE4792
CE4793[c],[],[],CE4793
CE4793[r],[],[],CE4793
CE4793[x],[],[],CE4793
CE4794[m],[],[],CE4794
CE4794[x],[],[],CE4794
CE4795[m],[],[],CE4795
CE4795[x],[],[],CE4795
CE4796[m],[],[],CE4796
CE4797[m],[],[],CE4797
CE4798[m],[],[],CE4798
CE4799[m],[],[],CE4799
CE4800[m],[],[],CE4800
CE4801[m],[],[],CE4801
CE4802[m],[],[],CE4802
CE4803[m],[],[],CE4803
CE4804[m],[],[],CE4804
CE4805[m],[],[],CE4805
CE4805[x],[],[],CE4805
CE4806[m],[],[],CE4806
CE4807[m],[],[],CE4807
CE4808[m],[],[],CE4808
CE4810[c],[],[],CE4810
CE4810[r],[],[],CE4810
CE4811[c],[],[],CE4811
CE4811[r],[],[],CE4811
CE4812[c],[],[],CE4812
CE4812[r],[],[],CE4812
CE4813[c],[],[],CE4813
CE4813[r],[],[],CE4813
CE4814[c],[],[],CE4814
CE4814[r],[],[],CE4814
CE4815[c],C16163,[],CE4815
CE4815[r],C16163,[],CE4815
CE4816[c],[],[],CE4816
CE4816[r],[],[],CE4816
CE4817[c],[],[],CE4817
CE4817[r],[],[],CE4817
CE4818[c],[],[],CE4818
CE4818[r],[],[],CE4818
CE4819[c],[],[],CE4819
CE4819[r],[],[],CE4819
CE4820[c],[],[],CE4820
CE4820[r],[],[],CE4820
CE4820[x],[],[],CE4820
CE4821[c],[],[],CE4821
CE4821[r],[],[],CE4821
CE4822[c],[],[],CE4822
CE4822[r],[],[],CE4822
CE4823[c],[],[],CE4823
CE4823[r],[],[],CE4823
CE4823[x],[],[],CE4823
CE4824[c],[],[],CE4824
CE4824[r],[],[],CE4824
CE4825[x],[],[],CE4825
CE4826[x],[],[],CE4826
CE4827[c],[],[],CE4827
CE4827[r],[],[],CE4827
CE4827[x],[],[],CE4827
CE4828[x],C16374,[],CE4828
CE4829[c],[],[],CE4829
CE4829[r],[],[],CE4829
CE4829[x],[],[],CE4829
CE4830[c],[],[],CE4830
CE4830[r],[],[],CE4830
CE4831[c],[],[],CE4831
CE4831[r],[],[],CE4831
CE4832[x],[],[],CE4832
CE4833[c],[],[],CE4833
CE4833[r],[],[],CE4833
CE4834[c],[],[],CE4834
CE4834[r],[],[],CE4834
CE4835[c],[],[],CE4835
CE4835[r],[],[],CE4835
CE4836[c],[],[],CE4836
CE4836[r],[],[],CE4836
CE4836[x],[],[],CE4836
CE4837[c],[],[],CE4837
CE4837[r],[],[],CE4837
CE4838[x],[],[],CE4838
CE4839[c],[],[],CE4839
CE4839[r],[],[],CE4839
CE4840[c],[],[],CE4840
CE4840[r],[],[],CE4840
CE4841[c],[],[],CE4841
CE4841[r],[],[],CE4841
CE4842[c],[],[],CE4842
CE4842[r],[],[],CE4842
CE4843[c],[],[],CE4843
CE4843[r],[],[],CE4843
CE4844[c],[],[],CE4844
CE4844[r],[],[],CE4844
CE4845[c],[],[],CE4845
CE4845[r],[],[],CE4845
CE4846[c],[],[],CE4846
CE4846[r],[],[],CE4846
CE4847[c],[],[],CE4847
CE4847[r],[],[],CE4847
CE4848[c],[],[],CE4848
CE4848[r],[],[],CE4848
CE4849[c],[],[],CE4849
CE4849[r],[],[],CE4849
CE4850[c],[],[],CE4850
CE4850[r],[],[],CE4850
CE4851[c],[],[],CE4851
CE4851[r],[],[],CE4851
CE4852[c],[],[],CE4852
CE4852[r],[],[],CE4852
CE4853[c],[],[],CE4853
CE4853[r],[],[],CE4853
CE4854[c],[],[],CE4854
CE4854[r],[],[],CE4854
CE4855[c],[],[],CE4855
CE4855[r],[],[],CE4855
CE4872[c],[],[],CE4872
CE4872[m],[],[],CE4872
CE4872[r],[],[],CE4872
CE4874[c],[],[],CE4874
CE4874[m],[],[],CE4874
CE4876[c],[],[],CE4876
CE4876[m],[],[],CE4876
CE4876[r],[],[],CE4876
CE4877[c],C14717,[],CE4877
CE4881[c],[],[],CE4881
CE4881[e],[],[],CE4881
CE4881[l],[],[],CE4881
CE4881[n],[],[],CE4881
CE4888[c],C05578,[],CE4888
CE4888[x],C05578,[],CE4888
