rid,Metabolite abbreviation,EHMN ID
1946,CE5797[c],CE5797
1947,CE5797[e],CE5797
1948,CE5798[c],CE5798
1949,CE5798[e],CE5798
1950,CE5815[c],CE5815
1951,CE5815[r],CE5815
1952,CE5820[c],CE5820
1953,CE5828[c],CE5828
1954,CE5829[c],CE5829
1955,CE5835[c],CE5835
1956,CE5837[c],CE5837
1957,CE5838[c],CE5838
1958,CE5839[c],CE5839
1959,CE5840[c],CE5840
1960,CE5842[c],CE5842
1961,CE5842[r],CE5842
1962,CE5843[c],CE5843
1963,CE5843[r],CE5843
1964,CE5853[c],CE5853
1965,CE5853[e],CE5853
1966,CE5853[l],CE5853
1967,CE5853[r],CE5853
1968,CE5854[c],CE5854
1969,CE5854[e],CE5854
1970,CE5854[l],CE5854
1971,CE5854[r],CE5854
1972,CE5860[c],CE5860
1973,CE5865[c],CE5865
1974,CE5866[c],CE5866
1975,CE5867[c],CE5867
1976,CE5867[e],CE5867
1977,CE5868[c],CE5868
1978,CE5868[e],CE5868
1979,CE5869[c],CE5869
1980,CE5869[e],CE5869
1981,CE5875[m],CE5875
1982,CE5898[c],CE5898
1983,CE5920[c],CE5920
1984,CE5921[c],CE5921
1985,CE5922[c],CE5922
1986,CE5924[c],CE5924
1987,CE5925[c],CE5925
1988,CE5926[c],CE5926
1989,CE5928[c],CE5928
1990,CE5929[c],CE5929
1991,CE5930[c],CE5930
1992,CE5931[c],CE5931
1993,CE5932[c],CE5932
1994,CE5934[x],CE5934
1995,CE5935[x],CE5935
1996,CE5936[x],CE5936
1997,CE5938[x],CE5938
1998,CE5939[x],CE5939
1999,CE5940[x],CE5940
2000,CE5941[x],CE5941
2001,CE5942[x],CE5942
2002,CE5943[x],CE5943
2003,CE5944[c],CE5944
2004,CE5944[m],CE5944
2005,CE5944[x],CE5944
2006,CE5945[c],CE5945
2007,CE5945[r],CE5945
2008,CE5946[c],CE5946
2009,CE5946[r],CE5946
2010,CE5947[c],CE5947
2011,CE5947[m],CE5947
2012,CE5947[x],CE5947
2013,CE5956[c],CE5956
2014,CE5966[c],CE5966
2015,CE5966[m],CE5966
2016,CE5966[x],CE5966
2017,CE5967[c],CE5967
2018,CE5967[m],CE5967
2019,CE5967[x],CE5967
2020,CE5968[c],CE5968
2021,CE5968[m],CE5968
2022,CE5968[x],CE5968
2023,CE5969[c],CE5969
2024,CE5969[m],CE5969
2025,CE5969[r],CE5969
2026,CE5969[x],CE5969
2027,CE5970[m],CE5970
2028,CE5970[x],CE5970
2029,CE5971[c],CE5971
2030,CE5971[m],CE5971
2031,CE5971[x],CE5971
2032,CE5976[c],CE5976
2033,CE5976[m],CE5976
2034,CE5976[x],CE5976
2035,CE5982[c],CE5982
2036,CE5986[c],CE5986
2037,CE5994[x],CE5994
2038,CE5995[x],CE5995
2039,CE6000[c],CE6000
2040,CE6027[c],CE6027
2041,CE6027[m],CE6027
2042,CE6031[c],CE6031
2043,CE6031[l],CE6031
2044,CE6031[r],CE6031
2045,CE6182[c],CE6182
2046,CE6182[m],CE6182
2047,CE6182[r],CE6182
2048,CE6182[x],CE6182
2049,CE6183[c],CE6183
2050,CE6183[m],CE6183
2051,CE6183[x],CE6183
2052,CE6184[c],CE6184
2053,CE6184[m],CE6184
2054,CE6184[x],CE6184
2055,CE6185[c],CE6185
2056,CE6185[m],CE6185
2057,CE6185[x],CE6185
2058,CE6186[m],CE6186
2059,CE6186[x],CE6186
2060,CE6187[c],CE6187
2061,CE6187[m],CE6187
2062,CE6187[x],CE6187
2063,CE6188[x],CE6188
2064,CE6189[x],CE6189
2065,CE6190[x],CE6190
2066,CE6191[x],CE6191
2067,CE6192[x],CE6192
2068,CE6193[x],CE6193
2069,CE6198[x],CE6198
2070,CE6204[x],CE6204
2071,CE6205[c],CE6205
2072,CE6219[c],CE6219
2073,CE6225[x],CE6225
2074,CE6226[x],CE6226
2075,CE6227[x],CE6227
2076,CE6228[x],CE6228
2077,CE6229[x],CE6229
2078,CE6230[c],CE6230
2079,CE6232[c],CE6232
2080,CE6232[r],CE6232
2081,CE6234[c],CE6234
2082,CE6234[n],CE6234
2083,CE6235[c],CE6235
2084,CE6235[m],CE6235
2085,CE6235[r],CE6235
2086,CE6240[c],CE6240
2087,CE6240[m],CE6240
2088,CE6240[r],CE6240
2089,CE6241[c],CE6241
2090,CE6241[m],CE6241
2091,CE6241[r],CE6241
2092,CE6242[c],CE6242
2093,CE6242[m],CE6242
2094,CE6242[r],CE6242
2095,CE6243[c],CE6243
2096,CE6243[m],CE6243
2097,CE6243[r],CE6243
2098,CE6244[c],CE6244
2099,CE6245[c],CE6245
2100,CE6247[c],CE6247
2101,CE6247[r],CE6247
2102,CE6248[c],CE6248
2103,CE6248[r],CE6248
2104,CE6250[c],CE6250
2105,CE6250[m],CE6250
2106,CE6250[r],CE6250
2107,CE6250[x],CE6250
2108,CE6251[c],CE6251
2109,CE6251[r],CE6251
2110,CE6252[c],CE6252
2111,CE6316[c],CE6316
2112,CE6316[g],CE6316
2113,CE6316[l],CE6316
2114,CE6317[c],CE6317
2115,CE6415[c],CE6415
2116,CE6420[c],CE6420
2117,CE6423[c],CE6423
2118,CE6426[c],CE6426
2119,CE6429[c],CE6429
2120,CE6432[c],CE6432
2121,CE6435[c],CE6435
2122,CE6438[c],CE6438
2123,CE6444[c],CE6444
2124,CE6445[c],CE6445
2125,CE6446[c],CE6446
2126,CE6447[c],CE6447
2127,CE6448[c],CE6448
2128,CE6449[c],CE6449
2129,CE6450[c],CE6450
2130,CE6451[c],CE6451
2131,CE6452[c],CE6452
2132,CE6453[c],CE6453
2133,CE6454[c],CE6454
2134,CE6455[c],CE6455
2135,CE6456[c],CE6456
2136,CE6457[c],CE6457
2137,CE6458[c],CE6458
2138,CE6459[c],CE6459
2139,CE6460[c],CE6460
2140,CE6461[c],CE6461
2141,CE6462[c],CE6462
2142,CE6463[c],CE6463
2143,CE6464[c],CE6464
2144,CE6465[c],CE6465
2145,CE6466[c],CE6466
2146,CE6467[c],CE6467
2147,CE6502[c],CE6502
2148,CE6504[c],CE6504
2149,CE6506[c],CE6506
2150,CE6508[c],CE6508
2151,CE6508[n],CE6508
2152,CE7047[c],CE7047
2153,CE7072[c],CE7072
2154,CE7072[r],CE7072
2155,CE7074[c],CE7074
2156,CE7074[r],CE7074
2157,CE7079[c],CE7079
2158,CE7080[c],CE7080
2159,CE7081[n],CE7081
2160,CE7081[r],CE7081
2161,CE7082[c],CE7082
2162,CE7083[c],CE7083
2163,CE7083[r],CE7083
2164,CE7084[c],CE7084
2165,CE7085[c],CE7085
2166,CE7085[x],CE7085
2167,CE7086[c],CE7086
2168,CE7087[c],CE7087
2169,CE7088[c],CE7088
2170,CE7088[n],CE7088
2171,CE7090[c],CE7090
2172,CE7090[n],CE7090
2173,CE7091[c],CE7091
2174,CE7091[n],CE7091
2175,CE7091[r],CE7091
2176,CE7091[x],CE7091
2177,CE7096[c],CE7096
2178,CE7096[n],CE7096
2179,CE7097[c],CE7097
2180,CE7097[m],CE7097
2181,CE7097[x],CE7097
2182,CE7101[c],CE7101
2183,CE7109[c],CE7109
2184,CE7109[n],CE7109
2185,CE7109[r],CE7109
2186,CE7109[x],CE7109
2187,CE7110[c],CE7110
2188,CE7110[n],CE7110
2189,CE7111[c],CE7111
2190,CE7111[x],CE7111
2191,CE7112[c],CE7112
2192,CE7112[r],CE7112
2193,CE7112[x],CE7112
2194,CE7113[c],CE7113
2195,CE7113[r],CE7113
2196,CE7113[x],CE7113
2197,CE7114[c],CE7114
2198,CE7115[c],CE7115
2199,CE7115[r],CE7115
2200,CE7122[c],CE7122
2201,CE7144[c],CE7144
2202,CE7144[r],CE7144
2203,CE7145[c],CE7145
2204,CE7145[r],CE7145
2205,CE7172[c],CE7172
2206,CE7172[n],CE7172
2207,CE7218[c],CE7218
2208,CE7220[c],CE7220
2209,cgly[c],C01419
2210,cgly[e],C01419
2211,ch4s[c],C00409
2212,chito2pdol_L[c],C04537
2213,chito2pdol_U[c],[]
2214,chlstol[r],C05439
2215,chol[c],C00114
2216,chol[e],C00114
2217,chol[g],C00114
2218,chol[m],C00114
2219,chol[n],C00114
2220,chol[r],C00114
2221,cholate[c],C00695
2222,cholate[e],C00695
2223,cholate[m],C00695
2224,cholate[r],C00695
2225,cholate[x],C00695
2226,cholcoa[c],C01794
2227,cholcoa[m],C01794
2228,cholcoa[r],C01794
2229,cholcoa[x],C01794
2230,cholcoads[m],C05460
2231,cholcoads[x],C05460
2232,cholcoaone[x],C05467
2233,cholcoar[r],C04760
2234,cholcoar[x],C04760
2235,cholcoas[r],C05448
2236,cholcoas[x],C05448
2237,cholp[c],C00588
2238,cholp[g],C00588
2239,cholp[l],C00588
2240,chsterol[c],C00187
2241,chsterol[e],C00187
2242,chsterol[g],C00187
2243,chsterol[l],C00187
2244,chsterol[m],C00187
2245,chsterol[n],C00187
2246,chsterol[r],C00187
2247,chsterols[c],CE1360
2248,chsterols[g],CE1360
2249,chsterols[l],CE1360
2250,chsterols[r],CE1360
2251,chtn[c],[]
2252,chtn[e],[]
2253,cit[c],C00158
2254,cit[e],C00158
2255,cit[m],C00158
2256,citmcoa_L[m],C01011
2257,citr_L[c],C00327
2258,citr_L[e],C00327
2259,citr_L[m],C00327
2260,cl[c],C00698
2261,cl[e],C00698
2262,cl[l],C00698
2263,cl[n],C00698
2264,clpn_hs[c],[]
2265,clpnd[c],C16513
2266,clpnd[e],C16513
2267,clpndcoa[c],C16166
2268,clpndcoa[m],C16166
2269,clpndcoa[x],C16166
2270,clpndcrn[c],[]
2271,clpndcrn[m],[]
2272,cmp[c],C00055
2273,cmp[e],C00055
2274,cmp[g],C00055
2275,cmp[l],C00055
2276,cmp[m],C00055
2277,cmp[n],C00055
2278,cmp[r],C00055
2279,cmp2amep[c],C05673
2280,cmpacna[c],C00128
2281,cmpacna[g],C00128
2282,cmpacna[n],C00128
2283,cmpntm2amep[c],C05674
2284,cmusa[c],C04409
2285,CN0009[c],CN0009
2286,CN0009[r],CN0009
2287,CN0009[x],CN0009
2288,CN0010[c],CN0010
2289,CN0010[r],CN0010
2290,CN0010[x],CN0010
2291,CN0011[c],CN0011
2292,CN0011[r],CN0011
2293,CN0011[x],CN0011
2294,CN0012[c],CN0012
2295,CN0012[r],CN0012
2296,CN0012[x],CN0012
2297,CN0016[c],CN0016
2298,CN0016[r],CN0016
2299,CN0017[c],CN0017
2300,CN0017[r],CN0017
2301,CN0017[x],CN0017
2302,CN0018[c],CN0018
2303,CN0018[r],CN0018
2304,CN0018[x],CN0018
2305,CN0019[c],CN0019
2306,CN0019[r],CN0019
2307,CN0020[c],CN0020
2308,CN0020[r],CN0020
2309,CN0021[c],CN0021
2310,CN0021[r],CN0021
2311,CN0021[x],CN0021
2312,CN0022[c],CN0022
2313,CN0022[r],CN0022
2314,CN0022[x],CN0022
2315,CN0023[c],CN0023
2316,CN0023[r],CN0023
2317,co[c],C00237
2318,co[e],C00237
2319,co2[c],C00011
2320,co2[e],C00011
2321,co2[g],C00011
2322,co2[l],C00011
2323,co2[m],C00011
2324,co2[n],C00011
2325,co2[r],C00011
2326,co2[x],C00011
2327,coa[c],C00010
2328,coa[e],C00010
2329,coa[g],C00010
2330,coa[l],C00010
2331,coa[m],C00010
2332,coa[n],C00010
2333,coa[r],C00010
2334,coa[x],C00010
2335,coke[r],C01416
2336,core2[g],[]
2337,core3[g],[]
2338,core4[g],[]
2339,core5[g],[]
2340,core6[g],[]
2341,core6[l],[]
2342,core7[g],[]
2343,core8[g],[]
2344,cortsn[r],C00762
2345,coucoa[m],C00223
2346,coumarin[c],C05851
2347,coumarin[e],C05851
2348,cpppg1[c],C05768
2349,cpppg3[c],C03263
2350,creat[c],C00300
2351,creat[e],C00300
2352,creat[m],C00300
2353,crm_hs[c],C00195
2354,crm_hs[e],C00195
2355,crm_hs[g],C00195
2356,crm_hs[l],C00195
2357,crm_hs[n],C00195
2358,crm_hs[r],C00195
2359,crmp_hs[c],C02960
2360,crmp_hs[e],C02960
2361,crn[c],C00318
2362,crn[e],C00318
2363,crn[m],C00318
2364,crn[r],C00318
2365,crn[x],C00318
2366,crtn[c],C00791
2367,crtsl[c],C00735
2368,crtsl[e],C00735
2369,crtsl[m],C00735
2370,crtsl[r],C00735
2371,crtstrn[c],C02140
2372,crtstrn[e],C02140
2373,crtstrn[m],C02140
2374,crtstrn[r],C02140
2375,crvnc[c],C06429
2376,crvnc[e],C06429
2377,cs_a[l],[]
2378,cs_a_b_e_pre1[g],[]
2379,cs_a_b_pre2[g],[]
2380,cs_a_b_pre3[g],[]
2381,cs_a_deg1[l],[]
2382,cs_a_deg2[l],[]
2383,cs_a_deg3[l],[]
2384,cs_a_deg4[l],[]
2385,cs_a_deg5[l],[]
2386,cs_b[l],[]
2387,cs_b_deg1[l],[]
2388,cs_b_deg2[l],[]
2389,cs_b_deg3[l],[]
2390,cs_b_pre4[g],[]
2391,cs_b_pre5[g],[]
2392,cs_c[l],[]
2393,cs_c_d_e_pre1[g],[]
2394,cs_c_deg1[l],[]
2395,cs_c_deg2[l],[]
2396,cs_c_deg3[l],[]
2397,cs_c_deg4[l],[]
2398,cs_c_deg5[l],[]
2399,cs_c_pre2[g],[]
2400,cs_c_pre3[g],[]
2401,cs_d[l],[]
2402,cs_d_deg1[l],[]
2403,cs_d_deg2[l],[]
2404,cs_d_deg3[l],[]
2405,cs_d_deg4[l],[]
2406,cs_d_deg5[l],[]
2407,cs_d_deg6[l],[]
2408,cs_d_pre2[g],[]
2409,cs_d_pre3[g],[]
2410,cs_d_pre4[g],[]
2411,cs_d_pre5[g],[]
2412,cs_e[l],[]
2413,cs_e_deg1[l],[]
2414,cs_e_deg2[l],[]
2415,cs_e_deg3[l],[]
2416,cs_e_deg4[l],[]
2417,cs_e_deg5[l],[]
2418,cs_e_deg6[l],[]
2419,cs_e_deg7[l],[]
2420,cs_e_pre2[g],[]
2421,cs_e_pre3[g],[]
2422,cs_e_pre4[g],[]
2423,cs_e_pre5a[g],[]
2424,cs_e_pre5b[g],[]
2425,cs_hs_linkage[g],[]
2426,cs_pre[g],C04893
2427,csn[c],C00380
2428,csn[e],C00380
2429,cspg_a[e],[]
2430,cspg_a[g],[]
2431,cspg_a[l],[]
2432,cspg_b[e],[]
2433,cspg_b[g],[]
2434,cspg_b[l],[]
2435,cspg_c[e],[]
2436,cspg_c[g],[]
2437,cspg_c[l],[]
2438,cspg_d[e],[]
2439,cspg_d[g],[]
2440,cspg_d[l],[]
2441,cspg_e[e],[]
2442,cspg_e[g],[]
2443,cspg_e[l],[]
2444,ctdecdcoa[m],[]
2445,ctp[c],C00063
2446,ctp[e],C00063
2447,ctp[m],C00063
2448,ctp[n],C00063
2449,cyan[c],C01326
2450,cyan[e],C01326
2451,cyan[m],C01326
2452,cynt[c],C01417
2453,cynt[e],C01417
2454,cynt[l],C01417
2455,cynt[n],C01417
2456,cys_L[c],C00097
2457,cys_L[e],C00097
2458,cys_L[l],C00097
2459,cys_L[m],C00097
2460,cysam[c],C01678
2461,cysam[e],C01678
2462,cyst_L[c],C02291
2463,cyst_L[m],C02291
2464,cytd[c],C00475
2465,cytd[e],C00475
2466,cytd[l],C00475
2467,cytd[m],C00475
2468,cytd[n],C00475
2469,dad_2[c],C00559
2470,dad_2[e],C00559
2471,dad_2[l],C00559
2472,dadp[c],C00206
2473,dadp[m],C00206
2474,dadp[n],C00206
2475,dag_hs[c],[]
2476,dag_hs[e],[]
2477,dag_hs[n],[]
2478,dag_hs[r],[]
2479,dak2gpe_hs[c],[]
2480,damp[c],C00360
2481,damp[l],C00360
2482,datp[c],C00131
2483,datp[m],C00131
2484,datp[n],C00131
2485,dc2coa[m],C05275
2486,dc2coa[x],C05275
2487,dca[c],[]
2488,dca[e],[]
2489,dca[r],[]
2490,dcacoa[c],C05274
2491,dcacoa[m],C05274
2492,dcacoa[x],C05274
2493,dcamp[c],C03794
2494,dcdp[c],C00705
2495,dcdp[m],C00705
2496,dcdp[n],C00705
2497,dchac[e],C04483
2498,dcholcoa[c],C05337
2499,dcholcoa[m],C05337
2500,dcholcoa[r],C05337
2501,dcholcoa[x],C05337
2502,dcmp[c],C00239
2503,dcmp[l],C00239
2504,dcmp[m],C00239
2505,dcmp[n],C00239
2506,dcsptn1[c],[]
2507,dcsptn1[e],[]
2508,dcsptn1coa[c],C16173
2509,dcsptn1coa[m],C16173
2510,dcsptn1coa[x],C16173
2511,dcsptn1crn[c],[]
2512,dcsptn1crn[m],[]
2513,dctp[c],C00458
2514,dctp[m],C00458
2515,dctp[n],C00458
2516,dcyt[c],C00881
2517,dcyt[e],C00881
2518,dcyt[l],C00881
2519,dcyt[m],C00881
2520,dcyt[n],C00881
2521,dd2coa[c],C03221
2522,dd2coa[m],C03221
2523,dd2coa[x],C03221
2524,dd3coa[m],C02944
2525,dd3coa[x],C02944
2526,dd5ecoa[m],[]
2527,ddca[c],C02679
2528,ddcaACP[c],C05223
2529,ddcacoa[c],C01832
2530,ddcacoa[m],C01832
2531,ddcacoa[x],C01832
2532,ddeccrn[c],[]
2533,ddeccrn[e],[]
2534,ddece1crn[c],[]
2535,ddece1crn[e],[]
2536,ddsmsterol[r],C05107
2537,debrisoquine[c],C13650
2538,debrisoquine[e],C13650
2539,dec24dicoa[m],[]
2540,dec24dicoa[x],[]
2541,dec47dicoa[m],[]
2542,dec47dicoa[x],[]
2543,decdicoa[c],[]
2544,decdicrn[c],[]
2545,decdicrn[e],[]
2546,decdp[c],[]
2547,decdp[m],[]
2548,dece3coa[m],[]
2549,dece3coa[x],[]
2550,dece4coa[m],[]
2551,dece4coa[x],[]
2552,dectricoa[m],[]
2553,dectricoa[x],[]
2554,dedol_L[c],[]
2555,dedol_U[c],[]
2556,dedoldp_L[c],C05859
2557,dedoldp_U[c],C05859
2558,dedolp_L[c],[]
2559,dedolp_U[c],[]
2560,dem2emgacpail_prot_hs[r],[]
2561,dgchol[c],C05466
2562,dgchol[e],C05466
2563,dgchol[x],C05466
2564,dgcholcoa[x],C05461
2565,dgdp[c],C00361
2566,dgdp[m],C00361
2567,dgdp[n],C00361
2568,dgmp[c],C00362
2569,dgmp[e],C00362
2570,dgmp[l],C00362
2571,dgmp[m],C00362
2572,dgpi_prot_hs[r],[]
2573,dgsn[c],C00330
2574,dgsn[e],C00330
2575,dgsn[l],C00330
2576,dgsn[m],C00330
2577,dgtp[c],C00286
2578,dgtp[e],C00286
2579,dgtp[m],C00286
2580,dgtp[n],C00286
2581,dha[c],C00184
2582,dha[e],C00184
2583,dhap[c],C00111
2584,dhap[e],C00111
2585,dhap[m],C00111
2586,dhap[x],C00111
2587,dhbpt[c],C00268
2588,dhcholestanate[c],C04554
2589,dhcholestanate[m],C04554
2590,dhcholestanate[r],C04554
2591,dhcholestanate[x],C04554
2592,dhcholestancoa[c],C04644
2593,dhcholestancoa[m],C04644
2594,dhcholestancoa[r],C04644
2595,dhcholestancoa[x],C04644
2596,dhcholoylcoa[c],C05447
2597,dhcholoylcoa[m],C05447
2598,dhcholoylcoa[r],C05447
2599,dhcholoylcoa[x],C05447
2600,dhcrm_hs[c],C12126
2601,dhdascb[c],C00425
2602,dhdascb[e],C00425
2603,dhea[c],C01227
2604,dhea[m],C01227
2605,dhea[r],C01227
2606,dheas[c],C04555
2607,dheas[e],C04555
2608,dheas[r],C04555
2609,dhf[c],C00415
2610,dhf[e],C00415
2611,dhf[l],C00415
2612,dhf[m],C00415
2613,dhlam[m],C00579
2614,dhlpro[m],C02972
2615,dhor_S[c],C00337
2616,didp[c],C01344
2617,didp[m],C01344
2618,didp[n],C01344
2619,digalsgalside_hs[c],C06127
2620,digalsgalside_hs[e],C06127
2621,digalsgalside_hs[g],C06127
2622,digalside_hs[c],C06126
2623,digalside_hs[g],C06126
2624,digalside_hs[l],C06126
2625,dimp[c],C06196
2626,din[c],C05512
2627,din[e],C05512
2628,ditp[c],C01345
2629,ditp[m],C01345
2630,ditp[n],C01345
2631,dkmpp[c],C15650
2632,dlnlcg[c],C03242
2633,dlnlcg[e],C03242
2634,dlnlcgcoa[c],C03595
2635,dlnlcgcoa[m],C03595
2636,dlnlcgcoa[r],C03595
2637,dlnlcgcrn[c],[]
2638,dlnlcgcrn[m],[]
2639,dmantipyrine[c],C13008
2640,dmantipyrine[e],C13008
2641,dmgly[c],C01026
2642,dmgly[m],C01026
2643,dmhepcoa[m],[]
2644,dmhptcoa[c],[]
2645,dmhptcoa[m],[]
2646,dmhptcrn[c],[]
2647,dmhptcrn[e],[]
2648,dmhptcrn[m],[]
2649,dmnoncoa[c],[]
2650,dmnoncoa[m],[]
2651,dmnoncoa[x],[]
2652,dmnoncrn[c],[]
2653,dmnoncrn[m],[]
2654,dmnoncrn[x],[]
2655,dmpp[c],C00235
2656,dmpp[x],C00235
2657,dna[n],C00039
2658,dna5mtc[n],C02967
2659,dnad[c],C00857
2660,dnad[m],C00857
2661,dnad[n],C00857
2662,doco13ac[e],C08316
2663,doco13ecoa[c],C16531
2664,doco13ecoa[x],C16531
2665,docohepcoa[m],[]
2666,docohexcoa[m],[]
2667,docohexcoa[x],[]
2668,docosac[c],C08281
2669,docosac[e],C08281
2670,docosac[r],C08281
2671,docosahexcoa[m],[]
2672,docoscoa[c],[]
2673,docoscoa[x],[]
2674,docosdiac[c],C19625
2675,docosdiac[e],C19625
2676,docosdiac[r],C19625
2677,dodecanac[c],C02678
2678,dodecanac[x],C02678
2679,doldp_L[r],[]
2680,doldp_U[r],[]
2681,dolglcp_L[c],C01246
2682,dolglcp_L[r],C01246
2683,dolglcp_U[c],C01246
2684,dolglcp_U[r],C01246
2685,dolichol_L[c],[]
2686,dolichol_L[r],[]
2687,dolichol_U[c],[]
2688,dolichol_U[r],[]
2689,dolmanp_L[c],[]
2690,dolmanp_L[r],[]
2691,dolmanp_U[c],[]
2692,dolmanp_U[r],[]
2693,dolp_L[c],C00110
2694,dolp_L[r],C00110
2695,dolp_U[c],C00110
2696,dolp_U[r],C00110
2697,dopa[c],C03758
2698,dopa[e],C03758
2699,dopa[l],C03758
2700,dopa[x],C03758
2701,dopaqn[c],C00822
2702,dopaqn[x],C00822
2703,dopasf[c],C13690
2704,dopasf[e],C13690
2705,dpcoa[c],C00882
2706,dpcoa[e],C00882
2707,dpcoa[l],C00882
2708,dpcoa[m],C00882
2709,drib[c],C01801
2710,drib[e],C01801
2711,dsmsterol[c],C01802
2712,dsmsterol[n],C01802
2713,dsmsterol[r],C01802
2714,dsT_antigen[g],[]
2715,dtdp[c],C00363
2716,dtdp[e],C00363
2717,dtdp[m],C00363
2718,dtdp[n],C00363
2719,dtdp4d6dg[c],C11907
2720,dtdp4d6dm[c],C11907
2721,dtdpglu[c],C00842
2722,dtdprmn[c],C03319
2723,dtmp[c],C00364
2724,dtmp[e],C00364
2725,dtmp[l],C00364
2726,dtmp[m],C00364
2727,dtmp[n],C00364
2728,dtt[c],C00265
2729,dttOX[c],C01119
2730,dttp[c],C00459
2731,dttp[e],C00459
2732,dttp[m],C00459
2733,dttp[n],C00459
2734,dudp[c],C01346
2735,dudp[m],C01346
2736,dudp[n],C01346
2737,dump[c],C00365
2738,dump[m],C00365
2739,dump[n],C00365
2740,duri[c],C00526
2741,duri[e],C00526
2742,duri[m],C00526
2743,duri[n],C00526
2744,dutp[c],C00460
2745,dutp[m],C00460
2746,dutp[n],C00460
2747,dxtrn[c],[]
2748,e4hglu[c],C05947
2749,e4hglu[m],C05947
2750,e4p[c],C00279
2751,eaflatoxin[c],C19586
2752,eaflatoxin[e],C19586
2753,eandrstrn[r],C05139
2754,ebastine[c],C15025
2755,ebastine[e],C15025
2756,ebastine[r],C15025
2757,ebastineoh[c],[]
2758,ebastineoh[e],[]
2759,ebastineoh[r],[]
2760,ecgon[r],C10858
2761,egme[r],C12448
2762,ei11ecoa[x],C16530
2763,eicostet[c],[]
2764,eicostet[e],[]
2765,eicostetcoa[c],C16164
2766,eicostetcoa[m],C16164
2767,eicostetcrn[c],[]
2768,eicostetcrn[m],[]
2769,eipencoa[x],[]
2770,eitetcoa[m],[]
2771,eitetcoa[x],[]
2772,elaid[c],C00712
2773,elaid[e],C00712
2774,elaidcrn[c],[]
2775,elaidcrn[m],[]
2776,em2emgacpail_hs[r],[]
2777,em2emgacpail_prot_hs[r],[]
2778,em3gacpail_hs[r],[]
2779,emem2gacpail_hs[r],[]
2780,emgacpail_hs[r],[]
2781,eryth[c],C02045
2782,estradiol[c],C00951
2783,estradiol[e],C00951
2784,estradiol[r],C00951
2785,estradiolglc[c],C05503
2786,estradiolglc[e],C05503
2787,estradiolglc[r],C05503
2788,estriol[c],C05141
2789,estriol[r],C05141
2790,estriolglc[c],C05504
2791,estriolglc[e],C05504
2792,estriolglc[r],C05504
2793,estrone[c],C00468
2794,estrone[l],C00468
2795,estrone[r],C00468
2796,estroneglc[c],C11133
2797,estroneglc[e],C11133
2798,estroneglc[r],C11133
2799,estrones[c],C02538
2800,estrones[e],C02538
2801,estrones[r],C02538
2802,etfox[m],[]
2803,etfrd[m],[]
2804,etha[c],C00189
2805,ethamp[c],C00346
2806,ethamp[r],C00346
2807,etoh[c],C00469
2808,etoh[e],C00469
2809,etoh[x],C00469
2810,f1a[g],[]
2811,f1a[l],[]
2812,f1p[c],C01094
2813,f26bp[c],C00665
2814,f5hoxkyn[c],C05647
2815,f6p[c],C00085
2816,fad[c],C00016
2817,fad[e],C00016
2818,fad[m],C00016
2819,fad[r],C00016
2820,fad[x],C00016
2821,fadh2[c],C01352
2822,fadh2[m],C01352
2823,fadh2[r],C01352
2824,fadh2[x],C01352
2825,fald[c],C00067
2826,fald[e],C00067
2827,fald[l],C00067
2828,fald[m],C00067
2829,fald[r],C00067
2830,fald[x],C00067
2831,fdp[c],C00354
2832,fe2[c],C00023
2833,fe2[e],C00023
2834,fe2[m],C00023
2835,fe3[c],C14819
2836,fe3[e],C14819
2837,fgam[c],C04376
2838,ficytC[m],[]
2839,fmn[c],C00061
2840,fmn[e],C00061
2841,fn2m2masn[g],[]
2842,fna5moxam[c],C05642
2843,focytC[m],[]
2844,fol[c],C00504
2845,fol[e],C00504
2846,fol[m],C00504
2847,for[c],C00058
2848,for[e],C00058
2849,for[m],C00058
2850,for[n],C00058
2851,for[r],C00058
2852,forglu[c],C00439
2853,formcoa[c],C00798
2854,formcoa[x],C00798
2855,fpram[c],C04640
2856,fprica[c],C04734
2857,frdp[c],C00448
2858,frdp[r],C00448
2859,frdp[x],C00448
2860,fru[c],C00095
2861,fru[e],C00095
2862,fuc_L[c],C01019
2863,fuc_L[e],C01019
2864,fuc_L[l],C01019
2865,fuc12gal14acglcgalgluside_hs[g],[]
2866,fuc132galacglcgal14acglcgalgluside_hs[g],[]
2867,fuc13galacglcgal14acglcgalgluside_hs[c],[]
2868,fuc13galacglcgal14acglcgalgluside_hs[e],[]
2869,fuc13galacglcgal14acglcgalgluside_hs[g],[]
2870,fuc14galacglcgalgluside_hs[c],[]
2871,fuc14galacglcgalgluside_hs[e],[]
2872,fuc14galacglcgalgluside_hs[g],[]
2873,fuc1p_L[c],C02985
2874,fucacgalfucgalacglcgalgluside_hs[c],[]
2875,fucacgalfucgalacglcgalgluside_hs[e],[]
2876,fucacgalfucgalacglcgalgluside_hs[g],[]
2877,fucacngal14acglcgalgluside_hs[c],[]
2878,fucacngal14acglcgalgluside_hs[e],[]
2879,fucacngal14acglcgalgluside_hs[g],[]
2880,fucacngalacglcgalgluside_hs[c],[]
2881,fucacngalacglcgalgluside_hs[e],[]
2882,fucacngalacglcgalgluside_hs[g],[]
2883,fucfuc12gal14acglcgalgluside_hs[c],[]
2884,fucfuc12gal14acglcgalgluside_hs[e],[]
2885,fucfuc12gal14acglcgalgluside_hs[g],[]
