compoundExRef_id,compoundExRef_idtype,compoundExRef_idvalue,compound_id,compoundExRef_primary
22188,CheBI,57397,4468,0
22189,KEGG,C04741,4468,1
22190,KEGG,D00180,4468,0
22191,PubChem,5280723,4468,1
22192,PubChem,11865410,4468,0
22193,PubChem,149351,4468,0
22194,EHMN,C04741,4468,1
22195,HMDB,HMDB01442,4468,1
22196,LMSD,LMFA03010134,4468,1
22197,InChi Key,GMVPRGQOIOIIMI-DODZYUBVSA-N,4468,1
22198,CheBI,15544,4469,1
22199,CheBI,57397,4469,0
22200,KEGG,C04741,4469,1
22201,KEGG,D00180,4469,0
22202,PubChem,5280723,4469,1
22203,PubChem,11865410,4469,0
22204,PubChem,149351,4469,0
22205,EHMN,C04741,4469,1
22206,HMDB,HMDB01442,4469,1
22207,LMSD,LMFA03010134,4469,1
22208,InChi Key,GMVPRGQOIOIIMI-DODZYUBVSA-N,4469,1
22209,CheBI,15544,4470,1
22210,CheBI,57397,4470,0
22211,KEGG,C04741,4470,1
22212,KEGG,D00180,4470,0
22213,PubChem,5280723,4470,1
22214,PubChem,11865410,4470,0
22215,PubChem,149351,4470,0
22216,EHMN,C04741,4470,1
22217,HMDB,HMDB01442,4470,1
22218,LMSD,LMFA03010134,4470,1
22219,InChi Key,GMVPRGQOIOIIMI-DODZYUBVSA-N,4470,1
22220,CheBI,15551,4471,1
22221,CheBI,606564,4471,0
22222,KEGG,C00584,4471,1
22223,KEGG,D00079,4471,0
22224,PubChem,5280360,4471,1
22225,PubChem,11865423,4471,0
22226,EHMN,C00584,4471,1
22227,HMDB,HMDB01220,4471,1
22228,LMSD,LMFA03010003,4471,1
22229,InChi Key,XEYBRNLFEZDVAW-DODZYUBVSA-N,4471,1
22230,CheBI,15551,4472,1
22231,CheBI,606564,4472,0
22232,KEGG,C00584,4472,1
22233,KEGG,D00079,4472,0
22234,PubChem,5280360,4472,1
22235,PubChem,11865423,4472,0
22236,EHMN,C00584,4472,1
22237,HMDB,HMDB01220,4472,1
22238,LMSD,LMFA03010003,4472,1
22239,InChi Key,XEYBRNLFEZDVAW-DODZYUBVSA-N,4472,1
22240,CheBI,15551,4473,1
22241,CheBI,606564,4473,0
22242,KEGG,C00584,4473,1
22243,KEGG,D00079,4473,0
22244,PubChem,5280360,4473,1
22245,PubChem,11865423,4473,0
22246,EHMN,C00584,4473,1
22247,HMDB,HMDB01220,4473,1
22248,LMSD,LMFA03010003,4473,1
22249,InChi Key,XEYBRNLFEZDVAW-DODZYUBVSA-N,4473,1
22250,CheBI,15551,4474,1
22251,CheBI,606564,4474,0
22252,KEGG,C00584,4474,1
22253,KEGG,D00079,4474,0
22254,PubChem,5280360,4474,1
22255,PubChem,11865423,4474,0
22256,EHMN,C00584,4474,1
22257,HMDB,HMDB01220,4474,1
22258,LMSD,LMFA03010003,4474,1
22259,InChi Key,XEYBRNLFEZDVAW-DODZYUBVSA-N,4474,1
22260,CheBI,15553,4475,1
22261,KEGG,C00639,4475,1
22262,PubChem,11081,4475,1
22263,EHMN,C00639,4475,1
22264,HMDB,HMDB01139,4475,1
22265,LMSD,LMFA03010002,4475,1
22266,InChi Key,PXGPLTODNUVGFL-BRIYLRKRSA-N,4475,1
22267,CheBI,15553,4476,1
22268,KEGG,C00639,4476,1
22269,PubChem,11081,4476,1
22270,EHMN,C00639,4476,1
22271,HMDB,HMDB01139,4476,1
22272,LMSD,LMFA03010002,4476,1
22273,InChi Key,PXGPLTODNUVGFL-BRIYLRKRSA-N,4476,1
22274,CheBI,15554,4477,1
22275,CheBI,57405,4477,0
22276,KEGG,C00427,4477,1
22277,PubChem,445049,4477,1
22278,PubChem,45266618,4477,0
22279,EHMN,C00427,4477,1
22280,HMDB,HMDB01381,4477,1
22281,LMSD,LMFA03010010,4477,1
22282,InChi Key,YIBNHAJFJUQSRA-BRIYLRKRSA-N,4477,1
22283,CheBI,15554,4478,1
22284,CheBI,57405,4478,0
22285,KEGG,C00427,4478,1
22286,PubChem,445049,4478,1
22287,PubChem,45266618,4478,0
22288,EHMN,C00427,4478,1
22289,HMDB,HMDB01381,4478,1
22290,LMSD,LMFA03010010,4478,1
22291,InChi Key,YIBNHAJFJUQSRA-BRIYLRKRSA-N,4478,1
22292,CheBI,15554,4479,1
22293,CheBI,57405,4479,0
22294,KEGG,C00427,4479,1
22295,PubChem,445049,4479,1
22296,PubChem,45266618,4479,0
22297,EHMN,C00427,4479,1
22298,HMDB,HMDB01381,4479,1
22299,LMSD,LMFA03010010,4479,1
22300,InChi Key,YIBNHAJFJUQSRA-BRIYLRKRSA-N,4479,1
22301,CheBI,15552,4480,1
22302,CheBI,57403,4480,0
22303,KEGG,C01312,4480,1
22304,KEGG,D00106,4480,0
22305,PubChem,5282411,4480,1
22306,PubChem,5280427,4480,0
22307,PubChem,24868263,4480,0
22308,EHMN,C01312,4480,1
22309,HMDB,HMDB01335,4480,1
22310,LMSD,LMFA03010087,4480,1
22311,InChi Key,KAQKFAOMNZTLHT-IJCBKZNRSA-N,4480,1
22312,CheBI,15552,4481,1
22313,CheBI,57403,4481,0
22314,KEGG,C01312,4481,1
22315,KEGG,D00106,4481,0
22316,PubChem,5282411,4481,1
22317,PubChem,5280427,4481,0
22318,PubChem,24868263,4481,0
22319,EHMN,C01312,4481,1
22320,HMDB,HMDB01335,4481,1
22321,LMSD,LMFA03010087,4481,1
22322,InChi Key,KAQKFAOMNZTLHT-IJCBKZNRSA-N,4481,1
22323,CheBI,15552,4482,1
22324,CheBI,57403,4482,0
22325,KEGG,C01312,4482,1
22326,KEGG,D00106,4482,0
22327,PubChem,5282411,4482,1
22328,PubChem,5280427,4482,0
22329,PubChem,24868263,4482,0
22330,EHMN,C01312,4482,1
22331,HMDB,HMDB01335,4482,1
22332,LMSD,LMFA03010087,4482,1
22333,InChi Key,KAQKFAOMNZTLHT-IJCBKZNRSA-N,4482,1
22334,CheBI,15513,4483,1
22335,CheBI,57367,4483,0
22336,KEGG,C00894,4483,1
22337,PubChem,439340,4483,1
22338,PubChem,9543026,4483,0
22339,PubChem,45266595,4483,0
22340,HepatoNet,HC00579,4483,1
22341,EHMN,C00894,4483,1
22342,HMDB,HMDB02307,4483,1
22343,InChi Key,POODSGUMUCVRTR-IEXPHMLFSA-N,4483,1
22344,CheBI,15513,4484,1
22345,CheBI,57367,4484,0
22346,KEGG,C00894,4484,1
22347,PubChem,439340,4484,1
22348,PubChem,9543026,4484,0
22349,PubChem,45266595,4484,0
22350,HepatoNet,HC00579,4484,1
22351,EHMN,C00894,4484,1
22352,HMDB,HMDB02307,4484,1
22353,InChi Key,POODSGUMUCVRTR-IEXPHMLFSA-N,4484,1
22354,CheBI,17111,4485,1
22355,CheBI,58017,4485,0
22356,KEGG,C00119,4485,1
22357,PubChem,7339,4485,1
22358,PubChem,20848918,4485,0
22359,HepatoNet,HC00117,4485,1
22360,EHMN,C00119,4485,1
22361,HMDB,HMDB00280,4485,1
22362,InChi Key,PQGCEDQWHSBAJP-TXICZTDVSA-N,4485,1
22363,CheBI,17111,4486,1
22364,CheBI,58017,4486,0
22365,KEGG,C00119,4486,1
22366,PubChem,7339,4486,1
22367,PubChem,20848918,4486,0
22368,HepatoNet,HC00117,4486,1
22369,EHMN,C00119,4486,1
22370,HMDB,HMDB00280,4486,1
22371,InChi Key,PQGCEDQWHSBAJP-TXICZTDVSA-N,4486,1
22372,CheBI,18303,4487,1
22373,HepatoNet,HC02006,4487,1
22374,CheBI,18303,4488,1
22375,HepatoNet,HC02006,4488,1
22376,CheBI,18303,4489,1
22377,HepatoNet,HC02006,4489,1
22378,CheBI,18303,4490,1
22379,HepatoNet,HC02006,4490,1
22380,CheBI,18303,4491,1
22381,HepatoNet,HC02006,4491,1
22382,CheBI,15811,4492,1
22383,CheBI,37712,4492,0
22384,KEGG,C01005,4492,1
22385,PubChem,68841,4492,1
22386,PubChem,106,4492,0
22387,HepatoNet,HC00621,4492,1
22388,HMDB,HMDB00272,4492,1
22389,InChi Key,BZQFBWGGLXLEPQ-REOHCLBHSA-N,4492,1
22390,CheBI,42504,4497,1
22391,KEGG,C16537,4497,1
22392,KEGG,C06800,4497,0
22393,PubChem,13849,4497,1
22394,PubChem,186907,4497,0
22395,PubChem,14403,4497,0
22396,HMDB,HMDB00826,4497,1
22397,LMSD,LMFA01010015,4497,1
22398,InChi Key,WQEPLUUGTLDZJY-UHFFFAOYSA-N,4497,1
22399,CheBI,42504,4498,1
22400,KEGG,C16537,4498,1
22401,KEGG,C06800,4498,0
22402,PubChem,13849,4498,1
22403,PubChem,186907,4498,0
22404,PubChem,14403,4498,0
22405,HMDB,HMDB00826,4498,1
22406,LMSD,LMFA01010015,4498,1
22407,InChi Key,WQEPLUUGTLDZJY-UHFFFAOYSA-N,4498,1
22408,HMDB,HMDB06499,4499,1
22409,InChi Key,VLBCUOVMSMAIJC-XYCQRFKUSA-N,4499,1
22410,HMDB,HMDB06499,4500,1
22411,InChi Key,VLBCUOVMSMAIJC-XYCQRFKUSA-N,4500,1
22412,InChi Key,MDDWQHVKSHTZTD-FQEVSTJZSA-N,4501,1
22413,InChi Key,MDDWQHVKSHTZTD-FQEVSTJZSA-N,4502,1
22414,CheBI,17148,4503,1
22415,CheBI,326268,4503,0
22416,KEGG,C00134,4503,1
22417,KEGG,C02896,4503,0
22418,PubChem,1045,4503,1
22419,PubChem,3452892,4503,0
22420,HepatoNet,HC00132,4503,1
22421,EHMN,C00134,4503,1
22422,HMDB,HMDB01414,4503,1
22423,InChi Key,KIDHWZJUCRJVML-UHFFFAOYSA-N,4503,1
22424,CheBI,17148,4504,1
22425,CheBI,326268,4504,0
22426,KEGG,C00134,4504,1
22427,KEGG,C02896,4504,0
22428,PubChem,1045,4504,1
22429,PubChem,3452892,4504,0
22430,HepatoNet,HC00132,4504,1
22431,EHMN,C00134,4504,1
22432,HMDB,HMDB01414,4504,1
22433,InChi Key,KIDHWZJUCRJVML-UHFFFAOYSA-N,4504,1
22434,CheBI,17148,4505,1
22435,CheBI,326268,4505,0
22436,KEGG,C00134,4505,1
22437,KEGG,C02896,4505,0
22438,PubChem,1045,4505,1
22439,PubChem,3452892,4505,0
22440,HepatoNet,HC00132,4505,1
22441,EHMN,C00134,4505,1
22442,HMDB,HMDB01414,4505,1
22443,InChi Key,KIDHWZJUCRJVML-UHFFFAOYSA-N,4505,1
22444,CheBI,17148,4506,1
22445,CheBI,326268,4506,0
22446,KEGG,C00134,4506,1
22447,KEGG,C02896,4506,0
22448,PubChem,1045,4506,1
22449,PubChem,3452892,4506,0
22450,HepatoNet,HC00132,4506,1
22451,EHMN,C00134,4506,1
22452,HMDB,HMDB01414,4506,1
22453,InChi Key,KIDHWZJUCRJVML-UHFFFAOYSA-N,4506,1
22454,CheBI,16753,4507,1
22455,KEGG,C00831,4507,1
22456,PubChem,439322,4507,1
22457,HepatoNet,HC00554,4507,1
22458,EHMN,C00831,4507,1
22459,HMDB,HMDB03426,4507,1
22460,InChi Key,ZNXZGRMVNNHPCA-VIFPVBQESA-N,4507,1
22461,CheBI,16753,4508,1
22462,KEGG,C00831,4508,1
22463,PubChem,439322,4508,1
22464,HMDB,HMDB03426,4508,1
22465,InChi Key,ZNXZGRMVNNHPCA-VIFPVBQESA-N,4508,1
22466,CheBI,16753,4509,1
22467,KEGG,C00831,4509,1
22468,PubChem,439322,4509,1
22469,HepatoNet,HC00554,4509,1
22470,EHMN,C00831,4509,1
22471,HMDB,HMDB03426,4509,1
22472,InChi Key,ZNXZGRMVNNHPCA-VIFPVBQESA-N,4509,1
22473,CheBI,18335,4510,1
22474,CheBI,58451,4510,0
22475,KEGG,C00647,4510,1
22476,PubChem,1053,4510,1
22477,PubChem,25246271,4510,0
22478,HepatoNet,HC00475,4510,1
22479,EHMN,C00647,4510,1
22480,HMDB,HMDB01555,4510,1
22481,InChi Key,ZMJGSOSNSPKHNH-UHFFFAOYSA-N,4510,1
22482,CheBI,18335,4511,1
22483,CheBI,58451,4511,0
22484,KEGG,C00647,4511,1
22485,PubChem,1053,4511,1
22486,PubChem,25246271,4511,0
22487,HepatoNet,HC00475,4511,1
22488,EHMN,C00647,4511,1
22489,HMDB,HMDB01555,4511,1
22490,InChi Key,ZMJGSOSNSPKHNH-UHFFFAOYSA-N,4511,1
22491,CheBI,16410,4512,1
22492,CheBI,57761,4512,0
22493,KEGG,C00534,4512,1
22495,PubChem,1052,4512,1
22498,PubChem,25245492,4512,0
22499,HepatoNet,HC00416,4512,1
22500,EHMN,C00534,4512,1
22501,HMDB,HMDB01431,4512,1
22502,InChi Key,NHZMQXZHNVQTQA-UHFFFAOYSA-N,4512,1
22503,CheBI,16410,4513,1
22504,CheBI,57761,4513,0
22505,KEGG,C00534,4513,1
22507,PubChem,1052,4513,1
22510,PubChem,25245492,4513,0
22511,HepatoNet,HC00416,4513,1
22512,EHMN,C00534,4513,1
22513,HMDB,HMDB01431,4513,1
22514,InChi Key,NHZMQXZHNVQTQA-UHFFFAOYSA-N,4513,1
22515,CheBI,17310,4514,1
22516,KEGG,C00250,4514,1
22517,PubChem,1050,4514,1
22518,HepatoNet,HC00227,4514,1
22519,EHMN,C00250,4514,1
22520,HMDB,HMDB01545,4514,1
22521,InChi Key,RADKZDMFGJYCBB-UHFFFAOYSA-N,4514,1
22522,CheBI,17310,4515,1
22523,KEGG,C00250,4515,1
22524,PubChem,1050,4515,1
22525,HepatoNet,HC00227,4515,1
22526,EHMN,C00250,4515,1
22527,HMDB,HMDB01545,4515,1
22528,InChi Key,RADKZDMFGJYCBB-UHFFFAOYSA-N,4515,1
22529,CheBI,18405,4516,1
22530,CheBI,597326,4516,0
22531,KEGG,C00018,4516,1
22532,PubChem,1051,4516,1
22533,PubChem,644168,4516,0
22534,HepatoNet,HC00028,4516,1
22535,EHMN,C00018,4516,1
22536,HMDB,HMDB01491,4516,1
22537,InChi Key,NGVDGCNFYWLIFO-UHFFFAOYSA-N,4516,1
22538,CheBI,18405,4517,1
22539,CheBI,597326,4517,0
22540,KEGG,C00018,4517,1
22541,PubChem,1051,4517,1
22542,PubChem,644168,4517,0
22543,HepatoNet,HC00028,4517,1
22544,EHMN,C00018,4517,1
22545,HMDB,HMDB01491,4517,1
22546,InChi Key,NGVDGCNFYWLIFO-UHFFFAOYSA-N,4517,1
22547,CheBI,18405,4518,1
22548,CheBI,597326,4518,0
22549,KEGG,C00018,4518,1
22550,PubChem,1051,4518,1
22551,PubChem,644168,4518,0
22552,HepatoNet,HC00028,4518,1
22553,EHMN,C00018,4518,1
22554,HMDB,HMDB01491,4518,1
22555,InChi Key,NGVDGCNFYWLIFO-UHFFFAOYSA-N,4518,1
22556,CheBI,16709,4519,1
22557,CheBI,30961,4519,0
22558,KEGG,C00314,4519,1
22560,KEGG,D08454,4519,0
22561,PubChem,1054,4519,1
22563,PubChem,6019,4519,0
22564,HepatoNet,HC00268,4519,1
22565,EHMN,C00314,4519,1
22566,HMDB,HMDB00239,4519,1
22567,InChi Key,LXNHXLLTXMVWPM-UHFFFAOYSA-N,4519,1
22568,CheBI,16709,4520,1
22569,CheBI,30961,4520,0
22570,KEGG,C00314,4520,1
22572,KEGG,D08454,4520,0
22573,PubChem,1054,4520,1
22575,PubChem,6019,4520,0
22576,HepatoNet,HC00268,4520,1
22577,EHMN,C00314,4520,1
22578,HMDB,HMDB00239,4520,1
22579,InChi Key,LXNHXLLTXMVWPM-UHFFFAOYSA-N,4520,1
22580,CheBI,15421,4521,1
22581,KEGG,C02576,4521,1
22582,PubChem,16441,4521,1
22583,EHMN,C02576,4521,1
22584,HMDB,HMDB03647,4521,1
22585,LMSD,LMPR0102090010,4521,1
22586,InChi Key,RUMOYJJNUMEFDD-UHFFFAOYSA-N,4521,1
22587,CheBI,15421,4522,1
22588,KEGG,C02576,4522,1
22589,PubChem,16441,4522,1
22590,EHMN,C02576,4522,1
22591,HMDB,HMDB03647,4522,1
22592,LMSD,LMPR0102090010,4522,1
22593,InChi Key,RUMOYJJNUMEFDD-UHFFFAOYSA-N,4522,1
22594,CheBI,32816,4523,1
22595,CheBI,15361,4523,0
22596,KEGG,C00022,4523,1
22597,PubChem,1060,4523,1
22598,PubChem,107735,4523,0
22599,HMDB,HMDB00243,4523,1
22600,LMSD,LMFA01060077,4523,1
22601,InChi Key,LCTONWCANYUPML-UHFFFAOYSA-N,4523,1
22602,CheBI,32816,4524,1
22603,CheBI,15361,4524,0
22604,KEGG,C00022,4524,1
22605,PubChem,1060,4524,1
22606,PubChem,107735,4524,0
22607,HepatoNet,HC00032,4524,1
22608,EHMN,C00022,4524,1
22609,HMDB,HMDB00243,4524,1
22610,LMSD,LMFA01060077,4524,1
22611,InChi Key,LCTONWCANYUPML-UHFFFAOYSA-N,4524,1
22612,CheBI,32816,4525,1
22613,CheBI,15361,4525,0
22614,KEGG,C00022,4525,1
22615,PubChem,1060,4525,1
22616,PubChem,107735,4525,0
22617,HepatoNet,HC00032,4525,1
22618,EHMN,C00022,4525,1
22619,HMDB,HMDB00243,4525,1
22620,LMSD,LMFA01060077,4525,1
22621,InChi Key,LCTONWCANYUPML-UHFFFAOYSA-N,4525,1
22622,CheBI,32816,4526,1
22623,CheBI,15361,4526,0
22624,KEGG,C00022,4526,1
22625,PubChem,1060,4526,1
22626,PubChem,107735,4526,0
22627,HepatoNet,HC00032,4526,1
22628,EHMN,C00022,4526,1
22629,HMDB,HMDB00243,4526,1
22630,LMSD,LMFA01060077,4526,1
22631,InChi Key,LCTONWCANYUPML-UHFFFAOYSA-N,4526,1
22632,CheBI,46245,4527,1
22633,KEGG,C11378,4527,1
22634,PubChem,5281915,4527,1
22635,HepatoNet,HC00329,4527,1
22636,EHMN,C11378,4527,1
22637,HMDB,HMDB01072,4527,1
22638,LMSD,LMPR02010001,4527,1
22639,InChi Key,ACTIUHUUMQJHFO-UHFFFAOYSA-N,4527,1
22640,CheBI,46245,4528,1
22641,KEGG,C11378,4528,1
22642,PubChem,5281915,4528,1
22643,HMDB,HMDB01072,4528,1
22644,LMSD,LMPR02010001,4528,1
22645,InChi Key,ACTIUHUUMQJHFO-UHFFFAOYSA-N,4528,1
22646,CheBI,46245,4529,1
22647,KEGG,C11378,4529,1
22648,PubChem,5281915,4529,1
22649,HepatoNet,HC00329,4529,1
22650,EHMN,C11378,4529,1
22651,HMDB,HMDB01072,4529,1
22652,LMSD,LMPR02010001,4529,1
22653,InChi Key,ACTIUHUUMQJHFO-UHFFFAOYSA-N,4529,1
22654,CheBI,64183,4530,1
22655,KEGG,C00390,4530,1
22656,PubChem,9962735,4530,1
22657,HepatoNet,HC00324,4530,1
22658,HMDB,HMDB13111,4530,1
22659,InChi Key,QNTNKSLOFHEFPK-UHFFFAOYSA-N,4530,1
22660,CheBI,64183,4531,1
22661,KEGG,C00390,4531,1
22662,PubChem,9962735,4531,1
22663,HMDB,HMDB13111,4531,1
22664,InChi Key,QNTNKSLOFHEFPK-UHFFFAOYSA-N,4531,1
22665,CheBI,64183,4532,1
22666,KEGG,C00390,4532,1
22667,PubChem,9962735,4532,1
22668,HepatoNet,HC00324,4532,1
22669,HMDB,HMDB13111,4532,1
22670,InChi Key,QNTNKSLOFHEFPK-UHFFFAOYSA-N,4532,1
22671,CheBI,16675,4533,1
22672,CheBI,29959,4533,0
22673,KEGG,C03722,4533,1
22674,PubChem,1066,4533,1
22675,PubChem,5460301,4533,0
22676,HepatoNet,HC01168,4533,1
22677,EHMN,C03722,4533,1
22678,HMDB,HMDB00232,4533,1
22679,InChi Key,GJAWHXHKYYXBSV-UHFFFAOYSA-N,4533,1
22680,CheBI,16300,4536,1
22681,CheBI,57720,4536,0
22682,KEGG,C00620,4536,1
22684,PubChem,439236,4536,1
22685,PubChem,23615443,4536,0
22686,HepatoNet,HC00456,4536,1
22687,EHMN,C00442,4536,1
22688,HMDB,HMDB01489,4536,1
22689,InChi Key,YXJDFQJKERBOBM-TXICZTDVSA-N,4536,1
22690,CheBI,18189,4542,1
22691,KEGG,C03736,4542,1
22692,KEGG,C00117,4542,0
22693,PubChem,440101,4542,1
22694,PubChem,77982,4542,0
22695,PubChem,439167,4542,0
22696,HepatoNet,HC00115,4542,1
22697,EHMN,C00117,4542,1
22698,HMDB,HMDB00618,4542,1
22699,InChi Key,KTVPXOYAKDPRHY-AIHAYLRMSA-N,4542,1
22700,CheBI,18189,4543,1
22701,KEGG,C03736,4543,1
22702,KEGG,C00117,4543,0
22703,PubChem,440101,4543,1
22704,PubChem,77982,4543,0
22705,PubChem,439167,4543,0
22706,HepatoNet,HC00115,4543,1
22707,EHMN,C00117,4543,1
22708,HMDB,HMDB00618,4543,1
22709,InChi Key,KTVPXOYAKDPRHY-AIHAYLRMSA-N,4543,1
22710,CheBI,18189,4544,1
22711,KEGG,C03736,4544,1
22712,KEGG,C00117,4544,0
22713,PubChem,440101,4544,1
22714,PubChem,77982,4544,0
22715,PubChem,439167,4544,0
22716,HepatoNet,HC00115,4544,1
22717,EHMN,C00117,4544,1
22718,HMDB,HMDB00618,4544,1
22719,InChi Key,KTVPXOYAKDPRHY-AIHAYLRMSA-N,4544,1
22720,CheBI,17173,4546,1
22721,KEGG,C00309,4546,1
22722,PubChem,151261,4546,1
22723,PubChem,439203,4546,0
22724,HMDB,HMDB00621,4546,1
22725,InChi Key,ZAQJHHRNXZUBTE-NQXXGFSBSA-N,4546,1
22726,CheBI,15963,4547,1
22727,KEGG,C00474,4547,1
22728,KEGG,C00379,4547,0
22729,PubChem,827,4547,1
22730,PubChem,6912,4547,0
22731,HepatoNet,HC00380,4547,1
22732,HMDB,HMDB00508,4547,1
22733,InChi Key,HEBKCHPVOIAQTA-ZXFHETKHSA-N,4547,1
22734,CheBI,15963,4548,1
22735,KEGG,C00474,4548,1
22736,KEGG,C00379,4548,0
22737,PubChem,827,4548,1
22738,PubChem,6912,4548,0
22739,HepatoNet,HC00380,4548,1
22740,HMDB,HMDB00508,4548,1
22741,InChi Key,HEBKCHPVOIAQTA-ZXFHETKHSA-N,4548,1
22742,CheBI,15035,4551,1
22743,CheBI,17898,4551,0
22744,KEGG,C00376,4551,1
22745,PubChem,638015,4551,1
22746,PubChem,1070,4551,0
22747,EHMN,C00376,4551,1
22748,HMDB,HMDB01358,4551,1
22749,LMSD,LMPR01090002,4551,1
22750,InChi Key,NCYCYZXNIZJOKI-UHFFFAOYSA-N,4551,1
22751,CheBI,15035,4552,1
22752,CheBI,17898,4552,0
22753,KEGG,C00376,4552,1
22754,PubChem,638015,4552,1
22755,PubChem,1070,4552,0
22756,EHMN,C00376,4552,1
22757,HMDB,HMDB01358,4552,1
22758,LMSD,LMPR01090002,4552,1
22759,InChi Key,NCYCYZXNIZJOKI-UHFFFAOYSA-N,4552,1
22760,CheBI,16066,4553,1
22761,KEGG,C02110,4553,1
22763,PubChem,5280490,4553,1
22765,HMDB,HMDB02152,4553,1
22766,LMSD,LMPR01090003,4553,1
22767,InChi Key,NCYCYZXNIZJOKI-UHFFFAOYSA-N,4553,1
22768,CheBI,45487,4554,1
22769,KEGG,C00376,4554,1
22770,PubChem,6436079,4554,1
22771,EHMN,CE5589,4554,1
22772,HMDB,HMDB06220,4554,1
22773,LMSD,LMPR01090018,4554,1
22774,InChi Key,NCYCYZXNIZJOKI-UHFFFAOYSA-N,4554,1
22775,CheBI,45487,4555,1
22776,KEGG,C00376,4555,1
22777,PubChem,6436079,4555,1
22778,EHMN,CE5589,4555,1
22779,HMDB,HMDB06220,4555,1
22780,LMSD,LMPR01090018,4555,1
22781,InChi Key,NCYCYZXNIZJOKI-UHFFFAOYSA-N,4555,1
22782,CheBI,17898,4556,1
22783,CheBI,15035,4556,0
22784,KEGG,C00376,4556,1
22785,PubChem,638015,4556,1
22786,PubChem,1070,4556,0
22787,EHMN,CE5575,4556,1
22788,HMDB,HMDB01358,4556,1
22789,LMSD,LMPR01090002,4556,1
22790,InChi Key,NCYCYZXNIZJOKI-UHFFFAOYSA-N,4556,1
22791,CheBI,17898,4557,1
22792,CheBI,15035,4557,0
22793,KEGG,C00376,4557,1
22794,PubChem,638015,4557,1
22795,PubChem,1070,4557,0
22796,EHMN,CE5575,4557,1
22797,HMDB,HMDB01358,4557,1
22798,LMSD,LMPR01090002,4557,1
22799,InChi Key,NCYCYZXNIZJOKI-UHFFFAOYSA-N,4557,1
22800,CheBI,50211,4558,1
22801,CheBI,17336,4558,0
22802,CheBI,16302,4558,0
22803,KEGG,C00473,4558,1
22804,KEGG,C00899,4558,0
22805,KEGG,D06543,4558,0
22806,KEGG,C17276,4558,0
22807,PubChem,445354,4558,1
22808,PubChem,5280382,4558,0
22809,PubChem,1071,4558,0
22810,HMDB,HMDB00305,4558,1
22811,LMSD,LMPR01090001,4558,1
22812,InChi Key,FPIPGXGPPPQFEQ-UHFFFAOYSA-N,4558,1
22813,CheBI,50211,4559,1
22814,CheBI,17336,4559,0
22815,CheBI,16302,4559,0
22816,KEGG,C00473,4559,1
22817,KEGG,C00899,4559,0
22818,KEGG,D06543,4559,0
22819,KEGG,C17276,4559,0
22820,PubChem,445354,4559,1
22821,PubChem,5280382,4559,0
22822,PubChem,1071,4559,0
22823,HMDB,HMDB00305,4559,1
22824,LMSD,LMPR01090001,4559,1
22825,InChi Key,FPIPGXGPPPQFEQ-UHFFFAOYSA-N,4559,1
22826,CheBI,50211,4560,1
22827,CheBI,17336,4560,0
22828,CheBI,16302,4560,0
22829,KEGG,C00473,4560,1
22830,KEGG,C00899,4560,0
22831,KEGG,D06543,4560,0
22832,KEGG,C17276,4560,0
22833,PubChem,445354,4560,1
22834,PubChem,5280382,4560,0
22835,PubChem,1071,4560,0
22836,EHMN,C00473,4560,1
22837,HMDB,HMDB00305,4560,1
22838,LMSD,LMPR01090001,4560,1
22839,InChi Key,FPIPGXGPPPQFEQ-UHFFFAOYSA-N,4560,1
22840,CheBI,17336,4561,1
22841,KEGG,C16682,4561,1
22842,PubChem,9947823,4561,1
22843,HMDB,HMDB06217,4561,1
22844,LMSD,LMPR01090009,4561,1
22845,InChi Key,FPIPGXGPPPQFEQ-UHFFFAOYSA-N,4561,1
22846,CheBI,17336,4562,1
22847,KEGG,C16682,4562,1
22848,PubChem,9947823,4562,1
22849,HMDB,HMDB06217,4562,1
22850,LMSD,LMPR01090009,4562,1
22851,InChi Key,FPIPGXGPPPQFEQ-UHFFFAOYSA-N,4562,1
22852,CheBI,16302,4563,1
22853,KEGG,C00899,4563,1
22854,PubChem,5280382,4563,1
22855,HMDB,HMDB06216,4563,1
22856,LMSD,LMPR01090005,4563,1
22857,InChi Key,FPIPGXGPPPQFEQ-UHFFFAOYSA-N,4563,1
22858,CheBI,16302,4564,1
22859,KEGG,C00899,4564,1
22860,PubChem,5280382,4564,1
22861,HMDB,HMDB06216,4564,1
22862,LMSD,LMPR01090005,4564,1
22863,InChi Key,FPIPGXGPPPQFEQ-UHFFFAOYSA-N,4564,1
22864,CheBI,45479,4565,1
22865,KEGG,C19962,4565,1
22866,PubChem,9904001,4565,1
22867,HMDB,HMDB06221,4565,1
22868,LMSD,LMPR01090011,4565,1
22869,InChi Key,FPIPGXGPPPQFEQ-UHFFFAOYSA-N,4565,1
22870,CheBI,15367,4566,1
22871,CheBI,35291,4566,0
22872,CheBI,26536,4566,0
22873,KEGG,C00777,4566,1
22874,KEGG,D00094,4566,0
22875,KEGG,C15493,4566,0
22876,PubChem,444795,4566,1
22877,PubChem,5538,4566,0
22878,PubChem,6419707,4566,0
22879,HepatoNet,HC00532,4566,1
22880,EHMN,C00777,4566,1
22881,HMDB,HMDB01852,4566,1
22882,LMSD,LMPR01090019,4566,1
22883,InChi Key,SHGAZHPCJJPHSC-UHFFFAOYSA-N,4566,1
22884,CheBI,15367,4567,1
22885,CheBI,35291,4567,0
22886,CheBI,26536,4567,0
